Species	IntronPos	MrnaAcc	Length	GCContent	GCSkew	NContent	Context
Dmel	NT_033777.3_11883530-11883591+	gnl|FlyBase|CG31368-RD	62	0.355	-0.182	0.000	cds
Dmel	NT_033777.3_11883936-11888493+	gnl|FlyBase|CG31368-RD	4558	0.437	-0.012	0.000	cds
Dmel	NT_033777.3_11889529-11889590+	gnl|FlyBase|CG31368-RD	62	0.371	-0.130	0.000	cds
Dmel	NT_033777.3_11890046-11890142+	gnl|FlyBase|CG31368-RD	97	0.278	-0.111	0.000	cds
Dmel	NT_033777.3_11891359-11891422+	gnl|FlyBase|CG31368-RD	64	0.344	-0.273	0.000	cds
Dmel	NT_033777.3_11891792-11891850+	gnl|FlyBase|CG31368-RD	59	0.305	0.111	0.000	cds
Dmel	NT_033777.3_11884322-11884382-	gnl|FlyBase|CG6965-RB	61	0.344	0.048	0.000	cds
Dmel	NT_033777.3_11884887-11884941-	gnl|FlyBase|CG6965-RB	55	0.345	0.053	0.000	cds
Dmel	NT_033777.3_11885124-11885180-	gnl|FlyBase|CG6965-RB	57	0.368	0.048	0.000	cds
Dmel	NT_033777.3_11885352-11885414-	gnl|FlyBase|CG6965-RB	63	0.238	0.333	0.000	cds
Dmel	NT_033777.3_11885540-11886582-	gnl|FlyBase|CG6965-RB	1043	0.401	-0.019	0.000	cds
Dmel	NT_033777.3_11892776-11892828-	gnl|FlyBase|CG6971-RA	53	0.340	-0.444	0.000	cds
Dmel	NT_033777.3_11894323-11894384-	gnl|FlyBase|CG6977-RA	62	0.306	-0.474	0.000	cds
Dmel	NT_033777.3_11894728-11894785-	gnl|FlyBase|CG6977-RA	58	0.345	0.100	0.000	cds
Dmel	NT_033777.3_11895049-11895108-	gnl|FlyBase|CG6977-RA	60	0.300	-0.444	0.000	cds
Dmel	NT_033777.3_11895385-11895442-	gnl|FlyBase|CG6977-RA	58	0.190	0.091	0.000	cds
Dmel	NT_033777.3_11896227-11896285-	gnl|FlyBase|CG6977-RA	59	0.339	0.100	0.000	cds
Dmel	NT_033777.3_11896885-11896944-	gnl|FlyBase|CG6977-RA	60	0.333	-0.200	0.000	cds
Dmel	NT_033777.3_11897545-11898426-	gnl|FlyBase|CG6977-RA	882	0.346	0.036	0.000	cds
Dmel	NT_033777.3_11899495-11900023-	gnl|FlyBase|CG6977-RA	529	0.321	0.047	0.000	cds
Dmel	NT_033777.3_11901088-11901147-	gnl|FlyBase|CG6977-RA	60	0.250	0.067	0.000	cds
Dmel	NT_033777.3_11901456-11901516-	gnl|FlyBase|CG6977-RA	61	0.311	-0.053	0.000	cds
Dmel	NT_033777.3_11901663-11901725-	gnl|FlyBase|CG6977-RA	63	0.222	-0.143	0.000	cds
Dmel	NT_033777.3_11902073-11902138-	gnl|FlyBase|CG6977-RA	66	0.258	-0.059	0.000	cds
Dmel	NT_033777.3_11902202-11918339-	gnl|FlyBase|CG6977-RA	16138	0.408	0.021	0.000	5putr
Dmel	NT_033777.3_11918370-11947380-	gnl|FlyBase|CG6977-RA	29011	0.412	0.010	0.000	5putr
Dmel	NT_033777.3_11947641-11948836-	gnl|FlyBase|CG6977-RA	1196	0.362	0.067	0.000	5putr
Dmel	NT_033777.3_11897902-11897960+	gnl|FlyBase|CG34307-RB	59	0.305	0.111	0.000	cds
Dmel	NT_033777.3_11898162-11898222+	gnl|FlyBase|CG34307-RB	61	0.213	0.231	0.000	cds
Dmel	NT_033777.3_11931946-11932262+	gnl|FlyBase|CG14731-RA	317	0.290	-0.109	0.000	cds
Dmel	NT_033777.3_11950355-11950426+	gnl|FlyBase|CG31211-RB	72	0.444	-0.188	0.000	cds
Dmel	NT_033777.3_11950785-11950857+	gnl|FlyBase|CG31211-RB	73	0.315	0.043	0.000	cds
Dmel	NT_033777.3_11951012-11951249+	gnl|FlyBase|CG31211-RB	238	0.450	0.047	0.000	cds
Dmel	NT_033777.3_11951493-11951722+	gnl|FlyBase|CG31211-RB	230	0.470	-0.111	0.000	cds
Dmel	NT_033777.3_11951826-11952181+	gnl|FlyBase|CG31211-RB	356	0.357	0.008	0.000	cds
Dmel	NT_033777.3_11952239-11952640+	gnl|FlyBase|CG31211-RB	402	0.393	-0.228	0.000	cds
Dmel	NT_033777.3_11952766-11952826+	gnl|FlyBase|CG31211-RB	61	0.295	-0.111	0.000	cds
Dmel	NT_033777.3_11962504-11962556-	gnl|FlyBase|CG3281-RA	53	0.283	-0.067	0.000	cds
Dmel	NT_033777.3_11963406-11963469+	gnl|FlyBase|CG3068-RA	64	0.406	0.231	0.000	cds
Dmel	NT_033777.3_11963771-11963832+	gnl|FlyBase|CG3068-RA	62	0.355	0.091	0.000	cds
Dmel	NT_033777.3_11965487-11965544-	gnl|FlyBase|CG12213-RC	58	0.362	0.143	0.000	cds
Dmel	NT_033777.3_11966740-11966796-	gnl|FlyBase|CG12213-RC	57	0.333	-0.474	0.000	cds
Dmel	NT_033777.3_11967126-11967187-	gnl|FlyBase|CG12213-RC	62	0.403	0.120	0.000	cds
Dmel	NT_033777.3_11967888-11969216+	gnl|FlyBase|CG18347-RA	1329	0.376	-0.056	0.000	5putr
Dmel	NT_033777.3_11969277-11970094+	gnl|FlyBase|CG18347-RA	818	0.340	-0.086	0.000	cds
Dmel	NT_033777.3_11970230-11970287+	gnl|FlyBase|CG18347-RA	58	0.362	0.238	0.000	cds
Dmel	NT_033777.3_11970774-11970833+	gnl|FlyBase|CG18347-RA	60	0.183	0.273	0.000	cds
Dmel	NT_033777.3_11970975-11971030+	gnl|FlyBase|CG18347-RA	56	0.304	-0.176	0.000	cds
Dmel	NT_033777.3_11974013-11974073-	gnl|FlyBase|CG10007-RA	61	0.475	-0.310	0.000	cds
Dmel	NT_033777.3_11974228-11974309-	gnl|FlyBase|CG10007-RA	82	0.366	0.067	0.000	cds
Dmel	NT_033777.3_11974458-11974545-	gnl|FlyBase|CG10007-RA	88	0.398	0.257	0.000	cds
Dmel	NT_033777.3_11971832-11971893+	gnl|FlyBase|CG12201-RB	62	0.339	-0.333	0.000	cds
Dmel	NT_033777.3_11972029-11972099+	gnl|FlyBase|CG12201-RB	71	0.408	0.379	0.000	cds
Dmel	NT_033777.3_11975314-11975423-	gnl|FlyBase|CG10005-RA	110	0.355	0.128	0.000	3putr
Dmel	NT_033777.3_11975715-11976098-	gnl|FlyBase|CG10005-RA	384	0.440	-0.231	0.000	cds
Dmel	NT_033777.3_11976496-11976988-	gnl|FlyBase|CG10005-RA	493	0.389	0.094	0.000	cds
Dmel	NT_033777.3_11978694-11979144-	gnl|FlyBase|CG18547-RA	451	0.475	-0.121	0.000	cds
Dmel	NT_033777.3_11979522-11979578-	gnl|FlyBase|CG18547-RA	57	0.351	-0.300	0.000	cds
Dmel	NT_033777.3_11980021-11980198-	gnl|FlyBase|CG18547-RA	178	0.270	0.000	0.000	cds
Dmel	NT_033777.3_11980855-11981011-	gnl|FlyBase|CG12224-RB	157	0.433	-0.059	0.000	cds
Dmel	NT_033777.3_11981551-11981605-	gnl|FlyBase|CG12224-RB	55	0.436	0.333	0.000	cds
Dmel	NT_033777.3_11983284-11983485-	gnl|FlyBase|CG3397-RA	202	0.485	-0.061	0.000	cds
Dmel	NT_033777.3_11984025-11984079-	gnl|FlyBase|CG3397-RA	55	0.327	0.111	0.000	cds
Dmel	NT_033777.3_11985488-11985548-	gnl|FlyBase|CG3359-RJ	61	0.344	0.143	0.000	cds
Dmel	NT_033777.3_11986232-11986303-	gnl|FlyBase|CG3359-RJ	72	0.375	-0.037	0.000	cds
Dmel	NT_033777.3_11986773-11986834-	gnl|FlyBase|CG3359-RJ	62	0.339	0.143	0.000	cds
Dmel	NT_033777.3_11987121-11987184-	gnl|FlyBase|CG3359-RJ	64	0.391	-0.200	0.000	cds
Dmel	NT_033777.3_11987377-11988657-	gnl|FlyBase|CG3359-RJ	1281	0.356	0.053	0.000	cds
Dmel	NT_033777.3_11988800-11989209-	gnl|FlyBase|CG3359-RJ	410	0.276	-0.027	0.000	cds
Dmel	NT_033777.3_11989524-11992071-	gnl|FlyBase|CG3359-RJ	2548	0.395	-0.063	0.000	cds
Dmel	NT_033777.3_11992144-11992741-	gnl|FlyBase|CG3359-RJ	598	0.321	-0.083	0.000	cds
Dmel	NT_033777.3_11992853-11993248-	gnl|FlyBase|CG3359-RJ	396	0.429	-0.094	0.000	5putr
Dmel	NT_033777.3_11994756-11994963-	gnl|FlyBase|CG14734-RB	208	0.293	-0.049	0.000	cds
Dmel	NT_033777.3_11995193-11995371-	gnl|FlyBase|CG14734-RB	179	0.358	0.000	0.000	cds
Dmel	NT_033777.3_11996064-12005357-	gnl|FlyBase|CG14734-RB	9294	0.408	-0.036	0.000	5putr
Dmel	NT_033777.3_11999440-12001208+	gnl|FlyBase|CG3132-RA	1769	0.339	0.090	0.000	5putr
Dmel	NT_033777.3_12001431-12001486+	gnl|FlyBase|CG3132-RA	56	0.339	0.053	0.000	cds
Dmel	NT_033777.3_12001702-12001775+	gnl|FlyBase|CG3132-RA	74	0.284	0.048	0.000	cds
Dmel	NT_033777.3_12002194-12002297+	gnl|FlyBase|CG3132-RA	104	0.260	0.185	0.000	cds
Dmel	NT_033777.3_12008896-12008968-	gnl|FlyBase|CG3571-RA	73	0.356	-0.154	0.000	cds
Dmel	NT_033777.3_12009228-12009289-	gnl|FlyBase|CG3571-RA	62	0.387	0.000	0.000	cds
Dmel	NT_033777.3_12010144-12010241-	gnl|FlyBase|CG3571-RA	98	0.439	-0.070	0.000	cds
Dmel	NT_033777.3_12010961-12011022+	gnl|FlyBase|CG3532-RB	62	0.387	0.333	0.000	cds
Dmel	NT_033777.3_12011123-12011182+	gnl|FlyBase|CG3532-RB	60	0.417	0.120	0.000	cds
Dmel	NT_033777.3_12014260-12014322+	gnl|FlyBase|CG3532-RB	63	0.365	-0.043	0.000	cds
Dmel	NT_033777.3_12014441-12014503+	gnl|FlyBase|CG3532-RB	63	0.238	0.333	0.000	cds
Dmel	NT_033777.3_12015400-12015463-	gnl|FlyBase|CG3313-RA	64	0.359	-0.130	0.000	cds
Dmel	NT_033777.3_12015869-12015927-	gnl|FlyBase|CG3313-RA	59	0.288	-0.059	0.000	cds
Dmel	NT_033777.3_12016483-12016551-	gnl|FlyBase|CG3313-RA	69	0.493	-0.059	0.000	cds
Dmel	NT_033777.3_12030725-12030787-	gnl|FlyBase|CG31358-RA	63	0.365	-0.391	0.000	cds
Dmel	NT_033777.3_12030954-12031008-	gnl|FlyBase|CG31358-RA	55	0.400	-0.091	0.000	cds
Dmel	NT_033777.3_12031369-12031424-	gnl|FlyBase|CG31358-RA	56	0.250	-0.286	0.000	cds
Dmel	NT_033777.3_12031570-12031637-	gnl|FlyBase|CG31358-RA	68	0.324	0.000	0.000	cds
Dmel	NT_033777.3_12040736-12040793+	gnl|FlyBase|CG14736-RE	58	0.362	-0.143	0.000	cds
Dmel	NT_033777.3_12040945-12041003+	gnl|FlyBase|CG14736-RE	59	0.407	-0.250	0.000	cds
Dmel	NT_033777.3_12041367-12041444+	gnl|FlyBase|CG14736-RE	78	0.231	0.333	0.000	cds
Dmel	NT_033777.3_12041611-12041664+	gnl|FlyBase|CG14736-RE	54	0.241	0.692	0.000	cds
Dmel	NT_033777.3_12042101-12042162+	gnl|FlyBase|CG14736-RE	62	0.226	0.000	0.000	cds
Dmel	NT_033777.3_12042205-12042386+	gnl|FlyBase|CG14736-RE	182	0.280	-0.176	0.000	cds
Dmel	NT_033777.3_12042450-12042531+	gnl|FlyBase|CG14736-RE	82	0.415	-0.176	0.000	cds
Dmel	NT_033777.3_12042820-12043086+	gnl|FlyBase|CG14736-RE	267	0.333	-0.169	0.000	3putr
Dmel	NT_033777.3_12049073-12049131-	gnl|FlyBase|CG14739-RA	59	0.339	-0.300	0.000	5putr
Dmel	NT_033777.3_12061126-12061182-	gnl|FlyBase|CG14740-RA	57	0.246	-0.286	0.000	3putr
Dmel	NT_033777.3_12061606-12061706-	gnl|FlyBase|CG14740-RA	101	0.287	0.103	0.000	cds
Dmel	NT_033777.3_12062479-12062548-	gnl|FlyBase|CG14740-RA	70	0.300	-0.048	0.000	cds
Dmel	NT_033777.3_12062755-12062801-	gnl|FlyBase|CG14740-RA	47	0.298	0.571	0.000	cds
Dmel	NT_033777.3_12069922-12069984-	gnl|FlyBase|CG14741-RB	63	0.254	-0.375	0.000	cds
Dmel	NT_033777.3_12070102-12070159-	gnl|FlyBase|CG14741-RB	58	0.328	-0.053	0.000	cds
Dmel	NT_033777.3_12070409-12070499-	gnl|FlyBase|CG14741-RB	91	0.209	0.158	0.000	cds
Dmel	NT_033777.3_12070830-12070885-	gnl|FlyBase|CG14741-RB	56	0.429	-0.250	0.000	cds
Dmel	NT_033777.3_12071110-12071167-	gnl|FlyBase|CG14741-RB	58	0.310	0.222	0.000	cds
Dmel	NT_033777.3_12071320-12071381-	gnl|FlyBase|CG14741-RB	62	0.339	0.048	0.000	cds
Dmel	NT_033777.3_12071529-12072285-	gnl|FlyBase|CG14741-RB	757	0.291	-0.255	0.000	cds
Dmel	NT_033777.3_12072473-12072543-	gnl|FlyBase|CG14741-RB	71	0.225	0.500	0.000	cds
Dmel	NT_033777.3_12072697-12072759-	gnl|FlyBase|CG14741-RB	63	0.381	0.083	0.000	cds
Dmel	NT_033777.3_12073037-12073097-	gnl|FlyBase|CG14741-RB	61	0.426	-0.077	0.000	cds
Dmel	NT_033777.3_12073272-12073325-	gnl|FlyBase|CG14741-RB	54	0.130	0.429	0.000	cds
Dmel	NT_033777.3_12073617-12074203-	gnl|FlyBase|CG14741-RB	587	0.336	-0.147	0.000	cds
Dmel	NT_033777.3_12074894-12075173-	gnl|FlyBase|CG14741-RB	280	0.421	0.051	0.000	cds
Dmel	NT_033777.3_12075423-12075490-	gnl|FlyBase|CG14741-RB	68	0.338	-0.304	0.000	cds
Dmel	NT_033777.3_12075713-12075778-	gnl|FlyBase|CG14741-RB	66	0.303	-0.400	0.000	cds
Dmel	NT_033777.3_12076316-12076373-	gnl|FlyBase|CG14741-RB	58	0.345	-0.200	0.000	cds
Dmel	NT_033777.3_12076587-12076683-	gnl|FlyBase|CG14741-RB	97	0.237	-0.217	0.000	cds
Dmel	NT_033777.3_12076743-12076905-	gnl|FlyBase|CG14741-RB	163	0.215	0.371	0.000	cds
Dmel	NT_033777.3_12077537-12079680-	gnl|FlyBase|CG14741-RB	2144	0.396	0.059	0.000	5putr
Dmel	NT_033777.3_12095301-12096048+	gnl|FlyBase|CG31361-RA	748	0.330	0.093	0.000	5putr
Dmel	NT_033777.3_12097017-12107138+	gnl|FlyBase|CG31361-RA	10122	0.391	-0.005	0.000	cds
Dmel	NT_033777.3_12108083-12109933+	gnl|FlyBase|CG31361-RA	1851	0.379	0.024	0.000	cds
Dmel	NT_033777.3_12110172-12110290+	gnl|FlyBase|CG31361-RA	119	0.277	0.212	0.000	cds
Dmel	NT_033777.3_12110506-12110581+	gnl|FlyBase|CG31361-RA	76	0.421	0.375	0.000	cds
Dmel	NT_033777.3_12110688-12110831+	gnl|FlyBase|CG31361-RA	144	0.465	-0.134	0.000	cds
Dmel	NT_033777.3_12121888-12122170-	gnl|FlyBase|CG4702-RB	283	0.272	-0.091	0.000	cds
Dmel	NT_033777.3_12122422-12122955-	gnl|FlyBase|CG4702-RB	534	0.375	-0.260	0.000	cds
Dmel	NT_033777.3_12123040-12123292-	gnl|FlyBase|CG4702-RB	253	0.383	-0.237	0.000	cds
Dmel	NT_033777.3_12123379-12123462-	gnl|FlyBase|CG4702-RB	84	0.321	-0.037	0.000	cds
Dmel	NT_033777.3_12123862-12127870-	gnl|FlyBase|CG4702-RB	4009	0.429	-0.005	0.000	5putr
Dmel	NT_033777.3_12140131-12143422-	gnl|FlyBase|CG10095-RA	3292	0.410	0.028	0.000	cds
Dmel	NT_033777.3_12143529-12144136-	gnl|FlyBase|CG10095-RA	608	0.383	-0.056	0.000	cds
Dmel	NT_033777.3_12144838-12145236-	gnl|FlyBase|CG10095-RA	399	0.368	-0.184	0.000	cds
Dmel	NT_033777.3_12145472-12150372-	gnl|FlyBase|CG10095-RA	4901	0.411	0.033	0.000	cds
Dmel	NT_033777.3_12150948-12156108-	gnl|FlyBase|CG10095-RA	5161	0.414	-0.041	0.000	cds
Dmel	NT_033777.3_12156622-12158533-	gnl|FlyBase|CG10095-RA	1912	0.408	-0.050	0.000	5putr
Dmel	NT_033777.3_12165674-12166120-	gnl|FlyBase|CG4795-RB	447	0.311	-0.079	0.000	5putr
Dmel	NT_033777.3_12193883-12193959-	gnl|FlyBase|CG4810-RA	77	0.208	0.500	0.000	cds
Dmel	NT_033777.3_12198591-12198696+	gnl|FlyBase|CG3809-RA	106	0.274	-0.103	0.000	cds
Dmel	NT_033777.3_12209312-12209400-	gnl|FlyBase|CG4830-RA	89	0.202	0.000	0.000	cds
Dmel	NT_033777.3_12209518-12209586-	gnl|FlyBase|CG4830-RA	69	0.406	0.143	0.000	cds
Dmel	NT_033777.3_12209774-12209885-	gnl|FlyBase|CG4830-RA	112	0.241	-0.259	0.000	cds
Dmel	NT_033777.3_12210094-12210164-	gnl|FlyBase|CG4830-RA	71	0.479	0.000	0.000	cds
Dmel	NT_033777.3_12215954-12216880-	gnl|FlyBase|CG4848-RA	927	0.378	-0.034	0.000	cds
Dmel	NT_033777.3_12217547-12217605-	gnl|FlyBase|CG4848-RA	59	0.220	0.538	0.000	cds
Dmel	NT_033777.3_12218664-12218731-	gnl|FlyBase|CG4848-RA	68	0.397	-0.111	0.000	cds
Dmel	NT_033777.3_12219415-12219470-	gnl|FlyBase|CG4848-RA	56	0.375	0.143	0.000	cds
Dmel	NT_033777.3_12214880-12215426+	gnl|FlyBase|CG14742-RA	547	0.371	-0.163	0.000	cds
Dmel	NT_033777.3_12220986-12221115-	gnl|FlyBase|CG4860-RA	130	0.208	-0.037	0.000	cds
Dmel	NT_033777.3_12221356-12221416-	gnl|FlyBase|CG4860-RA	61	0.574	0.143	0.000	cds
Dmel	NT_033777.3_12222667-12222733+	gnl|FlyBase|CG10014-RA	67	0.388	-0.154	0.000	cds
Dmel	NT_033777.3_12223213-12223272+	gnl|FlyBase|CG10014-RA	60	0.367	-0.182	0.000	cds
Dmel	NT_033777.3_12223354-12223440+	gnl|FlyBase|CG10014-RA	87	0.195	-0.059	0.000	cds
Dmel	NT_033777.3_12224225-12224276-	gnl|FlyBase|CG17404-RB	52	0.365	0.263	0.000	cds
Dmel	NT_033777.3_12224873-12224935-	gnl|FlyBase|CG17404-RB	63	0.381	0.250	0.000	cds
Dmel	NT_033777.3_12225520-12225581-	gnl|FlyBase|CG12256-RA	62	0.258	0.500	0.000	cds
Dmel	NT_033777.3_12226184-12226244-	gnl|FlyBase|CG12256-RA	61	0.311	-0.053	0.000	cds
Dmel	NT_033777.3_12230092-12230151+	gnl|FlyBase|CG3916-RA	60	0.350	-0.048	0.000	cds
Dmel	NT_033777.3_12233015-12233068-	gnl|FlyBase|CG15807-RA	54	0.241	-0.077	0.000	cds
Dmel	NT_033777.3_12233631-12233684-	gnl|FlyBase|CG15807-RA	54	0.315	-0.176	0.000	cds
Dmel	NT_033777.3_12233812-12233868-	gnl|FlyBase|CG15807-RA	57	0.158	0.111	0.000	cds
Dmel	NT_033777.3_12233942-12233991-	gnl|FlyBase|CG15807-RA	50	0.200	0.200	0.000	cds
Dmel	NT_033777.3_12234178-12234236-	gnl|FlyBase|CG15807-RA	59	0.220	0.231	0.000	cds
Dmel	NT_033777.3_12234438-12234493-	gnl|FlyBase|CG15807-RA	56	0.214	0.167	0.000	cds
Dmel	NT_033777.3_12235234-12235306-	gnl|FlyBase|CG10094-RB	73	0.274	0.300	0.000	cds
Dmel	NT_033777.3_12235881-12235933-	gnl|FlyBase|CG10094-RB	53	0.283	0.333	0.000	cds
Dmel	NT_033777.3_12236061-12236120-	gnl|FlyBase|CG10094-RB	60	0.300	0.000	0.000	cds
Dmel	NT_033777.3_12236194-12236248-	gnl|FlyBase|CG10094-RB	55	0.291	0.250	0.000	cds
Dmel	NT_033777.3_12236435-12236485-	gnl|FlyBase|CG10094-RB	51	0.392	-0.200	0.000	cds
Dmel	NT_033777.3_12236687-12236742-	gnl|FlyBase|CG10094-RB	56	0.339	-0.053	0.000	cds
Dmel	NT_033777.3_12237440-12237492-	gnl|FlyBase|CG10093-RA	53	0.302	0.125	0.000	cds
Dmel	NT_033777.3_12238067-12238120-	gnl|FlyBase|CG10093-RA	54	0.444	-0.083	0.000	cds
Dmel	NT_033777.3_12238248-12238308-	gnl|FlyBase|CG10093-RA	61	0.344	0.048	0.000	cds
Dmel	NT_033777.3_12238382-12238446-	gnl|FlyBase|CG10093-RA	65	0.385	0.200	0.000	cds
Dmel	NT_033777.3_12238633-12238687-	gnl|FlyBase|CG10093-RA	55	0.236	-0.077	0.000	cds
Dmel	NT_033777.3_12238889-12238952-	gnl|FlyBase|CG10093-RA	64	0.328	0.238	0.000	cds
Dmel	NT_033777.3_12258852-12261949+	gnl|FlyBase|CG44037-RA	3098	0.442	-0.031	0.000	5putr
Dmel	NT_033777.3_12262016-12262075+	gnl|FlyBase|CG44037-RA	60	0.333	-0.100	0.000	5putr
Dmel	NT_033777.3_12282250-12290208+	gnl|FlyBase|CG11502-RA	7959	0.446	0.006	0.000	cds
Dmel	NT_033777.3_12290359-12294007+	gnl|FlyBase|CG11502-RA	3649	0.449	0.002	0.000	cds
Dmel	NT_033777.3_12349365-12349421-	gnl|FlyBase|CG10038-RA	57	0.228	-0.231	0.000	cds
Dmel	NT_033777.3_12349681-12349794-	gnl|FlyBase|CG10038-RA	114	0.211	-0.167	0.000	cds
Dmel	NT_033777.3_12349983-12350194-	gnl|FlyBase|CG10038-RA	212	0.392	-0.277	0.000	cds
Dmel	NT_033777.3_12350311-12350373-	gnl|FlyBase|CG10038-RA	63	0.444	-0.071	0.000	cds
Dmel	NT_033777.3_12351097-12351409-	gnl|FlyBase|CG10041-RB	313	0.236	-0.081	0.000	cds
Dmel	NT_033777.3_12352545-12352613-	gnl|FlyBase|CG10042-RB	69	0.217	0.067	0.000	cds
Dmel	NT_033777.3_12353945-12353997-	gnl|FlyBase|CG10042-RB	53	0.302	-0.375	0.000	cds
Dmel	NT_033777.3_12354131-12354194-	gnl|FlyBase|CG10042-RB	64	0.203	0.077	0.000	cds
Dmel	NT_033777.3_12354846-12354918-	gnl|FlyBase|CG10042-RB	73	0.370	0.037	0.000	cds
Dmel	NT_033777.3_12360276-12360336+	gnl|FlyBase|CG4115-RA	61	0.475	-0.103	0.000	cds
Dmel	NT_033777.3_12360491-12362562+	gnl|FlyBase|CG4115-RA	2072	0.392	-0.021	0.000	cds
Dmel	NT_033777.3_12365583-12365690-	gnl|FlyBase|CG18548-RA	108	0.306	0.394	0.000	5putr
Dmel	NT_033777.3_12366912-12367538-	gnl|FlyBase|CG10091-RA	627	0.298	0.070	0.000	5putr
Dmel	NT_033777.3_12368576-12369202-	gnl|FlyBase|CG10045-RA	627	0.349	0.068	0.000	5putr
Dmel	NT_033777.3_12382352-12382420-	gnl|FlyBase|CG10035-RA	69	0.188	-0.077	0.000	cds
Dmel	NT_033777.3_12384613-12384679+	gnl|FlyBase|CG17639-RB	67	0.343	0.130	0.000	cds
Dmel	NT_033777.3_12384822-12385210+	gnl|FlyBase|CG17639-RB	389	0.308	0.083	0.000	cds
Dmel	NT_033777.3_12399209-12399271-	gnl|FlyBase|CG17227-RA	63	0.286	-0.111	0.000	cds
Dmel	NT_033777.3_12400439-12400526-	gnl|FlyBase|CG17227-RA	88	0.261	0.652	0.000	cds
Dmel	NT_033777.3_12401320-12401393-	gnl|FlyBase|CG17227-RA	74	0.419	-0.161	0.000	cds
Dmel	NT_033777.3_12403594-12403650-	gnl|FlyBase|CG11466-RA	57	0.211	0.500	0.000	cds
Dmel	NT_033777.3_12404309-12404369-	gnl|FlyBase|CG11466-RA	61	0.279	-0.294	0.000	cds
Dmel	NT_033777.3_12404890-12405702-	gnl|FlyBase|CG11466-RA	813	0.331	0.026	0.000	cds
Dmel	NT_033777.3_12408473-12409254+	gnl|FlyBase|CG5196-RA	782	0.482	-0.066	0.000	cds
Dmel	NT_033777.3_12409440-12410274+	gnl|FlyBase|CG5196-RA	835	0.519	0.053	0.000	cds
Dmel	NT_033777.3_12410357-12410459+	gnl|FlyBase|CG5196-RA	103	0.272	0.143	0.000	cds
Dmel	NT_033777.3_12410981-12411034+	gnl|FlyBase|CG5196-RA	54	0.389	0.333	0.000	cds
Dmel	NT_033777.3_12414287-12414351+	gnl|FlyBase|CG6525-RB	65	0.554	-0.056	0.000	cds
Dmel	NT_033777.3_12414757-12414870+	gnl|FlyBase|CG6525-RB	114	0.316	-0.111	0.000	cds
Dmel	NT_033777.3_12416589-12416647+	gnl|FlyBase|CG6525-RB	59	0.390	0.043	0.000	cds
Dmel	NT_033777.3_12417130-12417217+	gnl|FlyBase|CG6525-RB	88	0.250	0.455	0.000	cds
Dmel	NT_033777.3_12417393-12417447+	gnl|FlyBase|CG6525-RB	55	0.273	0.067	0.000	cds
Dmel	NT_033777.3_12417976-12418040+	gnl|FlyBase|CG6525-RB	65	0.292	0.053	0.000	cds
Dmel	NT_033777.3_12419982-12420039+	gnl|FlyBase|CG6525-RB	58	0.310	0.000	0.000	cds
Dmel	NT_033777.3_12420176-12420229+	gnl|FlyBase|CG6525-RB	54	0.333	0.333	0.000	cds
Dmel	NT_033777.3_12420427-12420499+	gnl|FlyBase|CG6525-RB	73	0.466	-0.235	0.000	cds
Dmel	NT_033777.3_12420663-12420725+	gnl|FlyBase|CG6525-RB	63	0.397	-0.120	0.000	cds
Dmel	NT_033777.3_12422871-12422932+	gnl|FlyBase|CG17202-RA	62	0.452	-0.071	0.000	cds
Dmel	NT_033777.3_12424517-12424610-	gnl|FlyBase|CG5650-RA	94	0.447	-0.143	0.000	3putr
Dmel	NT_033777.3_12426948-12427053+	gnl|FlyBase|CG5232-RA	106	0.245	-0.154	0.000	cds
Dmel	NT_033777.3_12428785-12428845-	gnl|FlyBase|CG5641-RA	61	0.361	-0.091	0.000	cds
Dmel	NT_033777.3_12428975-12429036-	gnl|FlyBase|CG5641-RA	62	0.355	0.091	0.000	cds
Dmel	NT_033777.3_12429613-12429665+	gnl|FlyBase|CG5245-RA	53	0.321	0.294	0.000	5putr
Dmel	NT_033777.3_12431482-12431583+	gnl|FlyBase|CG5266-RA	102	0.549	-0.071	0.000	cds
Dmel	NT_033777.3_12431661-12431745+	gnl|FlyBase|CG5266-RA	85	0.447	-0.158	0.000	cds
Dmel	NT_033777.3_12432002-12432066+	gnl|FlyBase|CG5266-RA	65	0.477	-0.097	0.000	cds
Dmel	NT_033777.3_12432223-12432286+	gnl|FlyBase|CG5266-RA	64	0.359	-0.304	0.000	cds
Dmel	NT_033777.3_12433073-12433128-	gnl|FlyBase|CG12276-RA	56	0.446	-0.440	0.000	cds
Dmel	NT_033777.3_12433558-12433624-	gnl|FlyBase|CG12276-RA	67	0.388	0.077	0.000	cds
Dmel	NT_033777.3_12434179-12434239+	gnl|FlyBase|CG5844-RA	61	0.361	0.182	0.000	5putr
Dmel	NT_033777.3_12434346-12434416+	gnl|FlyBase|CG5844-RA	71	0.423	0.133	0.000	cds
Dmel	NT_033777.3_12435203-12435261+	gnl|FlyBase|CG5844-RA	59	0.475	-0.214	0.000	cds
Dmel	NT_033777.3_12436668-12436733+	gnl|FlyBase|CG5925-RA	66	0.394	0.000	0.000	cds
Dmel	NT_033777.3_12437071-12437188+	gnl|FlyBase|CG5925-RA	118	0.314	0.297	0.000	cds
Dmel	NT_033777.3_12437375-12437443+	gnl|FlyBase|CG5925-RA	69	0.319	0.091	0.000	cds
