Species	Accession	Length	GCContent	GCSkew	NContent	ExonCount	IntronCount	5pUTRlen	3pUTRlen
Dmel	gnl|FlyBase|CG5892-RB	2801	0.462	-0.006	0.000	9	8	23	89
Dmel	gnl|FlyBase|CG5911-RA	16598	0.455	-0.038	0.000	5	4	1167	807
Dmel	gnl|FlyBase|CG3320-RA	3032	0.408	-0.082	0.000	5	4	267	919
Dmel	gnl|FlyBase|CG6056-RA	867	0.456	-0.038	0.000	3	2	122	200
Dmel	gnl|FlyBase|CG5919-RA	1283	0.482	-0.050	0.000	2	1	90	366
Dmel	gnl|FlyBase|CG3308-RA	2740	0.459	-0.046	0.000	4	3	287	877
Dmel	gnl|FlyBase|CG3301-RA	1144	0.498	-0.028	0.000	3	2	38	215
Dmel	gnl|FlyBase|CG10823-RA	17164	0.456	-0.026	0.000	6	5	227	2288
Dmel	gnl|FlyBase|CG17298-RA	854	0.494	-0.213	0.000	3	2	78	129
Dmel	gnl|FlyBase|CG16791-RA	31302	0.428	-0.073	0.000	15	14	1107	2754
Dmel	gnl|FlyBase|CG45987-RA	5324	0.424	-0.023	0.000	6	5	3600	496
Dmel	gnl|FlyBase|CG44883-RA	4077	0.436	-0.024	0.000	5	4	1930	752
Dmel	gnl|FlyBase|CG42769-RB	1956	0.456	-0.059	0.000	3	2	216	984
Dmel	gnl|FlyBase|CG44876-RB	2323	0.491	-0.064	0.000	3	2	300	1177
Dmel	gnl|FlyBase|CG44878-RA	2323	0.491	-0.064	0.000	3	2	1265	312
Dmel	gnl|FlyBase|CG42773-RA	2671	0.450	-0.062	0.000	4	3	1433	375
Dmel	gnl|FlyBase|CG42772-RA	3722	0.448	-0.062	0.000	6	5	520	1810
Dmel	gnl|FlyBase|CG42776-RA	3722	0.448	-0.062	0.000	5	4	1869	454
Dmel	gnl|FlyBase|CG45990-RA	2658	0.442	-0.019	0.000	3	2	497	1494
Dmel	gnl|FlyBase|CG7895-RA	2994	0.483	-0.055	0.000	3	2	270	143
Dmel	gnl|FlyBase|CG7902-RA	1570	0.548	-0.086	0.000	2	1	135	165
Dmel	gnl|FlyBase|CG6475-RD	1962	0.430	0.049	0.000	4	3	17	85
Dmel	gnl|FlyBase|CG7907-RB	2956	0.479	0.025	0.000	4	3	298	173
Dmel	gnl|FlyBase|CG15503-RA	880	0.373	0.067	0.000	3	2	7	141
Dmel	gnl|FlyBase|CG31438-RA	802	0.362	0.014	0.000	3	2	4	64
Dmel	gnl|FlyBase|CG6570-RC	24155	0.433	-0.044	0.000	4	3	166	404
Dmel	gnl|FlyBase|CG6545-RA	4961	0.488	-0.038	0.000	2	1	444	393
Dmel	gnl|FlyBase|CG7922-RA	4961	0.464	0.032	0.000	6	5	62	31
Dmel	gnl|FlyBase|CG7937-RA	12829	0.436	0.006	0.000	4	3	272	564
Dmel	gnl|FlyBase|CG7956-RF	6764	0.438	-0.010	0.000	12	11	128	95
Dmel	gnl|FlyBase|CG6534-RB	8522	0.457	-0.022	0.000	4	3	324	249
Dmel	gnl|FlyBase|CG15498-RA	1631	0.459	0.017	0.000	4	3	121	172
Dmel	gnl|FlyBase|CG18402-RA	48789	0.400	0.013	0.000	13	12	1128	3143
Dmel	gnl|FlyBase|CG6376-RD	11326	0.424	-0.031	0.000	7	6	914	201
Dmel	gnl|FlyBase|CG6353-RA	1787	0.396	0.065	0.000	3	2	108	643
Dmel	gnl|FlyBase|CG15497-RA	2288	0.436	-0.030	0.000	4	3	284	150
Dmel	gnl|FlyBase|CG6349-RA	5189	0.470	0.025	0.000	6	5	105	52
Dmel	gnl|FlyBase|CG31176-RA	47358	0.400	-0.018	0.000	3	2	320	808
Dmel	gnl|FlyBase|CG42608-RA	388	0.430	-0.042	0.000	2	1	29	138
Dmel	gnl|FlyBase|CG42869-RB	337	0.407	0.066	0.000	2	1	25	57
Dmel	gnl|FlyBase|CG42870-RB	432	0.345	0.007	0.000	2	1	8	75
Dmel	gnl|FlyBase|CG34034-RB	766	0.373	0.035	0.000	3	2	11	218
Dmel	gnl|FlyBase|CG5849-RA	4327	0.448	0.005	0.000	6	5	63	72
Dmel	gnl|FlyBase|CG31343-RA	3738	0.471	-0.086	0.000	5	4	39	79
Dmel	gnl|FlyBase|CG31233-RA	3271	0.505	-0.051	0.000	4	3	23	63
Dmel	gnl|FlyBase|CG31198-RA	3435	0.495	-0.046	0.000	5	4	90	106
Dmel	gnl|FlyBase|CG42335-RE	10538	0.380	0.028	0.000	7	6	10	0
Dmel	gnl|FlyBase|CG13419-RA	762	0.504	-0.021	0.000	3	2	33	85
Dmel	gnl|FlyBase|CG6706-RC	5508	0.475	-0.001	0.000	13	12	114	196
Dmel	gnl|FlyBase|CG6800-RA	1076	0.486	0.017	0.000	4	3	0	0
Dmel	gnl|FlyBase|CG13418-RA	645	0.436	-0.032	0.000	3	2	81	86
Dmel	gnl|FlyBase|CG6705-RA	4423	0.437	0.043	0.000	3	2	571	238
Dmel	gnl|FlyBase|CG6703-RH	36913	0.436	-0.017	0.000	18	17	510	828
Dmel	gnl|FlyBase|CG13417-RA	1511	0.454	0.041	0.000	2	1	190	0
Dmel	gnl|FlyBase|CG31336-RB	1245	0.446	0.005	0.000	2	1	0	0
Dmel	gnl|FlyBase|CG31173-RA	1252	0.463	0.045	0.000	2	1	0	0
Dmel	gnl|FlyBase|CG31335-RA	1206	0.397	0.090	0.000	2	1	0	0
Dmel	gnl|FlyBase|CG6575-RA	5573	0.389	-0.070	0.000	2	1	347	1016
Dmel	gnl|FlyBase|CG6637-RA	1071	0.477	0.080	0.000	3	2	110	66
Dmel	gnl|FlyBase|CG6569-RA	1748	0.454	0.043	0.000	5	4	76	71
Dmel	gnl|FlyBase|CG13415-RE	768	0.462	0.037	0.000	2	1	93	122
Dmel	gnl|FlyBase|CG31174-RA	834	0.348	0.062	0.000	3	2	0	109
Dmel	gnl|FlyBase|CG31431-RA	2960	0.421	0.070	0.000	5	4	380	119
Dmel	gnl|FlyBase|CG31178-RB	1184	0.429	-0.008	0.000	1	0	420	110
Dmel	gnl|FlyBase|CG6656-RA	2496	0.414	-0.014	0.000	7	6	197	157
Dmel	gnl|FlyBase|CG33092-RA	2761	0.478	0.049	0.000	3	2	562	65
Dmel	gnl|FlyBase|CG31465-RD	3181	0.440	0.060	0.000	3	2	23	91
Dmel	gnl|FlyBase|CG17820-RA	531	0.435	-0.004	0.000	1	0	23	142
Dmel	gnl|FlyBase|CG17819-RA	823	0.397	0.107	0.000	4	3	15	70
Dmel	gnl|FlyBase|CG6560-RA	1680	0.407	0.054	0.000	4	3	213	83
Dmel	gnl|FlyBase|CG6678-RA	20154	0.426	-0.003	0.000	5	4	478	1243
Dmel	gnl|FlyBase|CG43844-RF	633	0.430	0.022	0.000	1	0	79	257
Dmel	gnl|FlyBase|CG6690-RA	1776	0.439	0.047	0.000	1	0	0	87
Dmel	gnl|FlyBase|CG17843-RA	1800	0.468	-0.029	0.000	1	0	42	99
Dmel	gnl|FlyBase|CG18389-RB	57690	0.413	-0.015	0.000	7	6	572	299
Dmel	gnl|FlyBase|CG6332-RA	1516	0.496	-0.019	0.000	4	3	131	123
Dmel	gnl|FlyBase|CG6439-RA	2794	0.447	-0.050	0.000	6	5	151	597
Dmel	gnl|FlyBase|CG6455-RE	3342	0.510	0.044	0.000	9	8	143	127
Dmel	gnl|FlyBase|CG13410-RA	815	0.472	-0.117	0.000	2	1	81	133
Dmel	gnl|FlyBase|CG6028-RA	1248	0.495	0.074	0.000	3	2	102	107
Dmel	gnl|FlyBase|CG6022-RA	1506	0.511	0.017	0.000	3	2	350	160
Dmel	gnl|FlyBase|CG6343-RA	1685	0.523	0.005	0.000	3	2	73	82
Dmel	gnl|FlyBase|CG13409-RA	2461	0.486	-0.024	0.000	7	6	177	266
Dmel	gnl|FlyBase|CG6015-RA	2137	0.517	-0.037	0.000	3	2	205	76
Dmel	gnl|FlyBase|CG6375-RA	2676	0.478	0.074	0.000	5	4	118	109
Dmel	gnl|FlyBase|CG12297-RA	1163	0.459	0.026	0.000	1	0	108	335
Dmel	gnl|FlyBase|CG10293-RF	37131	0.381	-0.025	0.000	9	8	322	2424
Dmel	gnl|FlyBase|CG13408-RA	3092	0.404	0.044	0.000	4	3	80	335
Dmel	gnl|FlyBase|CG5778-RA	1024	0.421	0.160	0.000	2	1	74	229
Dmel	gnl|FlyBase|CG5791-RA	476	0.477	0.066	0.000	3	2	21	32
Dmel	gnl|FlyBase|CG13407-RA	2177	0.501	-0.122	0.000	3	2	0	0
Dmel	gnl|FlyBase|CG31164-RA	1788	0.378	-0.031	0.000	1	0	0	0
Dmel	gnl|FlyBase|CG31424-RB	1779	0.376	0.022	0.000	1	0	0	0
Dmel	gnl|FlyBase|CG31423-RB	1815	0.409	0.007	0.000	1	0	0	0
Dmel	gnl|FlyBase|CG42390-RB	13307	0.413	0.025	0.000	12	11	585	277
Dmel	gnl|FlyBase|CG31163-RI	161098	0.421	-0.003	0.000	19	18	1159	647
Dmel	gnl|FlyBase|CG5732-RB	4941	0.481	-0.042	0.000	3	2	98	436
Dmel	gnl|FlyBase|CG7084-RB	5616	0.440	-0.037	0.000	11	10	480	759
Dmel	gnl|FlyBase|CG34377-RC	15432	0.444	0.010	0.000	8	7	631	3280
Dmel	gnl|FlyBase|CG7080-RA	1247	0.539	-0.098	0.000	2	1	68	105
Dmel	gnl|FlyBase|CG33721-RA	733	0.363	-0.113	0.000	4	3	0	0
Dmel	gnl|FlyBase|CG13862-RA	569	0.518	-0.010	0.000	2	1	92	62
Dmel	gnl|FlyBase|CG5391-RA	1063	0.422	-0.100	0.000	2	1	150	98
Dmel	gnl|FlyBase|CG5388-RA	3275	0.440	-0.004	0.000	2	1	154	89
Dmel	gnl|FlyBase|CG5386-RA	1016	0.529	-0.043	0.000	3	2	37	54
Dmel	gnl|FlyBase|CG7077-RA	4020	0.433	0.043	0.000	5	4	85	139
Dmel	gnl|FlyBase|CG7073-RA	4027	0.434	-0.038	0.000	6	5	163	758
Dmel	gnl|FlyBase|CG5383-RB	1590	0.587	0.003	0.000	1	0	76	188
Dmel	gnl|FlyBase|CG7071-RA	1684	0.500	0.017	0.000	4	3	507	73
Dmel	gnl|FlyBase|CG5382-RB	1411	0.524	-0.055	0.000	5	4	170	95
Dmel	gnl|FlyBase|CG5380-RA	1080	0.494	0.118	0.000	2	1	5	135
Dmel	gnl|FlyBase|CG7070-RA	3465	0.487	0.020	0.000	4	3	242	265
Dmel	gnl|FlyBase|CG7069-RA	2745	0.480	0.148	0.000	2	1	350	108
Dmel	gnl|FlyBase|CG18596-RA	4033	0.432	0.016	0.000	7	6	112	142
Dmel	gnl|FlyBase|CG34149-RA	1126	0.492	-0.051	0.000	2	1	39	115
Dmel	gnl|FlyBase|CG43342-RA	808	0.442	-0.064	0.000	2	1	89	116
Dmel	gnl|FlyBase|CG43343-RA	4475	0.454	0.036	0.000	6	5	151	121
Dmel	gnl|FlyBase|CG5379-RA	1995	0.472	-0.007	0.000	4	3	88	115
Dmel	gnl|FlyBase|CG7059-RA	2570	0.455	0.038	0.000	4	3	262	266
Dmel	gnl|FlyBase|CG13857-RA	1916	0.471	-0.018	0.000	2	1	105	301
Dmel	gnl|FlyBase|CG13856-RA	2405	0.424	-0.080	0.000	2	1	330	43
Dmel	gnl|FlyBase|CG13855-RA	2702	0.462	0.018	0.000	7	6	96	120
Dmel	gnl|FlyBase|CG13850-RA	2350	0.453	0.045	0.000	7	6	77	104
Dmel	gnl|FlyBase|CG42250-RD	6502	0.460	-0.023	0.000	6	5	284	492
Dmel	gnl|FlyBase|CG13849-RA	1974	0.496	-0.002	0.000	3	2	112	143
Dmel	gnl|FlyBase|CG13852-RA	1686	0.485	-0.021	0.000	3	2	428	172
Dmel	gnl|FlyBase|CG13848-RA	1410	0.438	-0.015	0.000	3	2	35	280
Dmel	gnl|FlyBase|CG13847-RB	10937	0.434	-0.037	0.000	4	3	483	320
Dmel	gnl|FlyBase|CG12499-RA	6436	0.470	0.007	0.000	2	1	55	149
Dmel	gnl|FlyBase|CG34288-RB	501	0.431	0.102	0.000	2	1	47	209
Dmel	gnl|FlyBase|CG34376-RA	11323	0.417	0.004	0.000	3	2	317	187
Dmel	gnl|FlyBase|CG5378-RA	1393	0.523	0.015	0.000	1	0	132	91
Dmel	gnl|FlyBase|CG7057-RA	2149	0.490	-0.010	0.000	4	3	88	563
Dmel	gnl|FlyBase|CG7054-RA	954	0.473	-0.055	0.000	2	1	290	63
Dmel	gnl|FlyBase|CG18594-RA	646	0.574	-0.164	0.000	1	0	57	58
Dmel	gnl|FlyBase|CG5377-RA	1253	0.484	0.083	0.000	1	0	175	241
Dmel	gnl|FlyBase|CG7050-RF	14477	0.465	-0.060	0.000	13	12	1007	98
Dmel	gnl|FlyBase|CG7048-RA	835	0.499	0.070	0.000	3	2	93	57
Dmel	gnl|FlyBase|CG5376-RA	923	0.481	0.050	0.000	3	2	73	49
Dmel	gnl|FlyBase|CG5374-RA	2335	0.521	0.030	0.000	4	3	108	198
Dmel	gnl|FlyBase|CG7045-RA	553	0.438	0.008	0.000	1	0	98	74
Dmel	gnl|FlyBase|CG7046-RB	794	0.408	0.019	0.000	2	1	63	82
Dmel	gnl|FlyBase|CG6919-RA	20115	0.443	-0.028	0.000	8	7	291	440
Dmel	gnl|FlyBase|CG5346-RA	8577	0.442	-0.057	0.000	6	5	479	230
Dmel	gnl|FlyBase|CG33099-RA	1653	0.429	0.024	0.000	5	4	120	132
Dmel	gnl|FlyBase|CG33093-RA	1229	0.408	0.054	0.000	4	3	39	47
Dmel	gnl|FlyBase|CG5326-RA	7746	0.428	-0.021	0.000	5	4	319	541
Dmel	gnl|FlyBase|CG5315-RA	4154	0.442	-0.016	0.000	7	6	234	730
Dmel	gnl|FlyBase|CG6921-RA	2820	0.429	0.002	0.000	4	3	287	371
Dmel	gnl|FlyBase|CG5278-RA	4231	0.435	-0.033	0.000	4	3	168	666
Dmel	gnl|FlyBase|CG33110-RA	10205	0.413	-0.044	0.000	6	5	315	676
Dmel	gnl|FlyBase|CG6932-RA	1261	0.530	-0.021	0.000	2	1	122	55
Dmel	gnl|FlyBase|CG31289-RA	1198	0.553	0.027	0.000	2	1	105	177
Dmel	gnl|FlyBase|CG33107-RA	1367	0.435	0.020	0.000	6	5	74	117
Dmel	gnl|FlyBase|CG6937-RA	1437	0.505	0.033	0.000	3	2	90	146
Dmel	gnl|FlyBase|CG5264-RA	477	0.495	-0.008	0.000	1	0	0	0
Dmel	gnl|FlyBase|CG31158-RH	20717	0.452	-0.032	0.000	15	14	526	1173
Dmel	gnl|FlyBase|CG31156-RA	4987	0.443	0.027	0.000	11	10	156	190
Dmel	gnl|FlyBase|CG13843-RA	1231	0.469	0.081	0.000	2	1	53	41
Dmel	gnl|FlyBase|CG31159-RA	2937	0.465	0.056	0.000	9	8	78	180
Dmel	gnl|FlyBase|CG31161-RB	1790	0.474	0.107	0.000	3	2	180	106
Dmel	gnl|FlyBase|CG6949-RA	1335	0.530	0.014	0.000	2	1	78	104
Dmel	gnl|FlyBase|CG5248-RD	19420	0.448	-0.041	0.000	5	4	379	325
Dmel	gnl|FlyBase|CG45058-RG	42369	0.436	-0.012	0.000	13	12	373	597
Dmel	gnl|FlyBase|CG4919-RA	1211	0.529	0.033	0.000	1	0	160	193
Dmel	gnl|FlyBase|CG17625-RA	559	0.429	0.150	0.000	1	0	55	75
Dmel	gnl|FlyBase|CG4917-RA	2839	0.516	-0.008	0.000	4	3	84	25
Dmel	gnl|FlyBase|CG6958-RA	4166	0.474	0.019	0.000	8	7	93	46
Dmel	gnl|FlyBase|CG6969-RA	3032	0.507	0.014	0.000	4	3	68	58
Dmel	gnl|FlyBase|CG12800-RA	1989	0.444	0.079	0.000	3	2	77	247
Dmel	gnl|FlyBase|CG4910-RA	1503	0.427	0.065	0.000	3	2	605	176
Dmel	gnl|FlyBase|CG6972-RB	2332	0.421	-0.048	0.000	6	5	291	126
Dmel	gnl|FlyBase|CG13842-RB	3025	0.480	0.037	0.000	10	9	88	97
Dmel	gnl|FlyBase|CG4907-RA	2977	0.494	-0.042	0.000	2	1	39	120
Dmel	gnl|FlyBase|CG31151-RD	9609	0.499	-0.032	0.000	11	10	627	174
Dmel	gnl|FlyBase|CG4900-RA	3268	0.509	0.047	0.000	7	6	63	110
Dmel	gnl|FlyBase|CG4813-RA	1531	0.559	-0.061	0.000	1	0	145	189
Dmel	gnl|FlyBase|CG45049-RD	3910	0.414	-0.080	0.000	6	5	340	769
Dmel	gnl|FlyBase|CG4803-RB	1496	0.432	0.076	0.000	5	4	26	56
Dmel	gnl|FlyBase|CG4792-RA	7085	0.523	0.004	0.000	4	3	61	102
Dmel	gnl|FlyBase|CG6985-RA	1932	0.440	-0.007	0.000	4	3	167	84
Dmel	gnl|FlyBase|CG4771-RA	2628	0.463	-0.020	0.000	6	5	57	195
Dmel	gnl|FlyBase|CG6990-RA	986	0.534	0.051	0.000	1	0	97	175
Dmel	gnl|FlyBase|CG17141-RA	1154	0.529	-0.011	0.000	2	1	73	54
Dmel	gnl|FlyBase|CG31139-RA	1367	0.503	0.017	0.000	2	1	65	53
Dmel	gnl|FlyBase|CG31152-RA	1584	0.485	0.007	0.000	2	1	73	225
Dmel	gnl|FlyBase|CG7023-RB	25474	0.432	0.000	0.000	3	2	787	146
Dmel	gnl|FlyBase|CG7029-RA	12303	0.469	-0.025	0.000	7	6	727	1351
Dmel	gnl|FlyBase|CG4725-RA	2267	0.516	0.051	0.000	1	0	5	36
Dmel	gnl|FlyBase|CG4723-RA	2272	0.487	0.020	0.000	1	0	20	161
Dmel	gnl|FlyBase|CG4721-RA	2213	0.505	0.006	0.000	1	0	70	82
Dmel	gnl|FlyBase|CG13841-RA	968	0.394	0.008	0.000	3	2	34	438
Dmel	gnl|FlyBase|CG43091-RA	613	0.418	-0.109	0.000	2	1	20	121
Dmel	gnl|FlyBase|CG43092-RA	785	0.394	-0.094	0.000	2	1	5	62
Dmel	gnl|FlyBase|CG43093-RA	533	0.383	-0.010	0.000	2	1	3	107
Dmel	gnl|FlyBase|CG43094-RA	375	0.339	-0.150	0.000	2	1	15	22
Dmel	gnl|FlyBase|CG43095-RA	615	0.364	-0.098	0.000	2	1	0	113
Dmel	gnl|FlyBase|CG7031-RA	2199	0.488	-0.031	0.000	2	1	65	303
Dmel	gnl|FlyBase|CG13840-RC	1696	0.527	-0.064	0.000	1	0	141	154
Dmel	gnl|FlyBase|CG4704-RA	1595	0.426	-0.016	0.000	2	1	375	99
Dmel	gnl|FlyBase|CG6669-RA	62448	0.448	0.001	0.000	11	10	784	1630
Dmel	gnl|FlyBase|CG6660-RA	1174	0.515	-0.031	0.000	2	1	119	174
Dmel	gnl|FlyBase|CG31281-RA	1559	0.433	-0.034	0.000	2	1	103	893
Dmel	gnl|FlyBase|CG17244-RA	633	0.542	-0.114	0.000	1	0	38	115
Dmel	gnl|FlyBase|CG43442-RB	17070	0.455	-0.034	0.000	11	10	348	132
Dmel	gnl|FlyBase|CG34375-RB	10424	0.447	0.037	0.000	5	4	201	313
Dmel	gnl|FlyBase|CG6688-RA	3064	0.474	-0.047	0.000	4	3	102	401
Dmel	gnl|FlyBase|CG4677-RB	5492	0.499	0.007	0.000	3	2	262	334
Dmel	gnl|FlyBase|CG13833-RA	2280	0.389	0.046	0.000	5	4	56	54
Dmel	gnl|FlyBase|CG13838-RA	429	0.497	0.089	0.000	1	0	92	61
Dmel	gnl|FlyBase|CG13837-RA	672	0.509	-0.012	0.000	1	0	0	0
Dmel	gnl|FlyBase|CG17121-RA	3551	0.468	-0.007	0.000	7	6	194	153
Dmel	gnl|FlyBase|CG33336-RB	4426	0.471	-0.004	0.000	9	8	74	308
Dmel	gnl|FlyBase|CG31280-RA	1215	0.508	0.005	0.000	1	0	0	0
Dmel	gnl|FlyBase|CG17119-RA	3138	0.444	-0.007	0.000	8	7	188	113
Dmel	gnl|FlyBase|CG33193-RA	2696	0.533	-0.097	0.000	3	2	121	287
Dmel	gnl|FlyBase|CG6697-RA	1259	0.488	0.007	0.000	2	1	167	72
Dmel	gnl|FlyBase|CG17111-RB	4547	0.487	-0.004	0.000	8	7	518	62
Dmel	gnl|FlyBase|CG13830-RE	40284	0.443	-0.015	0.000	11	10	386	175
Dmel	gnl|FlyBase|CG4656-RA	3918	0.471	-0.033	0.000	8	7	393	659
Dmel	gnl|FlyBase|CG6742-RA	5818	0.472	0.000	0.000	10	9	389	588
Dmel	gnl|FlyBase|CG31365-RA	2461	0.495	0.025	0.000	3	2	80	335
Dmel	gnl|FlyBase|CG31457-RB	1401	0.500	0.030	0.000	2	1	201	127
Dmel	gnl|FlyBase|CG4637-RB	13738	0.456	-0.016	0.000	3	2	385	569
Dmel	gnl|FlyBase|CG4620-RG	5771	0.415	-0.035	0.000	9	8	19	1848
Dmel	gnl|FlyBase|CG4624-RA	1300	0.470	-0.018	0.000	2	1	77	103
Dmel	gnl|FlyBase|CG13829-RA	862	0.444	-0.102	0.000	2	1	20	154
Dmel	gnl|FlyBase|CG44159-RF	17205	0.403	-0.008	0.000	5	4	546	683
Dmel	gnl|FlyBase|CG43286-RO	36382	0.421	0.005	0.000	11	10	685	1723
Dmel	gnl|FlyBase|CG4568-RA	2391	0.450	0.044	0.000	1	0	73	161
Dmel	gnl|FlyBase|CG4467-RB	21177	0.424	-0.009	0.000	13	12	661	2725
Dmel	gnl|FlyBase|CG4449-RA	2035	0.399	0.051	0.000	7	6	253	149
Dmel	gnl|FlyBase|CG6755-RA	3509	0.461	-0.040	0.000	8	7	314	623
Dmel	gnl|FlyBase|CG4448-RA	3018	0.471	0.018	0.000	5	4	88	424
Dmel	gnl|FlyBase|CG13827-RB	1723	0.438	0.042	0.000	4	3	30	174
Dmel	gnl|FlyBase|CG10868-RA	16210	0.445	0.006	0.000	10	9	908	1206
Dmel	gnl|FlyBase|CG6759-RA	2923	0.450	0.000	0.000	6	5	90	368
Dmel	gnl|FlyBase|CG6763-RA	2040	0.474	-0.013	0.000	2	1	772	137
Dmel	gnl|FlyBase|CG17083-RA	1959	0.484	0.059	0.000	1	0	159	147
Dmel	gnl|FlyBase|CG4434-RA	1973	0.451	0.049	0.000	4	3	91	96
Dmel	gnl|FlyBase|CG17077-RB	55937	0.404	-0.008	0.000	9	8	783	1134
Dmel	gnl|FlyBase|CG6768-RA	7036	0.511	0.065	0.000	4	3	63	75
Dmel	gnl|FlyBase|CG4412-RA	785	0.471	-0.038	0.000	3	2	84	121
Dmel	gnl|FlyBase|CG6773-RA	1788	0.492	-0.020	0.000	2	1	103	169
Dmel	gnl|FlyBase|CG6779-RA	1117	0.544	0.023	0.000	2	1	43	70
Dmel	gnl|FlyBase|CG4408-RA	1686	0.508	-0.030	0.000	1	0	0	246
Dmel	gnl|FlyBase|CG42827-RC	677	0.340	0.087	0.000	3	2	143	64
Dmel	gnl|FlyBase|CG42828-RB	543	0.333	-0.050	0.000	2	1	0	201
Dmel	gnl|FlyBase|CG4393-RB	7567	0.479	-0.016	0.000	12	11	292	378
Dmel	gnl|FlyBase|CG31515-RB	526	0.409	0.033	0.000	2	1	27	52
Dmel	gnl|FlyBase|CG42297-RA	2332	0.413	0.035	0.000	2	1	0	0
Dmel	gnl|FlyBase|CG42298-RA	1894	0.451	0.056	0.000	2	1	0	0
Dmel	gnl|FlyBase|CG4374-RB	63595	0.421	-0.006	0.000	4	3	1447	1474
Dmel	gnl|FlyBase|CG43694-RA	428	0.432	-0.103	0.000	1	0	146	153
Dmel	gnl|FlyBase|CG31225-RB	1677	0.438	0.007	0.000	1	0	0	0
Dmel	gnl|FlyBase|CG17381-RB	1638	0.458	0.017	0.000	1	0	0	0
Dmel	gnl|FlyBase|CG17382-RB	1680	0.443	-0.009	0.000	1	0	0	0
Dmel	gnl|FlyBase|CG34289-RC	569	0.431	0.012	0.000	2	1	81	73
Dmel	gnl|FlyBase|CG4370-RD	5829	0.428	-0.018	0.000	6	5	295	588
Dmel	gnl|FlyBase|CG10177-RA	1438	0.478	0.026	0.000	1	0	140	62
Dmel	gnl|FlyBase|CG10175-RD	4703	0.467	-0.001	0.000	7	6	230	372
Dmel	gnl|FlyBase|CG10170-RA	1823	0.453	0.031	0.000	2	1	44	100
Dmel	gnl|FlyBase|CG16732-RA	1811	0.421	-0.012	0.000	2	1	25	173
Dmel	gnl|FlyBase|CG10168-RA	1916	0.470	0.036	0.000	2	1	187	46
Dmel	gnl|FlyBase|CG10164-RA	2153	0.426	0.009	0.000	2	1	546	226
Dmel	gnl|FlyBase|CG10152-RB	22666	0.437	-0.023	0.000	7	6	845	1092
Dmel	gnl|FlyBase|CG10182-RA	2700	0.436	0.003	0.000	9	8	25	87
Dmel	gnl|FlyBase|CG33337-RB	2629	0.393	0.044	0.000	9	8	0	0
Dmel	gnl|FlyBase|CG16723-RB	2649	0.416	0.026	0.000	9	8	0	0
Dmel	gnl|FlyBase|CG10183-RB	2474	0.430	0.004	0.000	8	7	0	0
Dmel	gnl|FlyBase|CG10184-RA	2989	0.449	0.078	0.000	6	5	86	92
Dmel	gnl|FlyBase|CG31145-RG	63909	0.416	0.002	0.000	17	16	481	1094
Dmel	gnl|FlyBase|CG13822-RA	1064	0.453	-0.033	0.000	3	2	52	70
Dmel	gnl|FlyBase|CG10157-RA	961	0.470	0.084	0.000	4	3	73	15
Dmel	gnl|FlyBase|CG10161-RB	2279	0.522	-0.016	0.000	4	3	152	177
Dmel	gnl|FlyBase|CG16710-RB	1478	0.442	-0.015	0.000	3	2	0	96
Dmel	gnl|FlyBase|CG18754-RB	2481	0.437	0.016	0.000	4	3	0	661
Dmel	gnl|FlyBase|CG16705-RA	1893	0.480	0.011	0.000	4	3	31	33
Dmel	gnl|FlyBase|CG10254-RA	5720	0.469	0.022	0.000	9	8	278	522
Dmel	gnl|FlyBase|CG10252-RA	1025	0.459	0.017	0.000	4	3	83	60
Dmel	gnl|FlyBase|CG10251-RB	2656	0.471	-0.032	0.000	6	5	147	221
Dmel	gnl|FlyBase|CG31468-RA	507	0.410	-0.019	0.000	2	1	153	51
Dmel	gnl|FlyBase|CG31148-RA	1985	0.478	0.061	0.000	4	3	34	57
Dmel	gnl|FlyBase|CG31413-RA	1782	0.421	0.015	0.000	1	0	29	67
Dmel	gnl|FlyBase|CG31414-RB	3404	0.438	0.018	0.000	9	8	33	296
Dmel	gnl|FlyBase|CG10301-RB	1181	0.481	0.053	0.000	3	2	0	79
Dmel	gnl|FlyBase|CG10300-RA	1787	0.449	0.050	0.000	3	2	31	517
Dmel	gnl|FlyBase|CG10250-RA	5544	0.410	-0.010	0.000	5	4	401	132
Dmel	gnl|FlyBase|CG10232-RD	2283	0.399	0.018	0.000	6	5	201	133
Dmel	gnl|FlyBase|CG10365-RA	2946	0.467	0.015	0.000	4	3	303	269
Dmel	gnl|FlyBase|CG10230-RA	1509	0.484	0.000	0.000	4	3	106	85
Dmel	gnl|FlyBase|CG10367-RA	17669	0.425	-0.022	0.000	6	5	562	493
Dmel	gnl|FlyBase|CG10225-RA	1898	0.519	-0.007	0.000	2	1	115	305
Dmel	gnl|FlyBase|CG10370-RA	1748	0.491	0.005	0.000	3	2	138	202
Dmel	gnl|FlyBase|CG10221-RA	3395	0.485	0.037	0.000	7	6	379	183
Dmel	gnl|FlyBase|CG10371-RB	1268	0.492	-0.051	0.000	4	3	178	120
Dmel	gnl|FlyBase|CG10219-RA	1118	0.483	-0.033	0.000	4	3	106	239
Dmel	gnl|FlyBase|CG10217-RA	2527	0.474	0.024	0.000	4	3	158	244
Dmel	gnl|FlyBase|CG10374-RA	2425	0.460	-0.067	0.000	8	7	75	139
Dmel	gnl|FlyBase|CG10214-RA	970	0.430	-0.022	0.000	1	0	90	244
