Species	Accession	Length	GCContent	GCSkew	NContent	ExonCount	IntronCount	5pUTRlen	3pUTRlen
Agam	gnl|WGS:AAAB|AGAP004754-RA	1796	0.388	0.000	0.000	4	3	20	250
Agam	gnl|WGS:AAAB|AGAP004755-RA	1314	0.491	0.113	0.000	2	1	59	0
Agam	gnl|WGS:AAAB|AGAP004756-RA	1471	0.466	-0.001	0.000	2	1	0	165
Agam	gnl|WGS:AAAB|AGAP013546-RA	820	0.470	0.013	0.000	2	1	55	369
Agam	gnl|WGS:AAAB|AGAP004757-RA	1175	0.440	0.075	0.000	2	1	0	79
Agam	gnl|WGS:AAAB|AGAP004758-RA	1874	0.477	0.025	0.000	3	2	162	167
Agam	gnl|WGS:AAAB|AGAP004759-RA	716	0.395	0.145	0.000	1	0	140	0
Agam	gnl|WGS:AAAB|AGAP004760-RA	1252	0.443	-0.016	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP004761-RA	3947	0.462	-0.014	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP004762-RA	2024	0.448	0.002	0.000	4	3	321	196
Agam	gnl|WGS:AAAB|AGAP004763-RA	1086	0.438	-0.008	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP004764-RA	1506	0.433	-0.006	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP004765-RA	2253	0.502	0.141	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004766-RA	12511	0.385	0.032	0.000	12	11	439	141
Agam	gnl|WGS:AAAB|AGAP004767-RA	2565	0.547	0.055	0.000	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP004768-RA	2019	0.470	0.142	0.000	7	6	69	43
Agam	gnl|WGS:AAAB|AGAP004771-RA	11290	0.392	0.027	0.004	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004772-RA	4743	0.390	0.100	0.000	11	10	0	0
Agam	gnl|WGS:AAAB|AGAP004773-RA	1134	0.543	0.052	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP004774-RA	10108	0.448	0.031	0.000	11	10	0	1216
Agam	gnl|WGS:AAAB|AGAP004777-RA	2115	0.514	0.024	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP004778-RA	1192	0.391	0.009	0.000	3	2	329	147
Agam	gnl|WGS:AAAB|AGAP004780-RA	6622	0.480	0.004	0.000	11	10	883	0
Agam	gnl|WGS:AAAB|AGAP004781-RA	1187	0.439	-0.010	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004782-RA	3664	0.470	0.023	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP004783-RA	44940	0.378	-0.056	0.000	5	4	348	0
Agam	gnl|WGS:AAAB|AGAP004784-RA	2678	0.426	0.084	0.000	5	4	172	636
Agam	gnl|WGS:AAAB|AGAP004785-RA	2005	0.431	0.024	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP004786-RA	2588	0.448	0.022	0.000	3	2	44	360
Agam	gnl|WGS:AAAB|AGAP004787-RA	2282	0.473	0.011	0.000	7	6	167	19
Agam	gnl|WGS:AAAB|AGAP004788-RA	514	0.407	-0.014	0.000	3	2	79	101
Agam	gnl|WGS:AAAB|AGAP004789-RA	1122	0.421	0.089	0.000	2	1	75	4
Agam	gnl|WGS:AAAB|AGAP004790-RA	514	0.412	-0.009	0.000	3	2	79	101
Agam	gnl|WGS:AAAB|AGAP004791-RA	1122	0.419	0.089	0.000	2	1	75	4
Agam	gnl|WGS:AAAB|AGAP004792-RB	3896	0.410	-0.001	0.000	5	4	356	501
Agam	gnl|WGS:AAAB|AGAP004793-RA	5246	0.429	0.041	0.000	3	2	181	0
Agam	gnl|WGS:AAAB|AGAP004794-RA	1533	0.564	0.031	0.000	2	1	104	147
Agam	gnl|WGS:AAAB|AGAP004795-RA	15785	0.368	0.058	0.000	10	9	0	606
Agam	gnl|WGS:AAAB|AGAP004797-RA	1615	0.429	0.056	0.000	4	3	214	303
Agam	gnl|WGS:AAAB|AGAP004798-RA	7081	0.432	0.016	0.000	15	14	86	396
Agam	gnl|WGS:AAAB|AGAP004799-RA	1031	0.471	0.012	0.000	2	1	287	117
Agam	gnl|WGS:AAAB|AGAP004800-RA	3828	0.452	0.074	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP004801-RA	10879	0.445	0.023	0.000	13	12	287	607
Agam	gnl|WGS:AAAB|AGAP004802-RA	1632	0.480	0.041	0.000	3	2	181	140
Agam	gnl|WGS:AAAB|AGAP004803-RA	1859	0.446	-0.052	0.000	4	3	83	5
Agam	gnl|WGS:AAAB|AGAP004804-RA	1033	0.425	-0.021	0.000	2	1	112	262
Agam	gnl|WGS:AAAB|AGAP004805-RA	20455	0.416	0.043	0.005	10	9	0	1034
Agam	gnl|WGS:AAAB|AGAP004806-RA	1123	0.420	0.076	0.000	3	2	356	185
Agam	gnl|WGS:AAAB|AGAP004807-RA	793	0.464	0.038	0.000	3	2	112	66
Agam	gnl|WGS:AAAB|AGAP004808-RA	2926	0.474	0.033	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP004809-RA	3770	0.540	-0.005	0.000	5	4	28	154
Agam	gnl|WGS:AAAB|AGAP004810-RA	873	0.470	-0.015	0.000	3	2	38	70
Agam	gnl|WGS:AAAB|AGAP004811-RA	1107	0.446	-0.045	0.000	3	2	62	301
Agam	gnl|WGS:AAAB|AGAP004812-RA	3992	0.461	0.039	0.000	11	10	0	67
Agam	gnl|WGS:AAAB|AGAP004813-RA	261	0.498	-0.031	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004814-RA	1184	0.434	-0.016	0.000	2	1	308	143
Agam	gnl|WGS:AAAB|AGAP004815-RA	401	0.486	0.046	0.000	2	1	97	34
Agam	gnl|WGS:AAAB|AGAP004816-RA	927	0.460	0.042	0.000	2	1	67	41
Agam	gnl|WGS:AAAB|AGAP004817-RA	8680	0.458	0.002	0.000	13	12	0	485
Agam	gnl|WGS:AAAB|AGAP004818-RA	608	0.439	0.049	0.000	3	2	0	66
Agam	gnl|WGS:AAAB|AGAP004819-RA	9003	0.405	0.029	0.000	4	3	158	466
Agam	gnl|WGS:AAAB|AGAP004820-RA	1616	0.451	0.122	0.000	6	5	0	172
Agam	gnl|WGS:AAAB|AGAP004823-RA	2439	0.577	-0.088	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004824-RA	28759	0.378	0.050	0.021	9	8	0	153
Agam	gnl|WGS:AAAB|AGAP004825-RA	4160	0.481	-0.006	0.000	3	2	275	179
Agam	gnl|WGS:AAAB|AGAP004826-RA	2283	0.338	0.021	0.000	2	1	267	0
Agam	gnl|WGS:AAAB|AGAP004827-RA	21328	0.393	0.011	0.000	19	18	0	0
Agam	gnl|WGS:AAAB|AGAP004828-RA	3205	0.377	-0.017	0.000	8	7	0	0
Agam	gnl|WGS:AAAB|AGAP004829-RA	11352	0.362	0.001	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP004830-RA	2656	0.390	0.114	0.000	2	1	0	670
Agam	gnl|WGS:AAAB|AGAP004831-RA	1133	0.438	0.040	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004832-RA	3351	0.420	-0.028	0.000	2	1	152	0
Agam	gnl|WGS:AAAB|AGAP004833-RA	6525	0.396	0.030	0.000	11	10	237	752
Agam	gnl|WGS:AAAB|AGAP004834-RA	8601	0.413	0.029	0.000	7	6	821	0
Agam	gnl|WGS:AAAB|AGAP004835-RA	21063	0.399	-0.103	0.000	8	7	0	0
Agam	gnl|WGS:AAAB|AGAP004836-RA	174	0.379	0.364	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP004837-RA	9208	0.409	0.055	0.000	3	2	125	0
Agam	gnl|WGS:AAAB|AGAP004838-RA	870	0.401	0.043	0.000	3	2	79	58
Agam	gnl|WGS:AAAB|AGAP004839-RA	552	0.417	-0.017	0.000	3	2	33	21
Agam	gnl|WGS:AAAB|AGAP004840-RA	1212	0.438	0.047	0.000	4	3	101	93
Agam	gnl|WGS:AAAB|AGAP004841-RA	6054	0.429	0.008	0.000	16	15	117	0
Agam	gnl|WGS:AAAB|AGAP004842-RB	3723	0.427	0.023	0.000	4	3	103	78
Agam	gnl|WGS:AAAB|AGAP004843-RA	2170	0.431	0.056	0.000	2	1	228	0
Agam	gnl|WGS:AAAB|AGAP004844-RA	1156	0.458	-0.021	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004845-RA	6478	0.431	-0.017	0.116	6	5	195	789
Agam	gnl|WGS:AAAB|AGAP004846-RB	15592	0.441	0.032	0.000	8	7	244	1633
Agam	gnl|WGS:AAAB|AGAP004847-RA	4578	0.418	-0.025	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP004848-RA	2491	0.444	0.044	0.000	2	1	0	304
Agam	gnl|WGS:AAAB|AGAP004849-RA	1437	0.439	0.033	0.000	2	1	86	410
Agam	gnl|WGS:AAAB|AGAP004850-RA	11509	0.500	0.045	0.000	8	7	0	0
Agam	gnl|WGS:AAAB|AGAP004851-RA	1320	0.477	0.043	0.000	2	1	125	51
Agam	gnl|WGS:AAAB|AGAP004852-RA	7595	0.411	0.073	0.000	12	11	78	502
Agam	gnl|WGS:AAAB|AGAP004853-RA	3136	0.432	-0.008	0.000	7	6	121	483
Agam	gnl|WGS:AAAB|AGAP004854-RA	6799	0.460	0.105	0.000	4	3	523	1382
Agam	gnl|WGS:AAAB|AGAP004855-RA	1897	0.497	0.035	0.000	4	3	135	140
Agam	gnl|WGS:AAAB|AGAP004856-RA	1541	0.431	0.033	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP004857-RA	1427	0.446	0.022	0.000	2	1	0	87
Agam	gnl|WGS:AAAB|AGAP004858-RA	1932	0.484	0.035	0.000	5	4	342	0
Agam	gnl|WGS:AAAB|AGAP004859-RA	1491	0.422	-0.017	0.000	4	3	13	481
Agam	gnl|WGS:AAAB|AGAP004860-RA	3185	0.467	-0.042	0.000	5	4	40	68
Agam	gnl|WGS:AAAB|AGAP004861-RA	19164	0.401	-0.018	0.000	7	6	327	14
Agam	gnl|WGS:AAAB|AGAP004862-RA	11354	0.382	0.027	0.003	17	16	0	0
Agam	gnl|WGS:AAAB|AGAP004863-RA	10431	0.412	0.021	0.000	14	13	12	28
Agam	gnl|WGS:AAAB|AGAP004864-RA	4692	0.393	0.039	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004865-RA	20535	0.349	-0.004	0.164	4	3	240	0
Agam	gnl|WGS:AAAB|AGAP004866-RA	8164	0.465	0.013	0.000	13	12	0	0
Agam	gnl|WGS:AAAB|AGAP004867-RA	1948	0.440	0.025	0.000	3	2	126	1151
Agam	gnl|WGS:AAAB|AGAP004868-RA	11991	0.402	0.020	0.007	6	5	143	430
Agam	gnl|WGS:AAAB|AGAP004869-RA	654	0.531	0.055	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004870-RA	4745	0.474	0.083	0.000	8	7	0	97
Agam	gnl|WGS:AAAB|AGAP004871-RA	7631	0.407	-0.011	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP004872-RA	1221	0.571	0.007	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP004873-RA	31024	0.446	-0.023	0.000	12	11	12	71
Agam	gnl|WGS:AAAB|AGAP004874-RA	4335	0.522	0.015	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP004875-RA	261	0.517	-0.037	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP004876-RA	1235	0.453	-0.004	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004877-RA	14489	0.440	-0.051	0.000	10	9	270	975
Agam	gnl|WGS:AAAB|AGAP004878-RA	1265	0.443	0.048	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004879-RA	1318	0.441	-0.050	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP004880-RA	3350	0.445	-0.070	0.000	4	3	193	260
Agam	gnl|WGS:AAAB|AGAP004881-RA	6564	0.450	-0.031	0.000	8	7	341	76
Agam	gnl|WGS:AAAB|AGAP004882-RA	10010	0.408	0.038	0.000	8	7	342	481
Agam	gnl|WGS:AAAB|AGAP004883-RA	1005	0.405	-0.022	0.000	2	1	104	282
Agam	gnl|WGS:AAAB|AGAP004884-RA	4435	0.471	0.060	0.000	8	7	220	0
Agam	gnl|WGS:AAAB|AGAP004885-RA	890	0.448	0.003	0.000	4	3	136	74
Agam	gnl|WGS:AAAB|AGAP004886-RA	12356	0.373	0.056	0.000	7	6	173	374
Agam	gnl|WGS:AAAB|AGAP004887-RA	1162	0.467	0.087	0.000	3	2	92	154
Agam	gnl|WGS:AAAB|AGAP004888-RA	2723	0.490	-0.019	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004890-RA	10103	0.403	0.076	0.000	7	6	117	1302
Agam	gnl|WGS:AAAB|AGAP004891-RA	1002	0.506	-0.045	0.000	2	1	22	0
Agam	gnl|WGS:AAAB|AGAP004892-RA	39126	0.414	0.042	0.001	26	25	0	1040
Agam	gnl|WGS:AAAB|AGAP004893-RA	1478	0.436	-0.050	0.000	3	2	32	95
Agam	gnl|WGS:AAAB|AGAP004894-RA	886	0.335	0.010	0.000	3	2	300	261
Agam	gnl|WGS:AAAB|AGAP004895-RA	8740	0.369	0.041	0.000	3	2	128	0
Agam	gnl|WGS:AAAB|AGAP004896-RA	3124	0.341	0.113	0.000	6	5	0	57
Agam	gnl|WGS:AAAB|AGAP004897-RA	843	0.454	0.144	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004899-RA	1917	0.387	0.001	0.000	1	0	216	0
Agam	gnl|WGS:AAAB|AGAP004900-RA	15381	0.394	-0.014	0.000	3	2	0	202
Agam	gnl|WGS:AAAB|AGAP004901-RA	948	0.465	0.102	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004902-RA	40127	0.414	-0.077	0.000	16	15	0	0
Agam	gnl|WGS:AAAB|AGAP004903-RA	908	0.466	0.007	0.000	2	1	90	30
Agam	gnl|WGS:AAAB|AGAP004904-RA	9004	0.448	-0.024	0.000	2	1	144	0
Agam	gnl|WGS:AAAB|AGAP004905-RA	6930	0.499	-0.022	0.000	5	4	0	526
Agam	gnl|WGS:AAAB|AGAP004906-RA	810	0.472	-0.005	0.000	3	2	63	189
Agam	gnl|WGS:AAAB|AGAP004907-RA	429	0.571	-0.078	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP004908-RA	7287	0.421	-0.011	0.003	4	3	173	0
Agam	gnl|WGS:AAAB|AGAP004909-RA	1699	0.467	0.118	0.000	4	3	10	69
Agam	gnl|WGS:AAAB|AGAP004910-RA	1576	0.468	0.019	0.000	4	3	133	188
Agam	gnl|WGS:AAAB|AGAP004911-RA	606	0.449	0.074	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004912-RB	5017	0.488	0.084	0.000	4	3	90	0
Agam	gnl|WGS:AAAB|AGAP004913-RA	969	0.459	0.011	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP004914-RA	1413	0.505	0.097	0.000	1	0	87	0
Agam	gnl|WGS:AAAB|AGAP004915-RA	15257	0.417	0.020	0.000	11	10	181	288
Agam	gnl|WGS:AAAB|AGAP004916-RA	1009	0.428	0.199	0.000	2	1	8	0
Agam	gnl|WGS:AAAB|AGAP004917-RA	963	0.393	0.201	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004918-RA	1101	0.418	0.200	0.000	2	1	30	82
Agam	gnl|WGS:AAAB|AGAP004919-RA	1275	0.497	-0.016	0.000	3	2	46	107
Agam	gnl|WGS:AAAB|AGAP004920-RA	989	0.436	0.007	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004921-RA	980	0.442	0.113	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004922-RA	3345	0.393	0.005	0.000	2	1	2	0
Agam	gnl|WGS:AAAB|AGAP004923-RA	16865	0.409	0.031	0.000	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP004928-RA	3553	0.409	0.056	0.000	3	2	350	53
Agam	gnl|WGS:AAAB|AGAP004929-RA	1262	0.416	-0.013	0.000	4	3	50	245
Agam	gnl|WGS:AAAB|AGAP004930-RA	1520	0.532	0.026	0.000	3	2	305	0
Agam	gnl|WGS:AAAB|AGAP004931-RA	1155	0.448	-0.010	0.000	4	3	39	0
Agam	gnl|WGS:AAAB|AGAP004932-RA	5875	0.442	-0.065	0.029	8	7	0	0
Agam	gnl|WGS:AAAB|AGAP004933-RA	1251	0.596	0.078	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP004934-RA	5148	0.581	0.066	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP004935-RA	2629	0.518	0.049	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004936-RA	923	0.482	0.011	0.000	3	2	0	350
Agam	gnl|WGS:AAAB|AGAP004937-RA	4447	0.440	0.044	0.000	11	10	42	94
Agam	gnl|WGS:AAAB|AGAP004938-RA	2347	0.438	-0.003	0.000	6	5	0	343
Agam	gnl|WGS:AAAB|AGAP004940-RA	18645	0.433	0.083	0.000	8	7	0	347
Agam	gnl|WGS:AAAB|AGAP004941-RA	969	0.467	-0.015	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP004942-RA	47384	0.410	-0.034	0.000	9	8	0	168
Agam	gnl|WGS:AAAB|AGAP004943-RA	13374	0.407	-0.053	0.000	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP004944-RA	2371	0.570	0.064	0.000	3	2	107	0
Agam	gnl|WGS:AAAB|AGAP004945-RA	2342	0.501	-0.027	0.000	7	6	162	0
Agam	gnl|WGS:AAAB|AGAP004946-RA	4135	0.561	0.007	0.000	2	1	317	0
Agam	gnl|WGS:AAAB|AGAP004947-RA	813	0.497	0.114	0.000	1	0	0	75
Agam	gnl|WGS:AAAB|AGAP004948-RA	1938	0.442	0.027	0.000	5	4	59	0
Agam	gnl|WGS:AAAB|AGAP004949-RA	1798	0.406	-0.019	0.000	2	1	7	310
Agam	gnl|WGS:AAAB|AGAP004950-RA	70190	0.434	-0.038	0.052	8	7	0	0
Agam	gnl|WGS:AAAB|AGAP004951-RA	1369	0.399	0.037	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004952-RA	1507	0.484	0.022	0.000	3	2	103	213
Agam	gnl|WGS:AAAB|AGAP004953-RA	2361	0.511	0.031	0.000	3	2	83	598
Agam	gnl|WGS:AAAB|AGAP004954-RA	2512	0.441	0.033	0.000	3	2	90	66
Agam	gnl|WGS:AAAB|AGAP004955-RA	1023	0.449	0.081	0.000	3	2	44	45
Agam	gnl|WGS:AAAB|AGAP004956-RA	3147	0.515	0.066	0.000	7	6	90	0
Agam	gnl|WGS:AAAB|AGAP004957-RA	2830	0.495	0.011	0.000	3	2	50	0
Agam	gnl|WGS:AAAB|AGAP004958-RA	3908	0.459	0.018	0.000	9	8	0	48
Agam	gnl|WGS:AAAB|AGAP004959-RA	1277	0.467	0.040	0.000	2	1	81	276
Agam	gnl|WGS:AAAB|AGAP004960-RA	1378	0.459	0.089	0.000	5	4	126	116
Agam	gnl|WGS:AAAB|AGAP004961-RA	3455	0.463	0.018	0.000	9	8	0	0
Agam	gnl|WGS:AAAB|AGAP004962-RA	1881	0.446	0.119	0.000	5	4	0	201
Agam	gnl|WGS:AAAB|AGAP004963-RA	1884	0.440	0.115	0.000	5	4	0	184
Agam	gnl|WGS:AAAB|AGAP004964-RA	732	0.436	0.028	0.000	2	1	85	120
Agam	gnl|WGS:AAAB|AGAP004965-RA	806	0.438	0.139	0.000	2	1	0	70
Agam	gnl|WGS:AAAB|AGAP004966-RA	2980	0.455	0.055	0.000	2	1	138	0
Agam	gnl|WGS:AAAB|AGAP004967-RA	1850	0.403	-0.009	0.000	4	3	0	928
Agam	gnl|WGS:AAAB|AGAP004968-RA	1469	0.504	-0.041	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP004969-RA	1653	0.537	0.055	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP004970-RA	16024	0.422	0.023	0.008	6	5	246	0
Agam	gnl|WGS:AAAB|AGAP004971-RA	1387	0.510	0.038	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004972-RA	1282	0.479	0.081	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004973-RA	1269	0.481	0.072	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004974-RA	1360	0.485	0.030	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004975-RA	2617	0.505	-0.022	0.000	6	5	80	144
Agam	gnl|WGS:AAAB|AGAP004976-RA	2372	0.513	0.021	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP004977-RA	2771	0.485	-0.010	0.000	6	5	88	245
Agam	gnl|WGS:AAAB|AGAP004978-RA	2466	0.500	0.009	0.000	5	4	75	53
Agam	gnl|WGS:AAAB|AGAP004979-RA	380	0.505	0.167	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004980-RA	2388	0.528	0.033	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP004981-RA	2574	0.517	0.011	0.000	6	5	73	95
Agam	gnl|WGS:AAAB|AGAP004982-RA	21246	0.399	-0.000	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP004984-RA	1221	0.470	0.073	0.000	2	1	67	34
Agam	gnl|WGS:AAAB|AGAP004986-RA	801	0.432	0.064	0.000	3	2	80	96
Agam	gnl|WGS:AAAB|AGAP004987-RA	770	0.553	-0.155	0.000	2	1	17	61
Agam	gnl|WGS:AAAB|AGAP004988-RA	1041	0.484	-0.123	0.000	2	1	61	99
Agam	gnl|WGS:AAAB|AGAP004989-RA	26077	0.437	0.034	0.002	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP004990-RA	1855	0.460	0.016	0.000	3	2	240	796
Agam	gnl|WGS:AAAB|AGAP004991-RA	970	0.500	0.060	0.000	2	1	113	63
Agam	gnl|WGS:AAAB|AGAP004992-RA	1499	0.477	0.141	0.000	3	2	131	47
Agam	gnl|WGS:AAAB|AGAP004993-RA	15760	0.508	0.064	0.000	12	11	249	436
Agam	gnl|WGS:AAAB|AGAP004994-RA	625	0.464	-0.069	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004995-RA	2815	0.502	-0.150	0.000	4	3	0	0
Agam	gnl|WGS:AAAB|AGAP004996-RA	1429	0.480	0.038	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP004997-RA	1495	0.491	0.008	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP004998-RA	961	0.457	0.062	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP004999-RA	920	0.474	0.060	0.000	2	1	0	0
Agam	gnl|WGS:AAAB|AGAP005000-RA	1082	0.520	0.002	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP005001-RA	7681	0.394	-0.020	0.000	7	6	0	0
Agam	gnl|WGS:AAAB|AGAP005002-RA	6006	0.414	-0.025	0.000	8	7	0	0
Agam	gnl|WGS:AAAB|AGAP005003-RA	3202	0.501	0.067	0.000	4	3	89	62
Agam	gnl|WGS:AAAB|AGAP005004-RA	2087	0.509	0.005	0.000	3	2	98	389
Agam	gnl|WGS:AAAB|AGAP005005-RA	11491	0.440	-0.028	0.000	9	8	401	2033
Agam	gnl|WGS:AAAB|AGAP005006-RA	4228	0.559	0.136	0.000	9	8	0	246
Agam	gnl|WGS:AAAB|AGAP005007-RA	1839	0.548	0.111	0.000	3	2	70	0
Agam	gnl|WGS:AAAB|AGAP005008-RA	96111	0.421	-0.010	0.001	11	10	0	0
Agam	gnl|WGS:AAAB|AGAP005009-RA	2177	0.461	-0.015	0.000	4	3	81	737
Agam	gnl|WGS:AAAB|AGAP005010-RA	47469	0.473	0.013	0.000	6	5	0	0
Agam	gnl|WGS:AAAB|AGAP005011-RA	58035	0.461	-0.024	0.000	5	4	0	0
Agam	gnl|WGS:AAAB|AGAP005012-RA	2197	0.503	0.034	0.000	7	6	335	0
Agam	gnl|WGS:AAAB|AGAP005013-RA	2168	0.500	0.034	0.000	7	6	308	0
Agam	gnl|WGS:AAAB|AGAP005014-RA	2583	0.488	0.027	0.000	6	5	61	0
Agam	gnl|WGS:AAAB|AGAP005015-RA	22305	0.444	0.048	0.000	10	9	178	747
Agam	gnl|WGS:AAAB|AGAP005017-RA	2483	0.515	0.028	0.000	1	0	0	101
Agam	gnl|WGS:AAAB|AGAP005018-RA	1357	0.485	0.033	0.000	3	2	183	236
Agam	gnl|WGS:AAAB|AGAP005019-RA	729	0.460	0.093	0.000	2	1	0	183
Agam	gnl|WGS:AAAB|AGAP005020-RA	15023	0.465	0.014	0.000	10	9	0	316
Agam	gnl|WGS:AAAB|AGAP005021-RA	3273	0.620	0.080	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP005022-RA	1547	0.438	0.000	0.000	3	2	301	63
Agam	gnl|WGS:AAAB|AGAP005023-RA	312	0.596	0.108	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP005024-RA	411	0.613	0.000	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP005025-RA	411	0.611	0.004	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP005026-RA	312	0.596	0.118	0.000	1	0	0	0
Agam	gnl|WGS:AAAB|AGAP005027-RA	1484	0.435	-0.012	0.000	3	2	297	0
Agam	gnl|WGS:AAAB|AGAP005028-RA	7762	0.405	-0.058	0.039	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP005029-RA	12062	0.463	-0.036	0.188	3	2	341	855
Agam	gnl|WGS:AAAB|AGAP005030-RA	11168	0.478	0.003	0.000	13	12	0	0
Agam	gnl|WGS:AAAB|AGAP005031-RA	7099	0.399	0.020	0.000	11	10	231	376
Agam	gnl|WGS:AAAB|AGAP005032-RA	4163	0.464	0.095	0.000	7	6	21	801
Agam	gnl|WGS:AAAB|AGAP005033-RA	10296	0.554	0.054	0.000	5	4	0	103
Agam	gnl|WGS:AAAB|AGAP005034-RA	4195	0.482	-0.014	0.000	13	12	0	0
Agam	gnl|WGS:AAAB|AGAP005035-RA	7236	0.488	0.027	0.000	11	10	0	1039
Agam	gnl|WGS:AAAB|AGAP005036-RA	1425	0.486	-0.010	0.000	3	2	64	29
Agam	gnl|WGS:AAAB|AGAP005037-RA	32320	0.441	-0.029	0.002	19	18	0	0
Agam	gnl|WGS:AAAB|AGAP005038-RA	6549	0.486	-0.049	0.000	6	5	240	85
Agam	gnl|WGS:AAAB|AGAP005039-RA	3468	0.571	-0.001	0.000	2	1	250	0
Agam	gnl|WGS:AAAB|AGAP005040-RA	1458	0.518	0.115	0.000	3	2	89	0
Agam	gnl|WGS:AAAB|AGAP005041-RA	5111	0.360	-0.003	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP005042-RA	7573	0.445	0.046	0.000	9	8	0	28
Agam	gnl|WGS:AAAB|AGAP005043-RA	5410	0.459	-0.017	0.000	15	14	0	0
Agam	gnl|WGS:AAAB|AGAP005044-RA	4258	0.494	-0.003	0.000	6	5	158	114
Agam	gnl|WGS:AAAB|AGAP005045-RA	1536	0.540	-0.022	0.000	3	2	0	0
Agam	gnl|WGS:AAAB|AGAP005046-RB	1072	0.478	0.070	0.000	3	2	41	125
Agam	gnl|WGS:AAAB|AGAP005047-RA	1733	0.430	-0.086	0.000	7	6	0	0
