piLocusID	MrnaID
AgamILC-03630	gnl|WGS:AAAB|AGAP005746-RA
AgamILC-03632	gnl|WGS:AAAB|AGAP005747-RA
AgamILC-03634	gnl|WGS:AAAB|AGAP005748-RA
AgamILC-03635	gnl|WGS:AAAB|AGAP005749-RA
AgamILC-03637	gnl|WGS:AAAB|AGAP005750-RA
AgamILC-03638	gnl|WGS:AAAB|AGAP005751-RA
AgamILC-03639	gnl|WGS:AAAB|AGAP005752-RA
AgamILC-03640	gnl|WGS:AAAB|AGAP005753-RA
AgamILC-03641	gnl|WGS:AAAB|AGAP005754-RA
AgamILC-03643	gnl|WGS:AAAB|AGAP005755-RA
AgamILC-03645	gnl|WGS:AAAB|AGAP005756-RA
AgamILC-03646	gnl|WGS:AAAB|AGAP005757-RA
AgamILC-03648	gnl|WGS:AAAB|AGAP005758-RA
AgamILC-03649	gnl|WGS:AAAB|AGAP005759-RA
AgamILC-03651	gnl|WGS:AAAB|AGAP005760-RA
AgamILC-03653	gnl|WGS:AAAB|AGAP005761-RA
AgamILC-03654	gnl|WGS:AAAB|AGAP005762-RA
AgamILC-03655	gnl|WGS:AAAB|AGAP005763-RA
AgamILC-03656	gnl|WGS:AAAB|AGAP005764-RA
AgamILC-03658	gnl|WGS:AAAB|AGAP005765-RA
AgamILC-03660	gnl|WGS:AAAB|AGAP005766-RA
AgamILC-03662	gnl|WGS:AAAB|AGAP005767-RA
AgamILC-03664	gnl|WGS:AAAB|AGAP005768-RA
AgamILC-03665	gnl|WGS:AAAB|AGAP005769-RA
AgamILC-03667	gnl|WGS:AAAB|AGAP005770-RA
AgamILC-03669	gnl|WGS:AAAB|AGAP005771-RA
AgamILC-03671	gnl|WGS:AAAB|AGAP005772-RA
AgamILC-03673	gnl|WGS:AAAB|AGAP005773-RA
AgamILC-03674	gnl|WGS:AAAB|AGAP005774-RA
AgamILC-03676	gnl|WGS:AAAB|AGAP005775-RA
AgamILC-03677	gnl|WGS:AAAB|AGAP005776-RA
AgamILC-03679	gnl|WGS:AAAB|AGAP005777-RA
AgamILC-03680	gnl|WGS:AAAB|AGAP005778-RA
AgamILC-03682	gnl|WGS:AAAB|AGAP005779-RA
AgamILC-03684	gnl|WGS:AAAB|AGAP005780-RA
AgamILC-03686	gnl|WGS:AAAB|AGAP005781-RA
AgamILC-03687	gnl|WGS:AAAB|AGAP005782-RA
AgamILC-03689	gnl|WGS:AAAB|AGAP005783-RA
AgamILC-03691	gnl|WGS:AAAB|AGAP005784-RA
AgamILC-03693	gnl|WGS:AAAB|AGAP005785-RA
AgamILC-03695	gnl|WGS:AAAB|AGAP005786-RA
AgamILC-03697	gnl|WGS:AAAB|AGAP005787-RA
AgamILC-03699	gnl|WGS:AAAB|AGAP005788-RA
AgamILC-03701	gnl|WGS:AAAB|AGAP005789-RA
AgamILC-03703	gnl|WGS:AAAB|AGAP005790-RA
AgamILC-03705	gnl|WGS:AAAB|AGAP005791-RA
AgamILC-03707	gnl|WGS:AAAB|AGAP005792-RA
AgamILC-03709	gnl|WGS:AAAB|AGAP005793-RA
AgamILC-03711	gnl|WGS:AAAB|AGAP005794-RA
AgamILC-03713	gnl|WGS:AAAB|AGAP005795-RA
AgamILC-03715	gnl|WGS:AAAB|AGAP005796-RA
AgamILC-03717	gnl|WGS:AAAB|AGAP005797-RA
AgamILC-03719	gnl|WGS:AAAB|AGAP005799-RA
AgamILC-03721	gnl|WGS:AAAB|AGAP005800-RA
AgamILC-03722	gnl|WGS:AAAB|AGAP005801-RA
AgamILC-03724	gnl|WGS:AAAB|AGAP005802-RA
AgamILC-03726	gnl|WGS:AAAB|AGAP005803-RA
AgamILC-03727	gnl|WGS:AAAB|AGAP005804-RA
AgamILC-03729	gnl|WGS:AAAB|AGAP005805-RA
AgamILC-03731	gnl|WGS:AAAB|AGAP005806-RA
AgamILC-03733	gnl|WGS:AAAB|AGAP005807-RA
AgamILC-03734	gnl|WGS:AAAB|AGAP005808-RA
AgamILC-03736	gnl|WGS:AAAB|AGAP005809-RA
AgamILC-03737	gnl|WGS:AAAB|AGAP005810-RA
AgamILC-03738	gnl|WGS:AAAB|AGAP005811-RA
AgamILC-03739	gnl|WGS:AAAB|AGAP005812-RA
AgamILC-03740	gnl|WGS:AAAB|AGAP005813-RA
AgamILC-03741	gnl|WGS:AAAB|AGAP005814-RA
AgamILC-03743	gnl|WGS:AAAB|AGAP005815-RA
AgamILC-03745	gnl|WGS:AAAB|AGAP005816-RA
AgamILC-03747	gnl|WGS:AAAB|AGAP005817-RA
AgamILC-03749	gnl|WGS:AAAB|AGAP005818-RA
AgamILC-03750	gnl|WGS:AAAB|AGAP005819-RA
AgamILC-03751	gnl|WGS:AAAB|AGAP005820-RA
AgamILC-03755	gnl|WGS:AAAB|AGAP005822-RA
AgamILC-03757	gnl|WGS:AAAB|AGAP005823-RA
AgamILC-03758	gnl|WGS:AAAB|AGAP005824-RA
AgamILC-03759	gnl|WGS:AAAB|AGAP005825-RA
AgamILC-03761	gnl|WGS:AAAB|AGAP005826-RA
AgamILC-03764	gnl|WGS:AAAB|AGAP005828-RA
AgamILC-03766	gnl|WGS:AAAB|AGAP005829-RA
AgamILC-03768	gnl|WGS:AAAB|AGAP005830-RA
AgamILC-03770	gnl|WGS:AAAB|AGAP005831-RA
AgamILC-03772	gnl|WGS:AAAB|AGAP005832-RB
AgamILC-03773	gnl|WGS:AAAB|AGAP005833-RA
AgamILC-03774	gnl|WGS:AAAB|AGAP005834-RA
AgamILC-03776	gnl|WGS:AAAB|AGAP005835-RA
AgamILC-03777	gnl|WGS:AAAB|AGAP005836-RA
AgamILC-03778	gnl|WGS:AAAB|AGAP005837-RA
AgamILC-03780	gnl|WGS:AAAB|AGAP005838-RA
AgamILC-03782	gnl|WGS:AAAB|AGAP005839-RA
AgamILC-03784	gnl|WGS:AAAB|AGAP005840-RA
AgamILC-03785	gnl|WGS:AAAB|AGAP005841-RA
AgamILC-03786	gnl|WGS:AAAB|AGAP005842-RA
AgamILC-03788	gnl|WGS:AAAB|AGAP005843-RA
AgamILC-03789	gnl|WGS:AAAB|AGAP005844-RA
AgamILC-03791	gnl|WGS:AAAB|AGAP005845-RA
AgamILC-03792	gnl|WGS:AAAB|AGAP005846-RA
AgamILC-03794	gnl|WGS:AAAB|AGAP005847-RA
AgamILC-03796	gnl|WGS:AAAB|AGAP005848-RA
AgamILC-03798	gnl|WGS:AAAB|AGAP005849-RA
AgamILC-03800	gnl|WGS:AAAB|AGAP005850-RA
AgamILC-03802	gnl|WGS:AAAB|AGAP005851-RA
AgamILC-03803	gnl|WGS:AAAB|AGAP005852-RA
AgamILC-03804	gnl|WGS:AAAB|AGAP005853-RA
AgamILC-03805	gnl|WGS:AAAB|AGAP005854-RA
AgamILC-03807	gnl|WGS:AAAB|AGAP005855-RA
AgamILC-03808	gnl|WGS:AAAB|AGAP005856-RA
AgamILC-03810	gnl|WGS:AAAB|AGAP005857-RA
AgamILC-03811	gnl|WGS:AAAB|AGAP005858-RA
AgamILC-03812	gnl|WGS:AAAB|AGAP005859-RA
AgamILC-03813	gnl|WGS:AAAB|AGAP005860-RA
AgamILC-03814	gnl|WGS:AAAB|AGAP005861-RA
AgamILC-03815	gnl|WGS:AAAB|AGAP005862-RA
AgamILC-03816	gnl|WGS:AAAB|AGAP005863-RA
AgamILC-03817	gnl|WGS:AAAB|AGAP005864-RA
AgamILC-03818	gnl|WGS:AAAB|AGAP005865-RA
AgamILC-03820	gnl|WGS:AAAB|AGAP005866-RA
AgamILC-03824	gnl|WGS:AAAB|AGAP005869-RA
AgamILC-03826	gnl|WGS:AAAB|AGAP005870-RA
AgamILC-03827	gnl|WGS:AAAB|AGAP005871-RA
AgamILC-03828	gnl|WGS:AAAB|AGAP005872-RA
AgamILC-03829	gnl|WGS:AAAB|AGAP005873-RA
AgamILC-03830	gnl|WGS:AAAB|AGAP005874-RA
AgamILC-03836	gnl|WGS:AAAB|AGAP005878-RB
AgamILC-03838	gnl|WGS:AAAB|AGAP005880-RA
AgamILC-03840	gnl|WGS:AAAB|AGAP005881-RA
AgamILC-03842	gnl|WGS:AAAB|AGAP005882-RA
AgamILC-03844	gnl|WGS:AAAB|AGAP005883-RA
AgamILC-03846	gnl|WGS:AAAB|AGAP005884-RA
AgamILC-03848	gnl|WGS:AAAB|AGAP005885-RA
AgamILC-03850	gnl|WGS:AAAB|AGAP005886-RA
AgamILC-03852	gnl|WGS:AAAB|AGAP005887-RA
AgamILC-03853	gnl|WGS:AAAB|AGAP005888-RA
AgamILC-03855	gnl|WGS:AAAB|AGAP005889-RA
AgamILC-03857	gnl|WGS:AAAB|AGAP005890-RA
AgamILC-03859	gnl|WGS:AAAB|AGAP005891-RA
AgamILC-03861	gnl|WGS:AAAB|AGAP005892-RA
AgamILC-03862	gnl|WGS:AAAB|AGAP005893-RA
AgamILC-03863	gnl|WGS:AAAB|AGAP005894-RA
AgamILC-03865	gnl|WGS:AAAB|AGAP005895-RA
AgamILC-03867	gnl|WGS:AAAB|AGAP005896-RA
AgamILC-03869	gnl|WGS:AAAB|AGAP005897-RA
AgamILC-03871	gnl|WGS:AAAB|AGAP005898-RA
AgamILC-03872	gnl|WGS:AAAB|AGAP005899-RA
AgamILC-03876	gnl|WGS:AAAB|AGAP005901-RA
AgamILC-03878	gnl|WGS:AAAB|AGAP005902-RA
AgamILC-03880	gnl|WGS:AAAB|AGAP005903-RA
AgamILC-03882	gnl|WGS:AAAB|AGAP005904-RA
AgamILC-03884	gnl|WGS:AAAB|AGAP005905-RA
AgamILC-03885	gnl|WGS:AAAB|AGAP005906-RA
AgamILC-03886	gnl|WGS:AAAB|AGAP005909-RA
AgamILC-03887	gnl|WGS:AAAB|AGAP005910-RA
AgamILC-03889	gnl|WGS:AAAB|AGAP005911-RA
AgamILC-03891	gnl|WGS:AAAB|AGAP005912-RA
AgamILC-03893	gnl|WGS:AAAB|AGAP005913-RA
AgamILC-03894	gnl|WGS:AAAB|AGAP005914-RA
AgamILC-03895	gnl|WGS:AAAB|AGAP005915-RA
AgamILC-03897	gnl|WGS:AAAB|AGAP005916-RA
AgamILC-03898	gnl|WGS:AAAB|AGAP005917-RA
AgamILC-03899	gnl|WGS:AAAB|AGAP005918-RA
AgamILC-03901	gnl|WGS:AAAB|AGAP005919-RA
AgamILC-03903	gnl|WGS:AAAB|AGAP005920-RA
AgamILC-03904	gnl|WGS:AAAB|AGAP005921-RA
AgamILC-03905	gnl|WGS:AAAB|AGAP005922-RA
AgamILC-03906	gnl|WGS:AAAB|AGAP005923-RA
AgamILC-03908	gnl|WGS:AAAB|AGAP005924-RA
AgamILC-03910	gnl|WGS:AAAB|AGAP005925-RA
AgamILC-03912	gnl|WGS:AAAB|AGAP005926-RA
AgamILC-03913	gnl|WGS:AAAB|AGAP005927-RA
AgamILC-03914	gnl|WGS:AAAB|AGAP005928-RA
AgamILC-03915	gnl|WGS:AAAB|AGAP005929-RA
AgamILC-03917	gnl|WGS:AAAB|AGAP005930-RA
AgamILC-03919	gnl|WGS:AAAB|AGAP005931-RA
AgamILC-03920	gnl|WGS:AAAB|AGAP005932-RA
AgamILC-03921	gnl|WGS:AAAB|AGAP005933-RA
AgamILC-03922	gnl|WGS:AAAB|AGAP005934-RA
AgamILC-03923	gnl|WGS:AAAB|AGAP005935-RA
AgamILC-03924	gnl|WGS:AAAB|AGAP005936-RA
AgamILC-03925	gnl|WGS:AAAB|AGAP005937-RA
AgamILC-03926	gnl|WGS:AAAB|AGAP005938-RA
AgamILC-03927	gnl|WGS:AAAB|AGAP005939-RA
AgamILC-03929	gnl|WGS:AAAB|AGAP005940-RA
AgamILC-03931	gnl|WGS:AAAB|AGAP005941-RA
AgamILC-03932	gnl|WGS:AAAB|AGAP005942-RA
AgamILC-03934	gnl|WGS:AAAB|AGAP005943-RA
AgamILC-03936	gnl|WGS:AAAB|AGAP005944-RA
AgamILC-03937	gnl|WGS:AAAB|AGAP005945-RA
AgamILC-03939	gnl|WGS:AAAB|AGAP005946-RA
AgamILC-03940	gnl|WGS:AAAB|AGAP005947-RA
AgamILC-03942	gnl|WGS:AAAB|AGAP005948-RA
AgamILC-03943	gnl|WGS:AAAB|AGAP005949-RA
AgamILC-03946	gnl|WGS:AAAB|AGAP005951-RA
AgamILC-03948	gnl|WGS:AAAB|AGAP005952-RA
AgamILC-03949	gnl|WGS:AAAB|AGAP005953-RA
AgamILC-03950	gnl|WGS:AAAB|AGAP005954-RA
AgamILC-03951	gnl|WGS:AAAB|AGAP005955-RA
AgamILC-03952	gnl|WGS:AAAB|AGAP005956-RA
AgamILC-03953	gnl|WGS:AAAB|AGAP005957-RA
AgamILC-03954	gnl|WGS:AAAB|AGAP005958-RA
AgamILC-03956	gnl|WGS:AAAB|AGAP005959-RA
AgamILC-03957	gnl|WGS:AAAB|AGAP005960-RA
AgamILC-03958	gnl|WGS:AAAB|AGAP005961-RA
AgamILC-03960	gnl|WGS:AAAB|AGAP005962-RA
AgamILC-03962	gnl|WGS:AAAB|AGAP005963-RA
AgamILC-03964	gnl|WGS:AAAB|AGAP005964-RA
AgamILC-03966	gnl|WGS:AAAB|AGAP005965-RA
AgamILC-03968	gnl|WGS:AAAB|AGAP005966-RA
AgamILC-03969	gnl|WGS:AAAB|AGAP005967-RA
AgamILC-03970	gnl|WGS:AAAB|AGAP005968-RA
AgamILC-03971	gnl|WGS:AAAB|AGAP005969-RA
AgamILC-03973	gnl|WGS:AAAB|AGAP005970-RA
AgamILC-03975	gnl|WGS:AAAB|AGAP005971-RA
AgamILC-03977	gnl|WGS:AAAB|AGAP005972-RA
AgamILC-03978	gnl|WGS:AAAB|AGAP005973-RA
AgamILC-03980	gnl|WGS:AAAB|AGAP005975-RA
AgamILC-03982	gnl|WGS:AAAB|AGAP005976-RA
AgamILC-03984	gnl|WGS:AAAB|AGAP005977-RA
AgamILC-03986	gnl|WGS:AAAB|AGAP005978-RA
AgamILC-03987	gnl|WGS:AAAB|AGAP005979-RA
AgamILC-03988	gnl|WGS:AAAB|AGAP005980-RA
AgamILC-03990	gnl|WGS:AAAB|AGAP005981-RA
AgamILC-03992	gnl|WGS:AAAB|AGAP005982-RA
AgamILC-03994	gnl|WGS:AAAB|AGAP005983-RA
AgamILC-03996	gnl|WGS:AAAB|AGAP005984-RA
AgamILC-03997	gnl|WGS:AAAB|AGAP005985-RA
AgamILC-03998	gnl|WGS:AAAB|AGAP005986-RA
AgamILC-04000	gnl|WGS:AAAB|AGAP005987-RA
AgamILC-04002	gnl|WGS:AAAB|AGAP005988-RA
AgamILC-04004	gnl|WGS:AAAB|AGAP005989-RA
AgamILC-04005	gnl|WGS:AAAB|AGAP005990-RA
AgamILC-04006	gnl|WGS:AAAB|AGAP005991-RA
AgamILC-04007	gnl|WGS:AAAB|AGAP005992-RA
AgamILC-04009	gnl|WGS:AAAB|AGAP005993-RA
AgamILC-04010	gnl|WGS:AAAB|AGAP005994-RA
AgamILC-04012	gnl|WGS:AAAB|AGAP005995-RA
AgamILC-04014	gnl|WGS:AAAB|AGAP005996-RA
AgamILC-04016	gnl|WGS:AAAB|AGAP005997-RA
AgamILC-04018	gnl|WGS:AAAB|AGAP005998-RA
AgamILC-04020	gnl|WGS:AAAB|AGAP005999-RA
AgamILC-04021	gnl|WGS:AAAB|AGAP006000-RA
AgamILC-04022	gnl|WGS:AAAB|AGAP006001-RA
AgamILC-04024	gnl|WGS:AAAB|AGAP006002-RA
AgamILC-04025	gnl|WGS:AAAB|AGAP006003-RA
AgamILC-04026	gnl|WGS:AAAB|AGAP006004-RA
AgamILC-04027	gnl|WGS:AAAB|AGAP006005-RA
AgamILC-04028	gnl|WGS:AAAB|AGAP006006-RA
AgamILC-04029	gnl|WGS:AAAB|AGAP006007-RA
AgamILC-04030	gnl|WGS:AAAB|AGAP006008-RA
AgamILC-04031	gnl|WGS:AAAB|AGAP006009-RA
AgamILC-04033	gnl|WGS:AAAB|AGAP006010-RA
AgamILC-04035	gnl|WGS:AAAB|AGAP006011-RA
AgamILC-04037	gnl|WGS:AAAB|AGAP006012-RA
AgamILC-04039	gnl|WGS:AAAB|AGAP006013-RA
AgamILC-04041	gnl|WGS:AAAB|AGAP006014-RA
AgamILC-04043	gnl|WGS:AAAB|AGAP006015-RA
AgamILC-04045	gnl|WGS:AAAB|AGAP006016-RA
AgamILC-04047	gnl|WGS:AAAB|AGAP006017-RA
AgamILC-04049	gnl|WGS:AAAB|AGAP006018-RA
AgamILC-04050	gnl|WGS:AAAB|AGAP006019-RA
AgamILC-04052	gnl|WGS:AAAB|AGAP006020-RA
AgamILC-04054	gnl|WGS:AAAB|AGAP006021-RA
AgamILC-04056	gnl|WGS:AAAB|AGAP006022-RA
AgamILC-04060	gnl|WGS:AAAB|AGAP006023-RA
AgamILC-04062	gnl|WGS:AAAB|AGAP006024-RA
AgamILC-04064	gnl|WGS:AAAB|AGAP006025-RA
AgamILC-04066	gnl|WGS:AAAB|AGAP006026-RA
AgamILC-04068	gnl|WGS:AAAB|AGAP006027-RA
AgamILC-04071	gnl|WGS:AAAB|AGAP006028-RA
AgamILC-04073	gnl|WGS:AAAB|AGAP006029-RA
AgamILC-04075	gnl|WGS:AAAB|AGAP006030-RA
AgamILC-04076	gnl|WGS:AAAB|AGAP006031-RA
AgamILC-04077	gnl|WGS:AAAB|AGAP006032-RA
AgamILC-04078	gnl|WGS:AAAB|AGAP006033-RA
AgamILC-04079	gnl|WGS:AAAB|AGAP006034-RA
AgamILC-04081	gnl|WGS:AAAB|AGAP006035-RA
AgamILC-04082	gnl|WGS:AAAB|AGAP006036-RA
AgamILC-04084	gnl|WGS:AAAB|AGAP006037-RA
AgamILC-04085	gnl|WGS:AAAB|AGAP006038-RA
AgamILC-04086	gnl|WGS:AAAB|AGAP006039-RA
AgamILC-04088	gnl|WGS:AAAB|AGAP006040-RA
AgamILC-04090	gnl|WGS:AAAB|AGAP006041-RA
AgamILC-04092	gnl|WGS:AAAB|AGAP006042-RA
AgamILC-04093	gnl|WGS:AAAB|AGAP006043-RA
AgamILC-04094	gnl|WGS:AAAB|AGAP006044-RA
AgamILC-04096	gnl|WGS:AAAB|AGAP006045-RA
AgamILC-04098	gnl|WGS:AAAB|AGAP006046-RA
AgamILC-04099	gnl|WGS:AAAB|AGAP006047-RA
AgamILC-04100	gnl|WGS:AAAB|AGAP006048-RA
AgamILC-04101	gnl|WGS:AAAB|AGAP006049-RA
AgamILC-04102	gnl|WGS:AAAB|AGAP006050-RA
AgamILC-04103	gnl|WGS:AAAB|AGAP006051-RA
AgamILC-04105	gnl|WGS:AAAB|AGAP006052-RA
AgamILC-04106	gnl|WGS:AAAB|AGAP006053-RA
AgamILC-04108	gnl|WGS:AAAB|AGAP006054-RA
AgamILC-04109	gnl|WGS:AAAB|AGAP006055-RA
AgamILC-04110	gnl|WGS:AAAB|AGAP006056-RA
AgamILC-04111	gnl|WGS:AAAB|AGAP006057-RA
AgamILC-04113	gnl|WGS:AAAB|AGAP006058-RA
AgamILC-04115	gnl|WGS:AAAB|AGAP006059-RA
AgamILC-04117	gnl|WGS:AAAB|AGAP006060-RA
AgamILC-04119	gnl|WGS:AAAB|AGAP006061-RA
AgamILC-04120	gnl|WGS:AAAB|AGAP006062-RA
AgamILC-04122	gnl|WGS:AAAB|AGAP006063-RA
AgamILC-04123	gnl|WGS:AAAB|AGAP006064-RA
AgamILC-04124	gnl|WGS:AAAB|AGAP006065-RA
AgamILC-04125	gnl|WGS:AAAB|AGAP006066-RA
AgamILC-04126	gnl|WGS:AAAB|AGAP006067-RA
AgamILC-04128	gnl|WGS:AAAB|AGAP006068-RA
AgamILC-04130	gnl|WGS:AAAB|AGAP006069-RA
AgamILC-04132	gnl|WGS:AAAB|AGAP006070-RA
AgamILC-04133	gnl|WGS:AAAB|AGAP006071-RA
AgamILC-04134	gnl|WGS:AAAB|AGAP006072-RA
AgamILC-04136	gnl|WGS:AAAB|AGAP006073-RA
AgamILC-04138	gnl|WGS:AAAB|AGAP006074-RA
AgamILC-04139	gnl|WGS:AAAB|AGAP006082-RA
AgamILC-04141	gnl|WGS:AAAB|AGAP006083-RA
AgamILC-04143	gnl|WGS:AAAB|AGAP006084-RA
AgamILC-04145	gnl|WGS:AAAB|AGAP006085-RA
AgamILC-04147	gnl|WGS:AAAB|AGAP006086-RA
AgamILC-04149	gnl|WGS:AAAB|AGAP006087-RA
AgamILC-04151	gnl|WGS:AAAB|AGAP006088-RA
AgamILC-04153	gnl|WGS:AAAB|AGAP006089-RA
AgamILC-04156	gnl|WGS:AAAB|AGAP006090-RA
AgamILC-04158	gnl|WGS:AAAB|AGAP006091-RA
AgamILC-04160	gnl|WGS:AAAB|AGAP006092-RA
AgamILC-04161	gnl|WGS:AAAB|AGAP006093-RA
AgamILC-04163	gnl|WGS:AAAB|AGAP006094-RA
AgamILC-04165	gnl|WGS:AAAB|AGAP006095-RA
AgamILC-04167	gnl|WGS:AAAB|AGAP006096-RA
AgamILC-04169	gnl|WGS:AAAB|AGAP006097-RA
AgamILC-04171	gnl|WGS:AAAB|AGAP006098-RA
AgamILC-04173	gnl|WGS:AAAB|AGAP006099-RA
AgamILC-04174	gnl|WGS:AAAB|AGAP006100-RA
AgamILC-04175	gnl|WGS:AAAB|AGAP006101-RA
AgamILC-04177	gnl|WGS:AAAB|AGAP006102-RA
AgamILC-04178	gnl|WGS:AAAB|AGAP006103-RB
AgamILC-04180	gnl|WGS:AAAB|AGAP006104-RA
AgamILC-04181	gnl|WGS:AAAB|AGAP006105-RA
AgamILC-04182	gnl|WGS:AAAB|AGAP006106-RA
AgamILC-04183	gnl|WGS:AAAB|AGAP006107-RA
AgamILC-04185	gnl|WGS:AAAB|AGAP006108-RA
AgamILC-04187	gnl|WGS:AAAB|AGAP006109-RA
AgamILC-04189	gnl|WGS:AAAB|AGAP006111-RA
AgamILC-04191	gnl|WGS:AAAB|AGAP006112-RA
AgamILC-04193	gnl|WGS:AAAB|AGAP006113-RA
AgamILC-04195	gnl|WGS:AAAB|AGAP006115-RA
AgamILC-04197	gnl|WGS:AAAB|AGAP006116-RA
AgamILC-04199	gnl|WGS:AAAB|AGAP006117-RA
AgamILC-04200	gnl|WGS:AAAB|AGAP006118-RA
AgamILC-04202	gnl|WGS:AAAB|AGAP006119-RA
AgamILC-04203	gnl|WGS:AAAB|AGAP006120-RA
AgamILC-04204	gnl|WGS:AAAB|AGAP006121-RA
AgamILC-04205	gnl|WGS:AAAB|AGAP006122-RA
AgamILC-04206	gnl|WGS:AAAB|AGAP006123-RA
AgamILC-04207	gnl|WGS:AAAB|AGAP006124-RA
AgamILC-04208	gnl|WGS:AAAB|AGAP006125-RA
AgamILC-04209	gnl|WGS:AAAB|AGAP006126-RA
AgamILC-04210	gnl|WGS:AAAB|AGAP006127-RA
AgamILC-04211	gnl|WGS:AAAB|AGAP006128-RA
AgamILC-04213	gnl|WGS:AAAB|AGAP006129-RA
AgamILC-04214	gnl|WGS:AAAB|AGAP006130-RA
AgamILC-04216	gnl|WGS:AAAB|AGAP006131-RA
AgamILC-04217	gnl|WGS:AAAB|AGAP006132-RA
AgamILC-04218	gnl|WGS:AAAB|AGAP006133-RA
AgamILC-04220	gnl|WGS:AAAB|AGAP006134-RA
AgamILC-04221	gnl|WGS:AAAB|AGAP006135-RA
AgamILC-04223	gnl|WGS:AAAB|AGAP006136-RA
AgamILC-04224	gnl|WGS:AAAB|AGAP006137-RA
AgamILC-04226	gnl|WGS:AAAB|AGAP006138-RA
AgamILC-04227	gnl|WGS:AAAB|AGAP006139-RA
AgamILC-04229	gnl|WGS:AAAB|AGAP006140-RA
AgamILC-04231	gnl|WGS:AAAB|AGAP006141-RA
AgamILC-04233	gnl|WGS:AAAB|AGAP006142-RA
AgamILC-04235	gnl|WGS:AAAB|AGAP006143-RA
AgamILC-04236	gnl|WGS:AAAB|AGAP006144-RA
AgamILC-04238	gnl|WGS:AAAB|AGAP006145-RA
AgamILC-04240	gnl|WGS:AAAB|AGAP006146-RA
AgamILC-04241	gnl|WGS:AAAB|AGAP006147-RA
AgamILC-04243	gnl|WGS:AAAB|AGAP006148-RA
AgamILC-04245	gnl|WGS:AAAB|AGAP006149-RA
AgamILC-04247	gnl|WGS:AAAB|AGAP006150-RA
AgamILC-04249	gnl|WGS:AAAB|AGAP006151-RA
AgamILC-04251	gnl|WGS:AAAB|AGAP006152-RA
AgamILC-04253	gnl|WGS:AAAB|AGAP006153-RA
AgamILC-04255	gnl|WGS:AAAB|AGAP006154-RA
AgamILC-04257	gnl|WGS:AAAB|AGAP006155-RA
AgamILC-04259	gnl|WGS:AAAB|AGAP006156-RA
AgamILC-04263	gnl|WGS:AAAB|AGAP006157-RA
AgamILC-04265	gnl|WGS:AAAB|AGAP006158-RA
AgamILC-04267	gnl|WGS:AAAB|AGAP006159-RA
AgamILC-04268	gnl|WGS:AAAB|AGAP006160-RA
AgamILC-04269	gnl|WGS:AAAB|AGAP006161-RA
AgamILC-04270	gnl|WGS:AAAB|AGAP006162-RA
AgamILC-04271	gnl|WGS:AAAB|AGAP006163-RA
AgamILC-04272	gnl|WGS:AAAB|AGAP006164-RA
AgamILC-04274	gnl|WGS:AAAB|AGAP006165-RA
AgamILC-04276	gnl|WGS:AAAB|AGAP006166-RA
AgamILC-04278	gnl|WGS:AAAB|AGAP006167-RA
AgamILC-04280	gnl|WGS:AAAB|AGAP006168-RA
AgamILC-04282	gnl|WGS:AAAB|AGAP006169-RA
AgamILC-04284	gnl|WGS:AAAB|AGAP006170-RA
AgamILC-04286	gnl|WGS:AAAB|AGAP006171-RA
AgamILC-04287	gnl|WGS:AAAB|AGAP006172-RA
AgamILC-04288	gnl|WGS:AAAB|AGAP006173-RA
AgamILC-04289	gnl|WGS:AAAB|AGAP006174-RA
AgamILC-04290	gnl|WGS:AAAB|AGAP006175-RA
AgamILC-04292	gnl|WGS:AAAB|AGAP006176-RA
AgamILC-04294	gnl|WGS:AAAB|AGAP006177-RA
AgamILC-04296	gnl|WGS:AAAB|AGAP006178-RA
AgamILC-04298	gnl|WGS:AAAB|AGAP006179-RA
AgamILC-04300	gnl|WGS:AAAB|AGAP006180-RA
AgamILC-04302	gnl|WGS:AAAB|AGAP006181-RA
AgamILC-04303	gnl|WGS:AAAB|AGAP006182-RA
AgamILC-04305	gnl|WGS:AAAB|AGAP006183-RA
AgamILC-04307	gnl|WGS:AAAB|AGAP006184-RA
AgamILC-04308	gnl|WGS:AAAB|AGAP006185-RA
AgamILC-04310	gnl|WGS:AAAB|AGAP006186-RC
AgamILC-04312	gnl|WGS:AAAB|AGAP006187-RA
AgamILC-04314	gnl|WGS:AAAB|AGAP006188-RA
AgamILC-04318	gnl|WGS:AAAB|AGAP006190-RA
AgamILC-04320	gnl|WGS:AAAB|AGAP006191-RA
AgamILC-04322	gnl|WGS:AAAB|AGAP006192-RA
AgamILC-04323	gnl|WGS:AAAB|AGAP006193-RA
AgamILC-04324	gnl|WGS:AAAB|AGAP006194-RA
AgamILC-04325	gnl|WGS:AAAB|AGAP006195-RA
AgamILC-04326	gnl|WGS:AAAB|AGAP006196-RA
AgamILC-04327	gnl|WGS:AAAB|AGAP006197-RA
AgamILC-04328	gnl|WGS:AAAB|AGAP006198-RA
AgamILC-04329	gnl|WGS:AAAB|AGAP006199-RA
AgamILC-04331	gnl|WGS:AAAB|AGAP006200-RA
AgamILC-04332	gnl|WGS:AAAB|AGAP006201-RA
AgamILC-04333	gnl|WGS:AAAB|AGAP006202-RA
AgamILC-04334	gnl|WGS:AAAB|AGAP006203-RA
AgamILC-04335	gnl|WGS:AAAB|AGAP006204-RA
AgamILC-04336	gnl|WGS:AAAB|AGAP006205-RA
AgamILC-04337	gnl|WGS:AAAB|AGAP006206-RA
