Species	IntronPos	MrnaAcc	Length	GCContent	GCSkew	NContent	Context
Agam	NT_078265.2_47431331-47435022-	gnl|WGS:AAAB|AGAP007540-RA	3692	0.560	0.065	0.000	cds
Agam	NT_078265.2_47432149-47432331-	gnl|WGS:AAAB|AGAP007541-RA	183	0.590	0.148	0.000	cds
Agam	NT_078265.2_47433741-47433837-	gnl|WGS:AAAB|AGAP007541-RA	97	0.454	-0.227	0.000	cds
Agam	NT_078265.2_47439105-47439181+	gnl|WGS:AAAB|AGAP007543-RA	77	0.468	0.167	0.000	cds
Agam	NT_078265.2_47439348-47439422+	gnl|WGS:AAAB|AGAP007543-RA	75	0.360	-0.556	0.000	cds
Agam	NT_078265.2_47440390-47440498+	gnl|WGS:AAAB|AGAP007544-RA	109	0.514	0.321	0.000	cds
Agam	NT_078265.2_47440692-47440757+	gnl|WGS:AAAB|AGAP007544-RA	66	0.409	0.259	0.000	cds
Agam	NT_078265.2_47441272-47441335+	gnl|WGS:AAAB|AGAP007544-RA	64	0.422	0.333	0.000	cds
Agam	NT_078265.2_47449503-47458180+	gnl|WGS:AAAB|AGAP007545-RA	8678	0.468	0.045	0.000	cds
Agam	NT_078265.2_47458378-47458998+	gnl|WGS:AAAB|AGAP007545-RA	621	0.428	0.000	0.000	cds
Agam	NT_078265.2_47459141-47459216+	gnl|WGS:AAAB|AGAP007545-RA	76	0.421	-0.250	0.000	cds
Agam	NT_078265.2_47459588-47459659+	gnl|WGS:AAAB|AGAP007545-RA	72	0.458	0.273	0.000	cds
Agam	NT_078265.2_47460181-47460527+	gnl|WGS:AAAB|AGAP007545-RA	347	0.418	0.159	0.000	cds
Agam	NT_078265.2_47462078-47462152+	gnl|WGS:AAAB|AGAP007545-RA	75	0.360	-0.111	0.000	cds
Agam	NT_078265.2_47462813-47462879+	gnl|WGS:AAAB|AGAP007545-RA	67	0.388	0.308	0.000	cds
Agam	NT_078265.2_47467578-47467665-	gnl|WGS:AAAB|AGAP007547-RA	88	0.511	-0.111	0.000	cds
Agam	NT_078265.2_47467837-47467918-	gnl|WGS:AAAB|AGAP007547-RA	82	0.573	-0.191	0.000	cds
Agam	NT_078265.2_47468194-47468266-	gnl|WGS:AAAB|AGAP007547-RA	73	0.342	-0.360	0.000	cds
Agam	NT_078265.2_47480954-47481042-	gnl|WGS:AAAB|AGAP007548-RB	89	0.461	-0.366	0.000	cds
Agam	NT_078265.2_47481174-47494268-	gnl|WGS:AAAB|AGAP007548-RB	13095	0.490	-0.060	0.000	cds
Agam	NT_078265.2_47500413-47505695+	gnl|WGS:AAAB|AGAP007549-RA	5283	0.470	0.011	0.000	5putr
Agam	NT_078265.2_47506105-47506175+	gnl|WGS:AAAB|AGAP007549-RA	71	0.423	-0.067	0.000	cds
Agam	NT_078265.2_47525421-47526164+	gnl|WGS:AAAB|AGAP007550-RA	744	0.492	0.235	0.000	5putr
Agam	NT_078265.2_47526438-47532092+	gnl|WGS:AAAB|AGAP007550-RA	5655	0.476	0.010	0.000	cds
Agam	NT_078265.2_47532138-47533127+	gnl|WGS:AAAB|AGAP007550-RA	990	0.492	-0.084	0.000	cds
Agam	NT_078265.2_47533293-47533987+	gnl|WGS:AAAB|AGAP007550-RA	695	0.495	-0.122	0.000	cds
Agam	NT_078265.2_47534127-47534199+	gnl|WGS:AAAB|AGAP007550-RA	73	0.562	0.317	0.000	cds
Agam	NT_078265.2_47534534-47534873+	gnl|WGS:AAAB|AGAP007550-RA	340	0.444	0.033	0.000	cds
Agam	NT_078265.2_47535783-47535939-	gnl|WGS:AAAB|AGAP007551-RA	157	0.478	-0.067	0.000	cds
Agam	NT_078265.2_47536676-47536738-	gnl|WGS:AAAB|AGAP007551-RA	63	0.397	-0.360	0.000	cds
Agam	NT_078265.2_47536925-47536996-	gnl|WGS:AAAB|AGAP007551-RA	72	0.347	-0.200	0.000	cds
Agam	NT_078265.2_47538515-47539829+	gnl|WGS:AAAB|AGAP007552-RA	1315	0.465	0.074	0.000	cds
Agam	NT_078265.2_47539929-47540012+	gnl|WGS:AAAB|AGAP007552-RA	84	0.381	0.312	0.000	cds
Agam	NT_078265.2_47540157-47540228+	gnl|WGS:AAAB|AGAP007552-RA	72	0.417	0.133	0.000	cds
Agam	NT_078265.2_47543593-47546618+	gnl|WGS:AAAB|AGAP007553-RA	3026	0.482	-0.005	0.000	5putr
Agam	NT_078265.2_47547220-47547290+	gnl|WGS:AAAB|AGAP007553-RA	71	0.437	-0.226	0.000	cds
Agam	NT_078265.2_47551839-47553051-	gnl|WGS:AAAB|AGAP007556-RA	1213	0.428	0.006	0.000	cds
Agam	NT_078265.2_47554771-47555138-	gnl|WGS:AAAB|AGAP007556-RA	368	0.473	-0.230	0.000	cds
Agam	NT_078265.2_47556851-47558347+	gnl|WGS:AAAB|AGAP007558-RA	1497	0.428	-0.023	0.000	cds
Agam	NT_078265.2_47565544-47565614+	gnl|WGS:AAAB|AGAP007560-RA	71	0.479	0.059	0.000	cds
Agam	NT_078265.2_47565814-47569613+	gnl|WGS:AAAB|AGAP007560-RA	3800	0.469	0.074	0.000	cds
Agam	NT_078265.2_47569728-47570583+	gnl|WGS:AAAB|AGAP007560-RA	856	0.437	-0.118	0.000	cds
Agam	NT_078265.2_47570763-47572396+	gnl|WGS:AAAB|AGAP007560-RA	1634	0.472	0.069	0.000	cds
Agam	NT_078265.2_47573140-47573207+	gnl|WGS:AAAB|AGAP007560-RA	68	0.397	0.185	0.000	cds
Agam	NT_078265.2_47573968-47574104+	gnl|WGS:AAAB|AGAP007560-RA	137	0.518	0.521	0.000	cds
Agam	NT_078265.2_47574161-47574456+	gnl|WGS:AAAB|AGAP007560-RA	296	0.446	0.030	0.000	cds
Agam	NT_078265.2_47574732-47574831+	gnl|WGS:AAAB|AGAP007560-RA	100	0.480	0.083	0.000	cds
Agam	NT_078265.2_47578100-47591618+	gnl|WGS:AAAB|AGAP007562-RA	13519	0.475	0.039	0.000	cds
Agam	NT_078265.2_47591742-47591811+	gnl|WGS:AAAB|AGAP007562-RA	70	0.429	-0.400	0.000	cds
Agam	NT_078265.2_47593132-47593586+	gnl|WGS:AAAB|AGAP007562-RA	455	0.411	-0.112	0.000	cds
Agam	NT_078265.2_47593938-47595272+	gnl|WGS:AAAB|AGAP007562-RA	1335	0.488	0.083	0.000	cds
Agam	NT_078265.2_47595417-47595497+	gnl|WGS:AAAB|AGAP007562-RA	81	0.469	0.105	0.000	cds
Agam	NT_078265.2_47596263-47598391+	gnl|WGS:AAAB|AGAP007562-RA	2129	0.481	0.050	0.000	cds
Agam	NT_078265.2_47598584-47598644+	gnl|WGS:AAAB|AGAP007562-RA	61	0.393	-0.333	0.000	cds
Agam	NT_078265.2_47600245-47601785+	gnl|WGS:AAAB|AGAP007562-RA	1541	0.491	0.033	0.000	cds
Agam	NT_078265.2_47601947-47603879+	gnl|WGS:AAAB|AGAP007562-RA	1933	0.482	0.013	0.000	cds
Agam	NT_078265.2_47605732-47606540+	gnl|WGS:AAAB|AGAP007562-RA	809	0.419	-0.192	0.000	cds
Agam	NT_078265.2_47606921-47607453+	gnl|WGS:AAAB|AGAP007562-RA	533	0.510	-0.184	0.000	cds
Agam	NT_078265.2_47610358-47611379+	gnl|WGS:AAAB|AGAP007562-RA	1022	0.458	-0.077	0.000	cds
Agam	NT_078265.2_47612863-47617082+	gnl|WGS:AAAB|AGAP007562-RA	4220	0.493	-0.032	0.000	cds
Agam	NT_078265.2_47617181-47617264+	gnl|WGS:AAAB|AGAP007562-RA	84	0.452	0.000	0.000	cds
Agam	NT_078265.2_47617446-47617532+	gnl|WGS:AAAB|AGAP007562-RA	87	0.448	-0.179	0.000	cds
Agam	NT_078265.2_47631778-47632277+	gnl|WGS:AAAB|AGAP007563-RA	500	0.434	0.161	0.000	5putr
Agam	NT_078265.2_47633098-47638427+	gnl|WGS:AAAB|AGAP007563-RA	5330	0.490	0.010	0.000	cds
Agam	NT_078265.2_47640196-47640266+	gnl|WGS:AAAB|AGAP007563-RA	71	0.479	0.000	0.000	cds
Agam	NT_078265.2_47640497-47640562+	gnl|WGS:AAAB|AGAP007563-RA	66	0.379	0.120	0.000	cds
Agam	NT_078265.2_47641937-47642006+	gnl|WGS:AAAB|AGAP007563-RA	70	0.371	-0.154	0.000	cds
Agam	NT_078265.2_47644806-47644878+	gnl|WGS:AAAB|AGAP007563-RA	73	0.438	-0.312	0.000	cds
Agam	NT_078265.2_47650726-47650798+	gnl|WGS:AAAB|AGAP007563-RA	73	0.411	-0.133	0.000	cds
Agam	NT_078265.2_47651034-47651106+	gnl|WGS:AAAB|AGAP007563-RA	73	0.425	-0.032	0.000	cds
Agam	NT_078265.2_47651279-47651349+	gnl|WGS:AAAB|AGAP007563-RA	71	0.437	-0.419	0.000	cds
Agam	NT_078265.2_47651537-47652989+	gnl|WGS:AAAB|AGAP007563-RA	1453	0.466	-0.247	0.000	cds
Agam	NT_078265.2_47653312-47653395+	gnl|WGS:AAAB|AGAP007563-RA	84	0.369	-0.097	0.000	cds
Agam	NT_078265.2_47654723-47663873+	gnl|WGS:AAAB|AGAP007563-RA	9151	0.464	-0.057	0.000	cds
Agam	NT_078265.2_47670300-47670362+	gnl|WGS:AAAB|AGAP007563-RA	63	0.413	-0.077	0.000	cds
Agam	NT_078265.2_47670688-47672909+	gnl|WGS:AAAB|AGAP007563-RA	2222	0.415	-0.183	0.000	cds
Agam	NT_078265.2_47673965-47674137+	gnl|WGS:AAAB|AGAP007563-RA	173	0.474	-0.488	0.000	cds
Agam	NT_078265.2_47674187-47676047+	gnl|WGS:AAAB|AGAP007563-RA	1861	0.434	-0.183	0.000	cds
Agam	NT_078265.2_47683521-47684100+	gnl|WGS:AAAB|AGAP007563-RA	580	0.388	-0.191	0.000	cds
Agam	NT_078265.2_47686170-47697443+	gnl|WGS:AAAB|AGAP007563-RA	11274	0.465	0.043	0.974	cds
Agam	NT_078265.2_47702775-47703095+	gnl|WGS:AAAB|AGAP007563-RA	321	0.389	-0.008	0.000	cds
Agam	NT_078265.2_47708218-47709318+	gnl|WGS:AAAB|AGAP007563-RA	1101	0.390	-0.319	0.000	cds
Agam	NT_078265.2_47709412-47709480+	gnl|WGS:AAAB|AGAP007563-RA	69	0.449	-0.032	0.000	cds
Agam	NT_078265.2_47712265-47712329+	gnl|WGS:AAAB|AGAP007563-RA	65	0.385	0.200	0.000	cds
Agam	NT_078265.2_47712472-47712536+	gnl|WGS:AAAB|AGAP007563-RA	65	0.369	-0.250	0.000	cds
Agam	NT_078265.2_47713865-47714336+	gnl|WGS:AAAB|AGAP007563-RA	472	0.434	-0.385	0.000	cds
Agam	NT_078265.2_47714637-47714850+	gnl|WGS:AAAB|AGAP007563-RA	214	0.407	-0.655	0.000	cds
Agam	NT_078265.2_47715157-47715236+	gnl|WGS:AAAB|AGAP007563-RA	80	0.487	-0.077	0.000	cds
Agam	NT_078265.2_47720209-47722889+	gnl|WGS:AAAB|AGAP007564-RA	2681	0.486	-0.006	0.000	cds
Agam	NT_078265.2_47723092-47723174+	gnl|WGS:AAAB|AGAP007564-RA	83	0.446	-0.351	0.000	cds
Agam	NT_078265.2_47724473-47724572+	gnl|WGS:AAAB|AGAP007565-RB	100	0.520	0.077	0.000	cds
Agam	NT_078265.2_47724782-47724874+	gnl|WGS:AAAB|AGAP007565-RB	93	0.366	-0.118	0.000	cds
Agam	NT_078265.2_47725483-47725550+	gnl|WGS:AAAB|AGAP007565-RB	68	0.441	0.200	0.000	cds
Agam	NT_078265.2_47725741-47725894+	gnl|WGS:AAAB|AGAP007565-RB	154	0.377	0.207	0.000	cds
Agam	NT_078265.2_47729886-47730872+	gnl|WGS:AAAB|AGAP007567-RA	987	0.537	0.132	0.000	5putr
Agam	NT_078265.2_47731131-47755253+	gnl|WGS:AAAB|AGAP007567-RA	24123	0.476	-0.015	0.015	cds
Agam	NT_078265.2_47755478-47755544+	gnl|WGS:AAAB|AGAP007567-RA	67	0.567	-0.263	0.000	cds
Agam	NT_078265.2_47755885-47755980+	gnl|WGS:AAAB|AGAP007567-RA	96	0.510	-0.102	0.000	cds
Agam	NT_078265.2_47756120-47756202+	gnl|WGS:AAAB|AGAP007567-RA	83	0.578	-0.375	0.000	cds
Agam	NT_078265.2_47757102-47757209+	gnl|WGS:AAAB|AGAP007567-RA	108	0.472	-0.059	0.000	cds
Agam	NT_078265.2_47761207-47761280-	gnl|WGS:AAAB|AGAP007568-RA	74	0.486	-0.333	0.000	cds
Agam	NT_078265.2_47764078-47764153-	gnl|WGS:AAAB|AGAP007568-RA	76	0.474	-0.167	0.000	cds
Agam	NT_078265.2_47765592-47765665+	gnl|WGS:AAAB|AGAP007569-RA	74	0.297	-0.273	0.000	cds
Agam	NT_078265.2_47767791-47767857+	gnl|WGS:AAAB|AGAP007571-RA	67	0.403	-0.407	0.000	cds
Agam	NT_078265.2_47768284-47768358+	gnl|WGS:AAAB|AGAP007571-RA	75	0.400	0.067	0.000	cds
Agam	NT_078265.2_47769855-47769933+	gnl|WGS:AAAB|AGAP007572-RA	79	0.506	-0.050	0.000	cds
Agam	NT_078265.2_47770198-47770274+	gnl|WGS:AAAB|AGAP007572-RA	77	0.506	0.077	0.000	cds
Agam	NT_078265.2_47770692-47770769+	gnl|WGS:AAAB|AGAP007572-RA	78	0.462	0.000	0.000	cds
Agam	NT_078265.2_47770887-47770974+	gnl|WGS:AAAB|AGAP007572-RA	88	0.375	0.333	0.000	cds
Agam	NT_078265.2_47779197-47779273-	gnl|WGS:AAAB|AGAP007573-RA	77	0.390	-0.333	0.000	cds
Agam	NT_078265.2_47779386-47779469-	gnl|WGS:AAAB|AGAP007573-RA	84	0.393	-0.030	0.000	cds
Agam	NT_078265.2_47780147-47780212-	gnl|WGS:AAAB|AGAP007573-RA	66	0.318	0.333	0.000	cds
Agam	NT_078265.2_47780631-47781089-	gnl|WGS:AAAB|AGAP007573-RA	459	0.451	0.372	0.000	cds
Agam	NT_078265.2_47781293-47781991-	gnl|WGS:AAAB|AGAP007573-RA	699	0.504	-0.085	0.000	cds
Agam	NT_078265.2_47782692-47782814-	gnl|WGS:AAAB|AGAP007573-RA	123	0.537	0.000	0.000	cds
Agam	NT_078265.2_47784268-47784555-	gnl|WGS:AAAB|AGAP007573-RA	288	0.618	-0.090	0.000	cds
Agam	NT_078265.2_47791140-47791220+	gnl|WGS:AAAB|AGAP007574-RA	81	0.469	-0.368	0.000	5putr
Agam	NT_078265.2_47791370-47791670+	gnl|WGS:AAAB|AGAP007574-RA	301	0.528	0.057	0.000	cds
Agam	NT_078265.2_47791840-47791915+	gnl|WGS:AAAB|AGAP007574-RA	76	0.461	-0.257	0.000	cds
Agam	NT_078265.2_47793122-47793187+	gnl|WGS:AAAB|AGAP007576-RA	66	0.500	-0.212	0.000	cds
Agam	NT_078265.2_47793684-47793759+	gnl|WGS:AAAB|AGAP007576-RA	76	0.355	-0.037	0.000	cds
Agam	NT_078265.2_47794156-47794225+	gnl|WGS:AAAB|AGAP007576-RA	70	0.486	0.059	0.000	cds
Agam	NT_078265.2_47795496-47795566-	gnl|WGS:AAAB|AGAP007577-RA	71	0.380	0.037	0.000	cds
Agam	NT_078265.2_47795764-47795869-	gnl|WGS:AAAB|AGAP007577-RA	106	0.434	-0.087	0.000	cds
Agam	NT_078265.2_47798957-47799022-	gnl|WGS:AAAB|AGAP007578-RA	66	0.439	0.034	0.000	cds
Agam	NT_078265.2_47800558-47800686-	gnl|WGS:AAAB|AGAP007578-RA	129	0.558	-0.111	0.000	cds
Agam	NT_078265.2_47801067-47801193+	gnl|WGS:AAAB|AGAP007579-RA	127	0.386	-0.020	0.000	5putr
Agam	NT_078265.2_47801340-47801406+	gnl|WGS:AAAB|AGAP007579-RA	67	0.373	0.280	0.000	cds
Agam	NT_078265.2_47802580-47802652+	gnl|WGS:AAAB|AGAP007579-RA	73	0.370	0.185	0.000	cds
Agam	NT_078265.2_47802756-47802828+	gnl|WGS:AAAB|AGAP007579-RA	73	0.425	-0.097	0.000	cds
Agam	NT_078265.2_47803967-47804061-	gnl|WGS:AAAB|AGAP007580-RA	95	0.558	0.132	0.000	cds
Agam	NT_078265.2_47804149-47804450-	gnl|WGS:AAAB|AGAP007580-RA	302	0.507	0.033	0.000	cds
Agam	NT_078265.2_47805561-47805630-	gnl|WGS:AAAB|AGAP007581-RA	70	0.357	-0.120	0.000	cds
Agam	NT_078265.2_47806069-47806131-	gnl|WGS:AAAB|AGAP007581-RA	63	0.365	-0.304	0.000	cds
Agam	NT_078265.2_47806632-47806805-	gnl|WGS:AAAB|AGAP007581-RA	174	0.477	-0.084	0.000	cds
Agam	NT_078265.2_47806900-47806959-	gnl|WGS:AAAB|AGAP007581-RA	60	0.383	0.130	0.000	cds
Agam	NT_078265.2_47809462-47809596+	gnl|WGS:AAAB|AGAP007582-RA	135	0.385	0.115	0.000	cds
Agam	NT_078265.2_47811267-47811371+	gnl|WGS:AAAB|AGAP007582-RA	105	0.305	0.188	0.000	cds
Agam	NT_078265.2_47814834-47814907-	gnl|WGS:AAAB|AGAP007583-RA	74	0.405	-0.400	0.000	cds
Agam	NT_078265.2_47815026-47815093-	gnl|WGS:AAAB|AGAP007583-RA	68	0.515	-0.257	0.000	cds
Agam	NT_078265.2_47815182-47815681-	gnl|WGS:AAAB|AGAP007583-RA	500	0.362	0.072	0.000	5putr
Agam	NT_078265.2_47820202-47823280+	gnl|WGS:AAAB|AGAP007584-RA	3079	0.484	0.088	0.000	5putr
Agam	NT_078265.2_47823325-47824853+	gnl|WGS:AAAB|AGAP007584-RA	1529	0.503	-0.001	0.000	5putr
Agam	NT_078265.2_47825047-47831184+	gnl|WGS:AAAB|AGAP007584-RA	6138	0.469	0.089	0.000	cds
Agam	NT_078265.2_47831318-47832678+	gnl|WGS:AAAB|AGAP007584-RA	1361	0.402	0.093	0.000	cds
Agam	NT_078265.2_47833521-47833579+	gnl|WGS:AAAB|AGAP007584-RA	59	0.390	0.217	0.000	cds
Agam	NT_078265.2_47833901-47833978+	gnl|WGS:AAAB|AGAP007584-RA	78	0.385	0.400	0.000	cds
Agam	NT_078265.2_47839782-47839857-	gnl|WGS:AAAB|AGAP007585-RA	76	0.500	0.158	0.000	cds
Agam	NT_078265.2_47840044-47840132-	gnl|WGS:AAAB|AGAP007585-RA	89	0.494	0.227	0.000	cds
Agam	NT_078265.2_47840422-47840496-	gnl|WGS:AAAB|AGAP007585-RA	75	0.467	-0.200	0.000	cds
Agam	NT_078265.2_47840703-47843289-	gnl|WGS:AAAB|AGAP007585-RA	2587	0.461	-0.201	0.000	cds
Agam	NT_078265.2_47843467-47847210-	gnl|WGS:AAAB|AGAP007585-RA	3744	0.378	-0.239	0.000	cds
Agam	NT_078265.2_47847343-47847671-	gnl|WGS:AAAB|AGAP007585-RA	329	0.447	-0.102	0.000	cds
Agam	NT_078265.2_47847858-47847973-	gnl|WGS:AAAB|AGAP007585-RA	116	0.560	-0.200	0.000	cds
Agam	NT_078265.2_47848086-47848166-	gnl|WGS:AAAB|AGAP007585-RA	81	0.494	-0.350	0.000	cds
Agam	NT_078265.2_47848331-47848408-	gnl|WGS:AAAB|AGAP007585-RA	78	0.423	-0.273	0.000	cds
Agam	NT_078265.2_47848625-47848697-	gnl|WGS:AAAB|AGAP007585-RA	73	0.493	-0.222	0.000	cds
Agam	NT_078265.2_47848804-47851128-	gnl|WGS:AAAB|AGAP007585-RA	2325	0.460	-0.099	0.000	cds
Agam	NT_078265.2_47851270-47853321-	gnl|WGS:AAAB|AGAP007585-RA	2052	0.422	-0.207	0.079	cds
Agam	NT_078265.2_47853476-47853540-	gnl|WGS:AAAB|AGAP007585-RA	65	0.538	-0.429	0.000	cds
Agam	NT_078265.2_47853795-47855727-	gnl|WGS:AAAB|AGAP007585-RA	1933	0.394	-0.214	0.000	cds
Agam	NT_078265.2_47855855-47856970-	gnl|WGS:AAAB|AGAP007585-RA	1116	0.485	-0.242	0.000	cds
Agam	NT_078265.2_47857171-47857271-	gnl|WGS:AAAB|AGAP007585-RA	101	0.554	-0.214	0.000	cds
Agam	NT_078265.2_47857422-47858169-	gnl|WGS:AAAB|AGAP007585-RA	748	0.433	-0.142	0.000	cds
Agam	NT_078265.2_47858311-47858442-	gnl|WGS:AAAB|AGAP007585-RA	132	0.500	-0.030	0.000	cds
Agam	NT_078265.2_47858622-47859044-	gnl|WGS:AAAB|AGAP007585-RA	423	0.518	-0.132	0.000	cds
Agam	NT_078265.2_47859309-47859958-	gnl|WGS:AAAB|AGAP007585-RA	650	0.451	-0.140	0.000	cds
Agam	NT_078265.2_47860143-47861457-	gnl|WGS:AAAB|AGAP007585-RA	1315	0.467	-0.094	0.000	cds
Agam	NT_078265.2_47861553-47863058-	gnl|WGS:AAAB|AGAP007585-RA	1506	0.493	-0.100	0.000	cds
Agam	NT_078265.2_47863143-47863631-	gnl|WGS:AAAB|AGAP007585-RA	489	0.491	-0.025	0.000	cds
Agam	NT_078265.2_47863707-47864324-	gnl|WGS:AAAB|AGAP007585-RA	618	0.392	-0.041	0.000	cds
Agam	NT_078265.2_47864524-47867589-	gnl|WGS:AAAB|AGAP007585-RA	3066	0.455	-0.079	0.000	cds
Agam	NT_078265.2_47867690-47868806-	gnl|WGS:AAAB|AGAP007585-RA	1117	0.462	-0.194	0.000	cds
Agam	NT_078265.2_47868887-47881518-	gnl|WGS:AAAB|AGAP007585-RA	12632	0.466	-0.061	0.000	cds
Agam	NT_078265.2_47987748-47987809+	gnl|WGS:AAAB|AGAP007586-RA	62	0.355	0.182	0.000	cds
Agam	NT_078265.2_47989265-47989323+	gnl|WGS:AAAB|AGAP007586-RA	59	0.356	-0.048	0.000	cds
Agam	NT_078265.2_48007628-48011049+	gnl|WGS:AAAB|AGAP007587-RA	3422	0.480	0.135	0.000	5putr
Agam	NT_078265.2_48011453-48026381+	gnl|WGS:AAAB|AGAP007587-RA	14929	0.481	0.013	0.000	cds
Agam	NT_078265.2_48026704-48030285+	gnl|WGS:AAAB|AGAP007587-RA	3582	0.460	0.020	0.000	cds
Agam	NT_078265.2_48030744-48044300+	gnl|WGS:AAAB|AGAP007587-RA	13557	0.507	-0.026	0.000	cds
Agam	NT_078265.2_48045371-48046703+	gnl|WGS:AAAB|AGAP007587-RA	1333	0.411	0.028	0.015	cds
Agam	NT_078265.2_48046861-48047851+	gnl|WGS:AAAB|AGAP007587-RA	991	0.516	-0.096	0.000	cds
Agam	NT_078265.2_48048226-48048270+	gnl|WGS:AAAB|AGAP007587-RA	45	0.578	0.000	0.000	cds
Agam	NT_078265.2_48048371-48049428+	gnl|WGS:AAAB|AGAP007587-RA	1058	0.378	-0.200	0.000	cds
Agam	NT_078265.2_48050092-48050157+	gnl|WGS:AAAB|AGAP007587-RA	66	0.364	0.500	0.000	cds
Agam	NT_078265.2_48050348-48050429+	gnl|WGS:AAAB|AGAP007587-RA	82	0.439	0.056	0.000	cds
Agam	NT_078265.2_48050612-48050683+	gnl|WGS:AAAB|AGAP007587-RA	72	0.375	0.111	0.000	cds
Agam	NT_078265.2_48050792-48050871+	gnl|WGS:AAAB|AGAP007587-RA	80	0.375	-0.067	0.000	cds
Agam	NT_078265.2_48051013-48051087+	gnl|WGS:AAAB|AGAP007587-RA	75	0.467	-0.314	0.000	cds
Agam	NT_078265.2_48054740-48054824-	gnl|WGS:AAAB|AGAP007591-RA	85	0.400	0.118	0.000	cds
Agam	NT_078265.2_48054907-48054975-	gnl|WGS:AAAB|AGAP007591-RA	69	0.362	0.440	0.000	cds
Agam	NT_078265.2_48061073-48061158-	gnl|WGS:AAAB|AGAP007592-RA	86	0.349	0.067	0.000	cds
Agam	NT_078265.2_48061296-48061363-	gnl|WGS:AAAB|AGAP007592-RA	68	0.353	0.083	0.000	cds
Agam	NT_078265.2_48062033-48062119-	gnl|WGS:AAAB|AGAP007592-RA	87	0.586	0.294	0.000	cds
Agam	NT_078265.2_48062357-48063007-	gnl|WGS:AAAB|AGAP007592-RA	651	0.355	-0.100	0.000	cds
Agam	NT_078265.2_48063134-48063215-	gnl|WGS:AAAB|AGAP007592-RA	82	0.341	-0.071	0.000	cds
Agam	NT_078265.2_48063292-48065244-	gnl|WGS:AAAB|AGAP007592-RA	1953	0.400	-0.077	0.000	cds
Agam	NT_078265.2_48065418-48065482-	gnl|WGS:AAAB|AGAP007592-RA	65	0.369	0.583	0.000	cds
Agam	NT_078265.2_48068898-48069480-	gnl|WGS:AAAB|AGAP007592-RA	583	0.467	0.000	0.000	cds
Agam	NT_078265.2_48069914-48082135-	gnl|WGS:AAAB|AGAP007592-RA	12222	0.484	0.063	0.000	cds
Agam	NT_078265.2_48082224-48082865-	gnl|WGS:AAAB|AGAP007592-RA	642	0.503	-0.034	0.000	cds
Agam	NT_078265.2_48086537-48090070-	gnl|WGS:AAAB|AGAP007593-RA	3534	0.382	-0.027	0.000	cds
Agam	NT_078265.2_48090164-48090234-	gnl|WGS:AAAB|AGAP007593-RA	71	0.465	0.212	0.000	cds
Agam	NT_078265.2_48090389-48090470-	gnl|WGS:AAAB|AGAP007593-RA	82	0.439	0.278	0.000	cds
Agam	NT_078265.2_48091051-48093186-	gnl|WGS:AAAB|AGAP007593-RA	2136	0.471	0.027	0.000	cds
Agam	NT_078265.2_48093365-48094148-	gnl|WGS:AAAB|AGAP007593-RA	784	0.430	0.033	0.000	cds
Agam	NT_078265.2_48094306-48094618-	gnl|WGS:AAAB|AGAP007593-RA	313	0.524	-0.012	0.000	5putr
Agam	NT_078265.2_48095502-48095561-	gnl|WGS:AAAB|AGAP007594-RA	60	0.450	0.111	0.000	cds
Agam	NT_078265.2_48095656-48095742-	gnl|WGS:AAAB|AGAP007594-RA	87	0.517	0.200	0.000	cds
Agam	NT_078265.2_48095856-48095913-	gnl|WGS:AAAB|AGAP007594-RA	58	0.483	-0.143	0.000	cds
Agam	NT_078265.2_48096748-48096815+	gnl|WGS:AAAB|AGAP007595-RA	68	0.485	-0.273	0.000	cds
Agam	NT_078265.2_48097847-48097917+	gnl|WGS:AAAB|AGAP007595-RA	71	0.366	0.231	0.000	cds
Agam	NT_078265.2_48098020-48098102+	gnl|WGS:AAAB|AGAP007595-RA	83	0.386	0.125	0.000	cds
Agam	NT_078265.2_48098223-48098289+	gnl|WGS:AAAB|AGAP007595-RA	67	0.388	-0.308	0.000	cds
Agam	NT_078265.2_48098373-48098463+	gnl|WGS:AAAB|AGAP007595-RA	91	0.396	-0.389	0.000	cds
Agam	NT_078265.2_48103852-48109091-	gnl|WGS:AAAB|AGAP007596-RA	5240	0.389	-0.089	0.000	cds
Agam	NT_078265.2_48109226-48109326-	gnl|WGS:AAAB|AGAP007596-RA	101	0.396	0.150	0.000	cds
Agam	NT_078265.2_48109493-48110449-	gnl|WGS:AAAB|AGAP007596-RA	957	0.411	-0.048	0.000	cds
Agam	NT_078265.2_48110613-48110686-	gnl|WGS:AAAB|AGAP007596-RA	74	0.446	0.212	0.000	cds
Agam	NT_078265.2_48110880-48110963-	gnl|WGS:AAAB|AGAP007596-RA	84	0.488	0.366	0.000	cds
Agam	NT_078265.2_48111217-48111308-	gnl|WGS:AAAB|AGAP007596-RA	92	0.413	0.211	0.000	cds
Agam	NT_078265.2_48112058-48112376-	gnl|WGS:AAAB|AGAP007596-RA	319	0.508	-0.370	0.000	cds
Agam	NT_078265.2_48112449-48113369-	gnl|WGS:AAAB|AGAP007596-RA	921	0.447	0.194	0.000	cds
Agam	NT_078265.2_48113884-48119369-	gnl|WGS:AAAB|AGAP007596-RA	5486	0.496	0.067	0.000	5putr
Agam	NT_078265.2_48130796-48130903+	gnl|WGS:AAAB|AGAP007597-RA	108	0.472	-0.451	0.000	cds
