Species	Accession	Length	GCContent	GCSkew	NContent	ExonCount	IntronCount	5pUTRlen	3pUTRlen
Dpul	NCBI_GNO_1400130	774	0.504	-0.046	0.000	1	0	0	0
Dpul	NCBI_GNO_1400132	1094	0.333	0.093	0.000	5	4	0	0
Dpul	fgenesh1_pg.C_scaffold_14000095	1647	0.446	0.010	0.000	2	1	0	0
Dpul	SNAP_00007686	764	0.459	0.003	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000097	3060	0.383	0.056	0.043	5	4	0	0
Dpul	fgenesh1_pg.C_scaffold_14000098	1363	0.348	0.017	0.000	6	5	0	0
Dpul	SNAP_00007690	446	0.392	-0.280	0.000	3	2	0	0
Dpul	SNAP_00007691	324	0.509	-0.091	0.000	1	0	0	0
Dpul	SNAP_00007692	255	0.459	0.026	0.000	1	0	0	0
Dpul	SNAP_00007693	1707	0.404	-0.084	0.000	2	1	0	0
Dpul	PASA_GEN_1400087	1556	0.429	-0.078	0.000	2	1	0	0
Dpul	SNAP_00007695	601	0.511	0.049	0.000	4	3	0	0
Dpul	SNAP_00007696	1582	0.433	0.142	0.000	3	2	0	0
Dpul	NCBI_GNO_1400139	351	0.413	0.034	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_14000101	579	0.446	-0.008	0.000	1	0	0	0
Dpul	fgenesh1_pg.C_scaffold_14000102	1705	0.368	-0.037	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000104	816	0.597	-0.080	0.000	1	0	0	0
Dpul	SNAP_00007705	871	0.437	0.087	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_14000105	5248	0.568	-0.019	0.000	5	4	0	0
Dpul	HUG_NCBI_GNO_1400145	3585	0.487	-0.033	0.000	5	4	0	0
Dpul	HUG_e_gw1.14.168.1	4558	0.480	-0.068	0.000	4	3	0	0
Dpul	HUG_NCBI_GNO_1400146	3757	0.523	-0.078	0.000	5	4	0	0
Dpul	PASA_GEN_1400088	8130	0.444	-0.007	0.000	27	26	0	200
Dpul	SNAP_00007710	365	0.403	-0.088	0.000	2	1	0	0
Dpul	NCBI_GNO_1400150	1636	0.382	0.027	0.000	6	5	0	0
Dpul	SNAP_00007712	760	0.346	0.163	0.000	4	3	0	0
Dpul	SNAP_00007714	2740	0.364	-0.047	0.018	4	3	0	0
Dpul	SNAP_00007715	758	0.437	0.045	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000114	790	0.410	-0.086	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000115	2704	0.450	-0.247	0.000	3	2	0	0
Dpul	HUG_NCBI_GNO_1400158	3554	0.462	-0.016	0.000	5	4	0	0
Dpul	SNAP_00007720	946	0.425	-0.179	0.000	3	2	0	0
Dpul	HUG_NCBI_GNO_1400160	3497	0.468	-0.048	0.000	4	3	0	0
Dpul	NCBI_GNO_1400161	1674	0.392	-0.065	0.000	7	6	0	0
Dpul	fgenesh1_pg.C_scaffold_14000119	518	0.396	-0.171	0.000	3	2	0	0
Dpul	PASA_GEN_1400090	1415	0.433	0.024	0.000	3	2	14	82
Dpul	NCBI_GNO_1400164	351	0.490	-0.430	0.000	1	0	0	0
Dpul	NCBI_GNO_1400165	886	0.394	-0.032	0.000	4	3	22	109
Dpul	e_gw1.14.363.1	270	0.452	-0.049	0.000	1	0	0	0
Dpul	e_gw1.14.54.1	1719	0.361	-0.006	0.000	9	8	0	0
Dpul	PASA_GEN_1400093	5294	0.367	0.026	0.000	21	20	589	20
Dpul	NCBI_GNO_1400170	6040	0.401	0.032	0.000	23	22	0	0
Dpul	NCBI_GNO_1400171	5917	0.403	0.006	0.000	23	22	0	632
Dpul	PASA_GEN_1400014	1653	0.400	0.023	0.000	7	6	102	144
Dpul	e_gw1.14.158.1	2286	0.500	-0.062	0.000	8	7	0	0
Dpul	PASA_GEN_1400016	1600	0.371	0.039	0.000	5	4	273	101
Dpul	PASA_GEN_1400017	1907	0.367	0.024	0.000	5	4	235	85
Dpul	PASA_GEN_1400097	1886	0.365	0.015	0.000	8	7	256	0
Dpul	PASA_GEN_1400098	2296	0.372	-0.015	0.000	9	8	0	84
Dpul	fgenesh1_pg.C_scaffold_14000134	474	0.489	0.112	0.000	3	2	0	0
Dpul	SNAP_00007744	2234	0.530	-0.117	0.000	7	6	0	0
Dpul	SNAP_00007746	7468	0.476	0.027	0.000	7	6	0	0
Dpul	e_gw1.14.110.1	474	0.487	0.117	0.000	3	2	0	0
Dpul	PASA_GEN_1400099	3758	0.372	-0.016	0.000	11	10	0	227
Dpul	PASA_GEN_1400100	10732	0.459	-0.025	0.000	22	21	0	1317
Dpul	fgenesh1_pg.C_scaffold_14000140	2805	0.455	0.071	0.000	4	3	0	0
Dpul	gw1.14.264.1	624	0.662	-0.051	0.000	1	0	0	0
Dpul	fgenesh1_pg.C_scaffold_14000142	1523	0.447	0.066	0.000	2	1	0	0
Dpul	NCBI_GNO_1400184	1416	0.417	-0.025	0.000	5	4	75	0
Dpul	fgenesh1_pg.C_scaffold_14000145	1630	0.379	0.063	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_14000146	2431	0.468	-0.100	0.000	5	4	0	0
Dpul	estExt_fgenesh1_kg.C_140006	3609	0.375	0.050	0.000	5	4	68	235
Dpul	estExt_Genewise1Plus.C_140145	1886	0.361	0.078	0.000	8	7	69	194
Dpul	PASA_GEN_1400108	2272	0.355	0.032	0.000	8	7	117	260
Dpul	PASA_GEN_1400109	2016	0.362	0.015	0.000	7	6	33	437
Dpul	fgenesh1_pg.C_scaffold_14000154	994	0.375	0.110	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000155	665	0.426	-0.011	0.000	3	2	0	0
Dpul	SNAP_00007769	600	0.453	-0.184	0.000	1	0	0	0
Dpul	NCBI_GNO_1400196	711	0.421	-0.070	0.000	1	0	0	0
Dpul	NCBI_GNO_1400198	1302	0.353	-0.155	0.000	1	0	0	0
Dpul	BDE_e_gw1.14.197.1	2021	0.351	0.092	0.000	6	5	0	0
Dpul	fgenesh1_pg.C_scaffold_14000159	1308	0.365	0.023	0.000	5	4	0	0
Dpul	fgenesh1_pg.C_scaffold_14000160	807	0.613	-0.063	0.000	1	0	0	0
Dpul	SNAP_00007777	905	0.317	0.059	0.000	5	4	0	0
Dpul	fgenesh1_pg.C_scaffold_14000162	1231	0.400	-0.077	0.000	2	1	0	0
Dpul	fgenesh1_kg.C_scaffold_14000007	1277	0.411	0.006	0.000	1	0	84	86
Dpul	NCBI_GNO_1400205	1276	0.434	0.036	0.000	5	4	0	0
Dpul	NCBI_GNO_1400206	1420	0.432	0.024	0.000	7	6	0	0
Dpul	NCBI_GNO_1400207	799	0.399	0.041	0.000	3	2	0	0
Dpul	PASA_GEN_1400024	549	0.395	-0.143	0.000	2	1	34	186
Dpul	NCBI_GNO_1400209	652	0.466	-0.059	0.000	3	2	0	0
Dpul	SNAP_00007789	1395	0.498	-0.085	0.000	1	0	0	0
Dpul	fgenesh1_pg.C_scaffold_14000167	1902	0.446	-0.054	0.000	7	6	0	0
Dpul	NCBI_GNO_1400212	1655	0.451	-0.086	0.000	3	2	247	0
Dpul	gw1.14.172.1	5626	0.445	-0.026	0.000	2	1	0	0
Dpul	SNAP_00007797	1243	0.438	-0.051	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000173	1276	0.454	0.036	0.000	3	2	0	0
Dpul	SNAP_00007799	1135	0.398	-0.013	0.000	6	5	0	0
Dpul	SNAP_00007800	984	0.501	-0.079	0.000	1	0	0	0
Dpul	gw1.14.222.1	813	0.520	-0.045	0.000	1	0	0	0
Dpul	NCBI_GNO_1400220	1086	0.506	-0.053	0.000	1	0	0	0
Dpul	fgenesh1_pg.C_scaffold_14000177	1123	0.466	-0.120	0.000	2	1	0	0
Dpul	NCBI_GNO_1400222	1425	0.456	0.000	0.000	3	2	0	0
Dpul	estExt_fgenesh1_pg.C_140179	867	0.433	-0.088	0.000	2	1	88	379
Dpul	gw1.14.306.1	198	0.556	-0.200	0.000	1	0	0	0
Dpul	SNAP_00007807	668	0.491	-0.299	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000181	2614	0.414	-0.031	0.000	7	6	0	0
Dpul	SNAP_00007809	1837	0.533	0.021	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000183	1835	0.532	0.021	0.000	3	2	0	0
Dpul	NCBI_GNO_1400228	468	0.468	-0.096	0.000	1	0	0	0
Dpul	NCBI_GNO_1400230	1259	0.454	-0.105	0.000	3	2	0	310
Dpul	gw1.14.69.1	5694	0.439	0.059	0.000	4	3	0	0
Dpul	PASA_GEN_1400026	642	0.380	-0.115	0.000	1	0	152	148
Dpul	estExt_fgenesh1_kg.C_140009	1611	0.404	-0.026	0.000	5	4	58	82
Dpul	e_gw1.14.246.1	1169	0.411	0.027	0.000	5	4	0	0
Dpul	SNAP_00007826	4943	0.534	-0.188	0.000	5	4	0	0
Dpul	NCBI_GNO_1400235	4271	0.429	-0.022	0.000	11	10	83	522
Dpul	PASA_GEN_1400115	4271	0.432	0.028	0.000	10	9	0	1198
Dpul	fgenesh1_pg.C_scaffold_14000201	861	0.373	-0.009	0.000	3	2	0	0
Dpul	PASA_GEN_1400116	4856	0.453	-0.005	0.000	14	13	0	290
Dpul	PASA_GEN_1400117	988	0.422	-0.108	0.000	2	1	0	409
Dpul	PASA_GEN_1400118	1112	0.399	0.005	0.000	3	2	178	354
Dpul	fgenesh1_pg.C_scaffold_14000206	1797	0.449	-0.076	0.000	7	6	0	0
Dpul	e_gw1.14.180.1	4491	0.519	0.018	0.000	4	3	0	0
Dpul	NCBI_GNO_1400244	423	0.610	-0.132	0.000	1	0	0	0
Dpul	SNAP_00007839	4540	0.465	-0.087	0.000	8	7	0	0
Dpul	SNAP_00007840	5524	0.434	0.035	0.018	6	5	0	0
Dpul	fgenesh1_pg.C_scaffold_14000212	606	0.513	-0.132	0.000	3	2	0	0
Dpul	PASA_GEN_1400035	790	0.456	-0.217	0.000	3	2	63	160
Dpul	NCBI_GNO_1400250	560	0.470	-0.125	0.000	3	2	70	0
Dpul	PASA_GEN_1400119	4629	0.497	-0.110	0.000	3	2	0	247
Dpul	NCBI_GNO_1400252	604	0.447	-0.096	0.000	3	2	0	134
Dpul	estExt_fgenesh1_pg.C_140217	774	0.398	-0.143	0.000	4	3	45	132
Dpul	fgenesh1_pg.C_scaffold_14000218	576	0.484	-0.204	0.000	3	2	0	0
Dpul	SNAP_00007848	619	0.488	-0.232	0.000	3	2	0	0
Dpul	NCBI_GNO_1400256	1261	0.431	-0.158	0.000	4	3	0	0
Dpul	PASA_GEN_1400122	798	0.464	-0.195	0.000	3	2	0	143
Dpul	SNAP_00007851	909	0.508	-0.303	0.000	4	3	0	0
Dpul	PASA_GEN_1400038	914	0.458	-0.251	0.000	4	3	43	58
Dpul	PASA_GEN_1400123	781	0.457	-0.176	0.000	3	2	0	174
Dpul	PASA_GEN_1400124	1342	0.494	-0.231	0.000	2	1	0	207
Dpul	estExt_fgenesh1_pg.C_140226	1107	0.486	-0.193	0.000	3	2	0	223
Dpul	PASA_GEN_1400125	849	0.476	-0.277	0.000	3	2	0	144
Dpul	PASA_GEN_1400039	821	0.470	-0.254	0.000	3	2	46	130
Dpul	fgenesh1_pg.C_scaffold_14000229	667	0.430	-0.066	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000230	1649	0.441	0.048	0.168	2	1	0	0
Dpul	PASA_GEN_1400040	795	0.463	-0.168	0.000	3	2	46	102
Dpul	PASA_GEN_1400041	841	0.396	-0.195	0.000	3	2	53	192
Dpul	e_gw1.14.115.1	207	0.589	0.066	0.000	1	0	0	0
Dpul	NCBI_GNO_1400271	573	0.597	-0.158	0.000	1	0	0	0
Dpul	PASA_GEN_1400042	755	0.401	-0.162	0.000	3	2	45	189
Dpul	fgenesh1_pg.C_scaffold_14000236	1166	0.512	-0.209	0.000	4	3	0	0
Dpul	fgenesh1_pg.C_scaffold_14000237	674	0.525	-0.181	0.000	3	2	0	0
Dpul	SNAP_00007869	1161	0.555	-0.335	0.000	3	2	0	0
Dpul	PASA_GEN_1400044	804	0.449	-0.241	0.000	3	2	42	118
Dpul	estExt_fgenesh1_pg.C_140240	1184	0.455	-0.228	0.000	4	3	53	185
Dpul	fgenesh1_pg.C_scaffold_14000241	1401	0.388	0.006	0.000	5	4	0	0
Dpul	NCBI_GNO_1400277	732	0.448	-0.067	0.000	1	0	0	0
Dpul	PASA_GEN_1400046	497	0.384	-0.173	0.000	1	0	24	227
Dpul	SNAP_00007875	604	0.452	-0.099	0.000	2	1	0	0
Dpul	PASA_GEN_1400047	1366	0.359	-0.108	0.000	4	3	164	108
Dpul	fgenesh1_pm.C_scaffold_14000019	1780	0.410	-0.003	0.000	9	8	0	0
Dpul	estExt_Genewise1Plus.C_140228	2618	0.370	-0.043	0.000	11	10	0	43
Dpul	estExt_fgenesh1_pm.C_140020	2074	0.388	-0.045	0.000	9	8	77	295
Dpul	PASA_GEN_1400126	1457	0.415	0.020	0.000	6	5	0	192
Dpul	e_gw1.14.282.1	643	0.356	0.057	0.000	3	2	0	0
Dpul	PASA_GEN_1400048	1461	0.354	0.002	0.000	6	5	59	55
Dpul	PASA_GEN_1400128	4040	0.449	-0.080	0.000	14	13	0	378
Dpul	SNAP_00007884	1134	0.440	0.014	0.000	1	0	0	0
Dpul	SPA_estExt_fgenesh1_pg.C_140255	818	0.358	0.044	0.000	4	3	89	93
Dpul	estExt_fgenesh1_kg.C_140020	3493	0.424	0.018	0.000	9	8	30	299
Dpul	PASA_GEN_1400129	1203	0.451	-0.114	0.000	3	2	0	311
Dpul	PASA_GEN_1400130	4522	0.438	-0.148	0.000	4	3	0	1026
Dpul	fgenesh1_pg.C_scaffold_14000261	789	0.546	-0.030	0.000	1	0	0	0
Dpul	SNAP_00007891	4527	0.401	-0.013	0.000	11	10	0	0
Dpul	PASA_GEN_1400133	2456	0.398	-0.002	0.000	10	9	51	178
Dpul	fgenesh1_pg.C_scaffold_14000265	763	0.670	0.119	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_14000266	402	0.557	0.062	0.000	1	0	0	0
Dpul	e_gw1.14.273.1	4340	0.426	0.030	0.000	4	3	0	0
Dpul	PASA_GEN_1400053	1235	0.398	-0.110	0.000	4	3	148	143
Dpul	fgenesh1_pg.C_scaffold_14000268	1537	0.387	0.015	0.000	7	6	0	0
Dpul	PASA_GEN_1400134	1124	0.394	-0.029	0.000	3	2	0	263
Dpul	estExt_fgenesh1_pg.C_140270	7764	0.416	-0.056	0.000	23	22	0	0
Dpul	fgenesh1_pg.C_scaffold_14000271	1355	0.379	0.021	0.000	6	5	0	0
Dpul	PASA_GEN_1400135	2379	0.388	0.026	0.000	10	9	0	131
Dpul	SNAP_00007902	1517	0.386	0.005	0.000	4	3	0	0
Dpul	SNAP_00007903	3551	0.385	0.075	0.000	14	13	0	0
Dpul	e_gw1.14.230.1	1441	0.395	0.009	0.000	6	5	0	0
Dpul	PASA_GEN_1400136	3835	0.367	0.041	0.000	16	15	0	211
Dpul	PASA_GEN_1400137	5710	0.385	0.005	0.000	10	9	129	0
Dpul	NCBI_GNO_1400308	3232	0.418	-0.030	0.000	13	12	0	0
Dpul	PASA_GEN_1400138	2210	0.396	-0.001	0.000	10	9	0	97
Dpul	PASA_GEN_1400054	623	0.411	-0.094	0.000	2	1	82	183
Dpul	fgenesh1_pg.C_scaffold_14000282	907	0.515	-0.071	0.000	3	2	0	0
Dpul	NCBI_GNO_1400312	1846	0.497	0.133	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14000284	1039	0.392	0.027	0.000	2	1	0	0
Dpul	NCBI_GNO_1400314	573	0.330	-0.090	0.000	4	3	0	0
Dpul	NCBI_GNO_1400315	243	0.383	-0.140	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_14000285	1197	0.473	-0.053	0.000	4	3	0	0
Dpul	NCBI_GNO_1400317	273	0.432	-0.085	0.000	2	1	0	0
Dpul	PASA_GEN_1400057	496	0.411	-0.118	0.000	2	1	146	22
Dpul	e_gw1.14.141.1	2555	0.412	-0.040	0.000	12	11	0	0
Dpul	SNAP_00007922	543	0.370	-0.035	0.000	4	3	0	0
Dpul	SNAP_00007923	305	0.364	0.153	0.000	2	1	0	0
Dpul	SNAP_00007924	627	0.383	0.033	0.000	3	2	0	0
Dpul	estExt_fgenesh1_kg.C_140024	962	0.419	0.002	0.000	3	2	49	67
Dpul	fgenesh1_kg.C_scaffold_14000028	1788	0.360	0.084	0.000	9	8	1	80
Dpul	PASA_GEN_1400062	763	0.370	-0.085	0.000	3	2	93	270
Dpul	NCBI_GNO_1400325	2517	0.381	-0.015	0.000	10	9	0	547
Dpul	NCBI_GNO_1400326	3985	0.429	0.057	0.000	10	9	0	858
Dpul	fgenesh1_pg.C_scaffold_14000300	1170	0.410	0.050	0.000	5	4	0	0
Dpul	NCBI_GNO_1400328	2460	0.412	0.076	0.000	6	5	0	0
Dpul	fgenesh1_pg.C_scaffold_14000302	1343	0.406	0.009	0.000	3	2	0	0
Dpul	NCBI_GNO_1400330	2370	0.421	0.056	0.000	6	5	0	0
Dpul	NCBI_GNO_1400331	2331	0.401	0.054	0.000	6	5	0	0
Dpul	SNAP_00007932	2026	0.379	0.066	0.000	4	3	0	0
Dpul	SNAP_00007933	2263	0.473	0.036	0.000	7	6	0	0
Dpul	PASA_GEN_1400142	2838	0.428	-0.061	0.000	7	6	0	99
Dpul	PASA_GEN_1400063	1559	0.427	0.039	0.000	4	3	160	354
Dpul	NCBI_GNO_1400336	1432	0.438	-0.129	0.000	4	3	3	80
Dpul	PASA_GEN_1400144	1655	0.439	-0.019	0.000	4	3	96	56
Dpul	PASA_GEN_1400064	1723	0.381	0.043	0.000	5	4	69	40
Dpul	gw1.14.375.1	607	0.422	0.062	0.000	3	2	0	0
Dpul	NCBI_GNO_1400340	1649	0.427	-0.085	0.000	6	5	80	244
Dpul	PASA_GEN_1400145	1907	0.415	0.008	0.000	6	5	44	234
Dpul	e_gw1.14.336.1	1350	0.398	0.009	0.000	5	4	0	0
Dpul	PASA_GEN_1400067	1228	0.406	-0.092	0.000	4	3	145	82
Dpul	SNAP_00007942	903	0.430	0.077	0.000	1	0	0	0
Dpul	SNAP_00007943	814	0.430	0.051	0.000	4	3	0	0
Dpul	SNAP_00007944	897	0.359	0.143	0.000	4	3	0	0
Dpul	fgenesh1_pg.C_scaffold_14000319	705	0.491	-0.318	0.000	3	2	0	0
Dpul	gw1.14.308.1	198	0.545	-0.167	0.000	1	0	0	0
Dpul	fgenesh1_pg.C_scaffold_14000321	712	0.494	-0.307	0.000	3	2	0	0
Dpul	PASA_GEN_1400146	3137	0.417	-0.068	0.000	6	5	0	738
Dpul	fgenesh1_pg.C_scaffold_14000323	584	0.454	-0.223	0.000	2	1	0	0
Dpul	PASA_GEN_1400147	3215	0.391	-0.003	0.000	9	8	249	518
Dpul	e_gw1.14.14.1	2954	0.410	-0.030	0.000	10	9	0	0
Dpul	PASA_GEN_1400068	1110	0.413	0.114	0.000	4	3	121	212
Dpul	NCBI_GNO_1400352	3162	0.402	0.052	0.000	13	12	0	120
Dpul	NCBI_GNO_1400353	3131	0.398	0.036	0.000	13	12	0	86
Dpul	NCBI_GNO_1400354	522	0.368	-0.031	0.000	4	3	0	0
Dpul	NCBI_GNO_1400355	679	0.411	-0.025	0.000	2	1	0	0
Dpul	NCBI_GNO_1400356	1262	0.462	-0.136	0.000	3	2	0	130
Dpul	fgenesh1_pg.C_scaffold_14000329	1741	0.446	0.044	0.000	5	4	0	0
Dpul	fgenesh1_pg.C_scaffold_14000330	1612	0.379	0.034	0.000	3	2	0	0
Dpul	SNAP_00007958	2368	0.389	0.022	0.549	5	4	0	0
Dpul	SNAP_00007959	964	0.515	-0.153	0.000	2	1	0	0
Dpul	SNAP_00028603	2406	0.436	0.059	0.000	1	0	0	0
Dpul	NCBI_GNO_14000003	267	0.479	0.031	0.000	1	0	0	0
Dpul	SNAP_00028605	350	0.394	0.101	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_140000004	9504	0.516	-0.094	0.011	12	11	0	0
Dpul	fgenesh1_pg.C_scaffold_140000005	1736	0.405	0.101	0.000	2	1	0	0
Dpul	SNAP_00028614	1771	0.400	0.117	0.000	3	2	0	0
Dpul	NCBI_GNO_14000010	1303	0.365	0.069	0.000	4	3	0	0
Dpul	fgenesh1_pg.C_scaffold_140000007	2678	0.407	-0.081	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_140000008	3713	0.422	-0.195	0.000	2	1	0	0
Dpul	NCBI_GNO_14000015	450	0.460	0.053	0.000	1	0	0	0
Dpul	NCBI_GNO_14000016	762	0.505	-0.018	0.000	1	0	0	0
Dpul	fgenesh1_pg.C_scaffold_140000011	819	0.422	-0.046	0.000	1	0	0	0
Dpul	SNAP_00028621	421	0.392	-0.200	0.000	3	2	0	0
Dpul	NCBI_GNO_14000021	408	0.417	-0.235	0.000	1	0	0	0
Dpul	NCBI_GNO_14000022	1909	0.407	0.030	0.000	2	1	0	0
Dpul	NCBI_GNO_14000023	279	0.437	0.180	0.000	1	0	0	0
Dpul	fgenesh1_pg.C_scaffold_140000014	731	0.390	0.004	0.000	2	1	0	0
Dpul	NCBI_GNO_14000026	1123	0.366	0.114	0.000	3	2	0	0
Dpul	NCBI_GNO_14000027	8253	0.547	0.023	0.101	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_140000016	991	0.534	0.096	0.000	2	1	0	0
Dpul	SNAP_00028635	1303	0.546	-0.045	0.000	3	2	0	0
Dpul	e_gw1.140.7.1	558	0.475	-0.275	0.000	1	0	0	0
Dpul	SNAP_00028639	691	0.459	0.009	0.000	3	2	0	0
Dpul	SNAP_00028640	1830	0.467	0.026	0.000	1	0	0	0
Dpul	SNAP_00028641	759	0.485	0.071	0.000	1	0	0	0
Dpul	SNAP_00028642	2738	0.443	0.013	0.000	3	2	0	0
Dpul	SNAP_00028644	462	0.504	0.013	0.000	1	0	0	0
Dpul	NCBI_GNO_14000031	507	0.481	-0.475	0.000	1	0	0	0
Dpul	NCBI_GNO_14000032	804	0.438	-0.188	0.000	1	0	0	0
Dpul	NCBI_GNO_14000033	231	0.338	-0.051	0.000	2	1	0	0
Dpul	NCBI_GNO_14000034	17104	0.424	-0.080	0.007	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_140000026	2517	0.404	-0.069	0.000	2	1	0	0
Dpul	NCBI_GNO_14000036	3644	0.417	-0.145	0.063	2	1	0	0
Dpul	NCBI_GNO_14000037	702	0.447	-0.032	0.000	1	0	0	0
Dpul	NCBI_GNO_14000038	465	0.415	-0.161	0.000	1	0	0	0
Dpul	estExt_fgenesh1_pg.C_1400028	6580	0.412	-0.002	0.000	14	13	0	0
Dpul	NCBI_GNO_14000041	1847	0.349	0.096	0.000	5	4	0	0
Dpul	NCBI_GNO_14000042	1109	0.407	0.073	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_140000031	792	0.388	0.016	0.000	3	2	0	0
Dpul	NCBI_GNO_14000044	1100	0.553	-0.112	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_140000033	1778	0.502	-0.039	0.000	5	4	0	0
Dpul	fgenesh1_pg.C_scaffold_140000034	1262	0.537	0.139	0.000	2	1	0	0
Dpul	NCBI_GNO_14000048	956	0.406	0.088	0.000	2	1	0	0
Dpul	SNAP_00028672	1071	0.524	-0.066	0.000	1	0	0	0
Dpul	SNAP_00028673	1326	0.579	-0.237	0.000	1	0	0	0
Dpul	SNAP_00028674	836	0.546	-0.096	0.060	2	1	0	0
Dpul	SNAP_00028675	1071	0.524	-0.066	0.000	1	0	0	0
Dpul	SNAP_00028676	1326	0.579	-0.237	0.000	1	0	0	0
Dpul	NCBI_GNO_14000051	1036	0.418	-0.173	0.000	4	3	0	0
Dpul	fgenesh1_pg.C_scaffold_140000038	3717	0.448	-0.036	0.357	2	1	0	0
Dpul	NCBI_GNO_14000052	198	0.434	0.163	0.000	1	0	0	0
Dpul	gw1.140.15.1	241	0.411	-0.131	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_140000041	2729	0.428	0.035	0.000	5	4	0	0
Dpul	NCBI_GNO_14000057	2374	0.492	0.081	0.000	6	5	0	0
Dpul	NCBI_GNO_14000058	1146	0.456	0.021	0.000	5	4	0	0
Dpul	NCBI_GNO_14000059	1960	0.392	0.034	0.000	8	7	0	0
Dpul	NCBI_GNO_14000060	590	0.341	0.035	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_140000044	1069	0.440	0.013	0.000	3	2	0	0
Dpul	NCBI_GNO_14000061	432	0.373	0.093	0.000	1	0	0	0
Dpul	SNAP_00028695	1507	0.432	-0.045	0.000	5	4	0	0
Dpul	NCBI_GNO_14000063	861	0.394	0.038	0.000	1	0	0	0
Dpul	PASA_GEN_140000001	823	0.429	0.048	0.000	2	1	215	114
Dpul	SNAP_00038755	300	0.493	0.122	0.000	1	0	0	0
Dpul	SNAP_00048131	972	0.710	-0.035	0.000	1	0	0	0
Dpul	NCBI_GNO_140100001	369	0.431	0.094	0.000	3	2	0	0
Dpul	fgenesh1_pg.C_scaffold_14017000001	616	0.562	-0.162	0.000	2	1	0	0
Dpul	fgenesh1_pg.C_scaffold_14019000001	626	0.543	-0.024	0.000	2	1	1	0
Dpul	NCBI_GNO_1402900001	241	0.535	-0.039	0.000	1	0	0	0
Dpul	SNAP_00038758	390	0.385	-0.040	0.000	2	1	0	0
Dpul	NCBI_GNO_140300002	776	0.363	0.206	0.000	4	3	0	0
Dpul	NCBI_GNO_1403400001	308	0.620	-0.058	0.000	1	0	0	0
Dpul	fgenesh1_pg.C_scaffold_1404000001	414	0.471	0.179	0.000	1	0	0	0
Dpul	NCBI_GNO_140400001	491	0.393	-0.047	0.000	3	2	0	0
Dpul	NCBI_GNO_140400002	2709	0.370	0.020	0.254	4	3	0	0
Dpul	SNAP_00048153	843	0.473	-0.008	0.000	3	2	0	0
Dpul	NCBI_GNO_1404500001	404	0.408	-0.139	0.000	1	0	0	0
Dpul	PASA_GEN_140500001	1509	0.453	0.015	0.000	6	5	89	306
Dpul	PASA_GEN_140500002	1077	0.435	-0.122	0.000	4	3	59	190
Dpul	e_gw1.14055.1.1	171	0.649	-0.099	0.000	1	0	0	0
Dpul	fgenesh1_pg.C_scaffold_14058000001	634	0.532	0.009	0.000	1	0	1	0
Dpul	NCBI_GNO_1405800003	318	0.538	0.064	0.000	1	0	0	0
Dpul	NCBI_GNO_140600001	564	0.426	-0.117	0.000	1	0	0	0
Dpul	SNAP_00038772	2613	0.436	-0.240	0.000	1	0	0	0
Dpul	SNAP_00038773	606	0.487	-0.227	0.000	1	0	0	0
Dpul	NCBI_GNO_1406100001	285	0.393	-0.089	0.000	1	0	0	0
Dpul	NCBI_GNO_140700001	368	0.410	-0.007	0.000	3	2	0	0
Dpul	NCBI_GNO_140700002	299	0.408	-0.016	0.000	2	1	0	0
Dpul	NCBI_GNO_1407100001	993	0.429	-0.005	0.001	1	0	0	0
Dpul	estExt_Genewise1.C_140720001	1044	0.408	0.052	0.000	4	3	34	1
Dpul	SNAP_00038775	258	0.457	0.000	0.000	1	0	0	0
Dpul	SNAP_00038776	276	0.569	0.108	0.000	1	0	0	0
Dpul	NCBI_GNO_140900001	397	0.469	0.022	0.000	1	0	0	0
Dpul	SNAP_00038780	408	0.463	0.079	0.000	1	0	0	0
Dpul	SNAP_00038781	276	0.569	0.108	0.000	1	0	0	0
