piLocusID	MrnaID
DpulILC-12946	fgenesh1_pg.C_scaffold_1680000001
DpulILC-12951	fgenesh1_pg.C_scaffold_1684000001
DpulILC-12957	estExt_fgenesh1_pm.C_1690001
DpulILC-12959	SPA_JAA_estExt_fgenesh1_pg.C_1690003
DpulILC-12961	PASA_GEN_16900008
DpulILC-12963	PASA_GEN_16900003
DpulILC-12964	PASA_GEN_16900002
DpulILC-12965	estExt_Genewise1.C_1690010
DpulILC-12966	PASA_GEN_16900011
DpulILC-12968	PASA_GEN_16900012
DpulILC-12969	estExt_Genewise1Plus.C_1690015
DpulILC-12970	gw1.169.9.1
DpulILC-12971	NCBI_GNO_16900012
DpulILC-12973	NCBI_GNO_16900013
DpulILC-12974	SNAP_00030462
DpulILC-12976	SNAP_00030463
DpulILC-12977	SNAP_00030464
DpulILC-12978	SNAP_00030465
DpulILC-12980	NCBI_GNO_16900018
DpulILC-12982	SNAP_00030469
DpulILC-12984	e_gw1.169.20.1
DpulILC-12985	SNAP_00030471
DpulILC-12986	SNAP_00030472
DpulILC-12988	fgenesh1_pg.C_scaffold_169000017
DpulILC-12990	fgenesh1_pg.C_scaffold_169000018
DpulILC-12992	SNAP_00030480
DpulILC-12994	fgenesh1_pg.C_scaffold_169000020
DpulILC-12996	fgenesh1_pg.C_scaffold_169000021
DpulILC-12997	NCBI_GNO_16900029
DpulILC-12998	NCBI_GNO_16900030
DpulILC-12999	fgenesh1_pg.C_scaffold_169000023
DpulILC-13001	fgenesh1_pg.C_scaffold_169000024
DpulILC-13003	SNAP_00030486
DpulILC-13005	NCBI_GNO_16900035
DpulILC-13007	gw1.169.10.1
DpulILC-13009	fgenesh1_pg.C_scaffold_169000029
DpulILC-13012	e_gw1.1695.1.1
DpulILC-13015	PASA_GEN_169800001
DpulILC-13016	fgenesh1_pg.C_scaffold_1698000002
DpulILC-13018	NCBI_GNO_169900001
DpulILC-13019	gw1.1699.1.1
DpulILC-13022	NCBI_GNO_1700001
DpulILC-13024	NCBI_GNO_1700002
DpulILC-13025	NCBI_GNO_1700003
DpulILC-13027	fgenesh1_pg.C_scaffold_17000004
DpulILC-13028	NCBI_GNO_1700005
DpulILC-13029	NCBI_GNO_1700006
DpulILC-13030	NCBI_GNO_1700007
DpulILC-13031	NCBI_GNO_1700008
DpulILC-13033	SNAP_00008721
DpulILC-13034	SNAP_00008722
DpulILC-13035	SNAP_00008723
DpulILC-13037	e_gw1.17.87.1
DpulILC-13039	NCBI_GNO_1700012
DpulILC-13041	SNAP_00008727
DpulILC-13042	estExt_fgenesh1_pg.C_170014
DpulILC-13043	estExt_Genewise1Plus.C_170014
DpulILC-13044	NCBI_GNO_1700015
DpulILC-13046	NCBI_GNO_1700016
DpulILC-13048	SNAP_00008732
DpulILC-13050	estExt_fgenesh1_pg.C_170018
DpulILC-13051	NCBI_GNO_1700019
DpulILC-13052	SNAP_00008734
DpulILC-13054	fgenesh1_pg.C_scaffold_17000023
DpulILC-13056	NCBI_GNO_1700022
DpulILC-13057	NCBI_GNO_1700023
DpulILC-13058	SNAP_00008736
DpulILC-13060	estExt_fgenesh1_pg.C_170024
DpulILC-13061	NCBI_GNO_1700026
DpulILC-13062	SNAP_00008739
DpulILC-13064	gw1.17.455.1
DpulILC-13065	gw1.17.445.1
DpulILC-13067	fgenesh1_pg.C_scaffold_17000027
DpulILC-13069	NCBI_GNO_1700028
DpulILC-13071	fgenesh1_pg.C_scaffold_17000029
DpulILC-13072	fgenesh1_pg.C_scaffold_17000030
DpulILC-13074	NCBI_GNO_1700031
DpulILC-13075	NCBI_GNO_1700032
DpulILC-13077	SNAP_00008750
DpulILC-13079	fgenesh1_pg.C_scaffold_17000032
DpulILC-13080	SNAP_00008752
DpulILC-13082	NCBI_GNO_1700035
DpulILC-13084	SNAP_00008754
DpulILC-13085	fgenesh1_pg.C_scaffold_17000034
DpulILC-13087	fgenesh1_pg.C_scaffold_17000035
DpulILC-13089	gw1.17.286.1
DpulILC-13090	e_gw1.17.129.1
DpulILC-13092	SNAP_00008758
DpulILC-13093	SNAP_00008759
DpulILC-13095	SNAP_00008760
DpulILC-13097	fgenesh1_pg.C_scaffold_17000038
DpulILC-13099	SNAP_00008762
DpulILC-13100	fgenesh1_pg.C_scaffold_17000039
DpulILC-13102	SNAP_00008765
DpulILC-13104	NCBI_GNO_1700043
DpulILC-13105	estExt_fgenesh1_pg.C_170041
DpulILC-13106	e_gw1.17.224.1
DpulILC-13107	SNAP_00008770
DpulILC-13108	SNAP_00008771
DpulILC-13109	SNAP_00008772
DpulILC-13111	PASA_GEN_1700005
DpulILC-13113	NCBI_GNO_1700051
DpulILC-13114	NCBI_GNO_1700052
DpulILC-13115	NCBI_GNO_1700053
DpulILC-13117	SNAP_00008777
DpulILC-13118	SNAP_00008778
DpulILC-13120	estExt_fgenesh1_pg.C_170049
DpulILC-13121	NCBI_GNO_1700055
DpulILC-13122	NCBI_GNO_1700056
DpulILC-13124	fgenesh1_pg.C_scaffold_17000053
DpulILC-13125	estExt_fgenesh1_pm.C_170003
DpulILC-13127	gw1.17.342.1
DpulILC-13128	e_gw1.17.465.1
DpulILC-13130	NCBI_GNO_1700060
DpulILC-13131	SNAP_00008788
DpulILC-13132	SNAP_00008789
DpulILC-13133	SNAP_00008791
DpulILC-13135	SNAP_00008792
DpulILC-13136	SNAP_00008793
DpulILC-13137	fgenesh1_pg.C_scaffold_17000060
DpulILC-13138	SNAP_00008795
DpulILC-13139	NCBI_GNO_1700065
DpulILC-13140	e_gw1.17.94.1
DpulILC-13142	NCBI_GNO_1700066
DpulILC-13143	NCBI_GNO_1700067
DpulILC-13144	fgenesh1_pg.C_scaffold_17000063
DpulILC-13146	SNAP_00008799
DpulILC-13147	fgenesh1_pg.C_scaffold_17000067
DpulILC-13149	NCBI_GNO_1700073
DpulILC-13150	SNAP_00008802
DpulILC-13151	fgenesh1_pg.C_scaffold_17000069
DpulILC-13152	NCBI_GNO_1700076
DpulILC-13153	NCBI_GNO_1700077
DpulILC-13154	fgenesh1_pg.C_scaffold_17000071
DpulILC-13155	NCBI_GNO_1700079
DpulILC-13156	NCBI_GNO_1700080
DpulILC-13157	SNAP_00008806
DpulILC-13158	NCBI_GNO_1700082
DpulILC-13159	SNAP_00008808
DpulILC-13160	SNAP_00008809
DpulILC-13161	NCBI_GNO_1700085
DpulILC-13162	NCBI_GNO_1700086
DpulILC-13163	NCBI_GNO_1700087
DpulILC-13164	NCBI_GNO_1700088
DpulILC-13165	NCBI_GNO_1700089
DpulILC-13166	NCBI_GNO_1700090
DpulILC-13167	NCBI_GNO_1700091
DpulILC-13168	NCBI_GNO_1700092
DpulILC-13169	NCBI_GNO_1700093
DpulILC-13170	fgenesh1_pg.C_scaffold_17000079
DpulILC-13171	estExt_fgenesh1_pg.C_170080
DpulILC-13172	SNAP_00008813
DpulILC-13173	e_gw1.17.351.1
DpulILC-13174	NCBI_GNO_1700098
DpulILC-13176	e_gw1.17.170.1
DpulILC-13178	NCBI_GNO_1700100
DpulILC-13180	NCBI_GNO_1700101
DpulILC-13181	SNAP_00008824
DpulILC-13182	NCBI_GNO_1700103
DpulILC-13184	NCBI_GNO_1700104
DpulILC-13185	NCBI_GNO_1700105
DpulILC-13186	estExt_Genewise1Plus.C_170087
DpulILC-13187	estExt_fgenesh1_kg.C_170001
DpulILC-13188	PASA_GEN_1700013
DpulILC-13189	fgenesh1_pg.C_scaffold_17000105
DpulILC-13190	SNAP_00008829
DpulILC-13191	PASA_GEN_1700070
DpulILC-13192	NCBI_GNO_1700112
DpulILC-13193	NCBI_GNO_1700113
DpulILC-13195	fgenesh1_pg.C_scaffold_17000111
DpulILC-13197	NCBI_GNO_1700115
DpulILC-13198	PASA_GEN_1700014
DpulILC-13199	estExt_fgenesh1_kg.C_170013
DpulILC-13200	estExt_Genewise1Plus.C_170106
DpulILC-13202	NCBI_GNO_1700119
DpulILC-13204	NCBI_GNO_1700120
DpulILC-13205	fgenesh1_pg.C_scaffold_17000116
DpulILC-13206	estExt_Genewise1.C_170111
DpulILC-13208	fgenesh1_pg.C_scaffold_17000118
DpulILC-13209	SNAP_00008841
DpulILC-13211	PASA_GEN_1700077
DpulILC-13213	PASA_GEN_1700078
DpulILC-13215	fgenesh1_pg.C_scaffold_17000121
DpulILC-13216	fgenesh1_pg.C_scaffold_17000122
DpulILC-13217	PASA_GEN_1700079
DpulILC-13219	SNAP_00008847
DpulILC-13221	e_gw1.17.200.1
DpulILC-13222	fgenesh1_pg.C_scaffold_17000125
DpulILC-13223	NCBI_GNO_1700134
DpulILC-13225	NCBI_GNO_1700135
DpulILC-13226	fgenesh1_pg.C_scaffold_17000126
DpulILC-13228	PASA_GEN_1700021
DpulILC-13229	estExt_fgenesh1_pg.C_170127
DpulILC-13230	SNAP_00008854
DpulILC-13232	NCBI_GNO_1700140
DpulILC-13234	SNAP_00008858
DpulILC-13235	fgenesh1_pg.C_scaffold_17000129
DpulILC-13236	SNAP_00008860
DpulILC-13237	gw1.17.23.1
DpulILC-13239	fgenesh1_pg.C_scaffold_17000132
DpulILC-13240	PASA_GEN_1700082
DpulILC-13242	e_gw1.17.201.1
DpulILC-13243	fgenesh1_pg.C_scaffold_17000135
DpulILC-13245	SNAP_00008867
DpulILC-13247	NCBI_GNO_1700146
DpulILC-13248	NCBI_GNO_1700147
DpulILC-13250	SNAP_00008869
DpulILC-13251	fgenesh1_pg.C_scaffold_17000137
DpulILC-13252	fgenesh1_pg.C_scaffold_17000138
DpulILC-13254	SNAP_00008872
DpulILC-13256	SNAP_00008873
DpulILC-13257	SNAP_00008874
DpulILC-13258	SNAP_00008875
DpulILC-13259	SNAP_00008876
DpulILC-13260	estExt_Genewise1.C_170132
DpulILC-13261	PASA_GEN_1700083
DpulILC-13262	fgenesh1_pg.C_scaffold_17000145
DpulILC-13263	SNAP_00008880
DpulILC-13264	estExt_Genewise1Plus.C_170137
DpulILC-13265	e_gw1.17.109.1
DpulILC-13267	estExt_fgenesh1_pg.C_170148
DpulILC-13269	NCBI_GNO_1700159
DpulILC-13270	NCBI_GNO_1700160
DpulILC-13271	SNAP_00008885
DpulILC-13272	fgenesh1_pg.C_scaffold_17000152
DpulILC-13273	PASA_GEN_1700085
DpulILC-13275	SNAP_00008888
DpulILC-13277	NCBI_GNO_1700165
DpulILC-13279	SNAP_00008891
DpulILC-13281	fgenesh1_pg.C_scaffold_17000157
DpulILC-13282	NCBI_GNO_1700167
DpulILC-13283	SNAP_00008894
DpulILC-13284	NCBI_GNO_1700169
DpulILC-13285	gw1.17.231.1
DpulILC-13286	estExt_Genewise1.C_170149
DpulILC-13287	PASA_GEN_1700086
DpulILC-13288	SNAP_00008899
DpulILC-13290	JAB_estExt_Genewise1.C_170153
DpulILC-13291	SNAP_00008901
DpulILC-13292	PASA_GEN_1700090
DpulILC-13293	NCBI_GNO_1700177
DpulILC-13294	e_gw1.17.83.1
DpulILC-13296	SNAP_00008907
DpulILC-13297	JAB_estExt_fgenesh1_pm.C_170016
DpulILC-13298	NCBI_GNO_1700180
DpulILC-13300	NCBI_GNO_1700181
DpulILC-13302	SNAP_00008911
DpulILC-13303	NCBI_GNO_1700182
DpulILC-13305	fgenesh1_pg.C_scaffold_17000174
DpulILC-13307	e_gw1.17.133.1
DpulILC-13309	estExt_Genewise1.C_170168
DpulILC-13310	NCBI_GNO_1700185
DpulILC-13311	PASA_GEN_1700091
DpulILC-13313	fgenesh1_pg.C_scaffold_17000178
DpulILC-13314	SNAP_00008919
DpulILC-13315	e_gw1.17.65.1
DpulILC-13316	SNAP_00008921
DpulILC-13317	SNAP_00008922
DpulILC-13319	fgenesh1_pg.C_scaffold_17000181
DpulILC-13321	gw1.17.142.1
DpulILC-13322	fgenesh1_pg.C_scaffold_17000183
DpulILC-13324	e_gw1.17.447.1
DpulILC-13325	e_gw1.17.349.1
DpulILC-13327	PASA_GEN_1700094
DpulILC-13329	PASA_GEN_1700095
DpulILC-13331	estExt_Genewise1Plus.C_170190
DpulILC-13333	estExt_fgenesh1_pg.C_170188
DpulILC-13334	estExt_fgenesh1_pg.C_170189
DpulILC-13335	fgenesh1_pg.C_scaffold_17000190
DpulILC-13336	NCBI_GNO_1700198
DpulILC-13337	NCBI_GNO_1700199
DpulILC-13338	PASA_GEN_1700097
DpulILC-13339	NCBI_GNO_1700201
DpulILC-13340	NCBI_GNO_1700202
DpulILC-13341	NCBI_GNO_1700203
DpulILC-13343	e_gw1.17.216.1
DpulILC-13345	estExt_Genewise1Plus.C_170199
DpulILC-13346	gw1.17.441.1
DpulILC-13347	PASA_GEN_1700100
DpulILC-13348	PASA_GEN_1700101
DpulILC-13349	estExt_fgenesh1_pm.C_170023
DpulILC-13351	PASA_GEN_1700102
DpulILC-13352	estExt_fgenesh1_pg.C_170208
DpulILC-13354	gw1.17.367.1
DpulILC-13355	estExt_Genewise1.C_170226
DpulILC-13356	gw1.17.314.1
DpulILC-13357	estExt_fgenesh1_pg.C_170214
DpulILC-13358	NCBI_GNO_1700217
DpulILC-13359	SNAP_00008955
DpulILC-13360	fgenesh1_pg.C_scaffold_17000217
DpulILC-13361	e_gw1.17.374.1
DpulILC-13362	estExt_Genewise1.C_170233
DpulILC-13363	PASA_GEN_1700105
DpulILC-13364	estExt_Genewise1.C_170239
DpulILC-13366	gw1.17.151.1
DpulILC-13368	fgenesh1_pm.C_scaffold_17000029
DpulILC-13369	fgenesh1_pg.C_scaffold_17000227
DpulILC-13371	fgenesh1_pg.C_scaffold_17000228
DpulILC-13373	fgenesh1_pg.C_scaffold_17000229
DpulILC-13375	e_gw1.17.435.1
DpulILC-13376	SNAP_00008963
DpulILC-13378	PASA_GEN_1700108
DpulILC-13379	NCBI_GNO_1700229
DpulILC-13380	e_gw1.17.285.1
DpulILC-13382	estExt_fgenesh1_kg.C_170023
DpulILC-13384	SNAP_00008971
DpulILC-13385	PASA_GEN_1700110
DpulILC-13387	gw1.17.141.1
DpulILC-13388	fgenesh1_pg.C_scaffold_17000239
DpulILC-13390	SNAP_00008974
DpulILC-13391	NCBI_GNO_1700236
DpulILC-13393	MOL_MOL_estExt_Genewise1Plus.C_170271
DpulILC-13394	SNAP_00008977
DpulILC-13395	SNAP_00008978
DpulILC-13396	fgenesh1_pg.C_scaffold_17000246
DpulILC-13397	SNAP_00008981
DpulILC-13399	estExt_fgenesh1_pg.C_170246
DpulILC-13401	gw1.17.394.1
DpulILC-13402	e_gw1.17.54.1
DpulILC-13403	PASA_GEN_1700114
DpulILC-13404	estExt_fgenesh1_pg.C_170250
DpulILC-13406	estExt_Genewise1.C_170278
DpulILC-13407	SNAP_00008988
DpulILC-13408	PASA_GEN_1700117
DpulILC-13410	e_gw1.17.407.1
DpulILC-13411	gw1.17.476.1
DpulILC-13413	NCBI_GNO_1700249
DpulILC-13414	PASA_GEN_1700119
DpulILC-13415	NCBI_GNO_1700251
DpulILC-13416	estExt_fgenesh1_pg.C_170257
DpulILC-13418	PASA_GEN_1700121
DpulILC-13419	fgenesh1_pg.C_scaffold_17000260
DpulILC-13420	NCBI_GNO_1700255
DpulILC-13421	NCBI_GNO_1700256
DpulILC-13422	NCBI_GNO_1700257
DpulILC-13423	estExt_Genewise1Plus.C_170289
DpulILC-13424	estExt_fgenesh1_pg.C_170265
DpulILC-13425	gw1.17.463.1
DpulILC-13427	estExt_fgenesh1_kg.C_170025
DpulILC-13429	e_gw1.17.386.1
DpulILC-13430	e_gw1.17.427.1
DpulILC-13432	SNAP_00009004
DpulILC-13434	fgenesh1_pg.C_scaffold_17000272
DpulILC-13436	fgenesh1_pg.C_scaffold_17000273
DpulILC-13438	PASA_GEN_1700122
DpulILC-13440	PASA_GEN_1700123
DpulILC-13441	PASA_GEN_1700124
DpulILC-13443	gw1.17.70.1
DpulILC-13445	NCBI_GNO_1700269
DpulILC-13446	SNAP_00009016
DpulILC-13447	e_gw1.17.168.1
DpulILC-13449	NCBI_GNO_1700271
DpulILC-13451	NCBI_GNO_1700272
DpulILC-13452	NCBI_GNO_1700273
DpulILC-13453	fgenesh1_pm.C_scaffold_17000040
DpulILC-13454	NCBI_GNO_1700275
DpulILC-13455	NCBI_GNO_1700276
DpulILC-13456	SNAP_00009021
DpulILC-13457	e_gw1.17.274.1
DpulILC-13458	NCBI_GNO_1700278
DpulILC-13459	PASA_GEN_1700128
DpulILC-13460	NCBI_GNO_1700281
DpulILC-13461	estExt_Genewise1Plus.C_170347
DpulILC-13462	PASA_GEN_1700129
DpulILC-13463	PASA_GEN_1700130
DpulILC-13464	SNAP_00009028
DpulILC-13465	SNAP_00009029
DpulILC-13466	NCBI_GNO_1700286
DpulILC-13467	NCBI_GNO_1700287
DpulILC-13468	SNAP_00009032
DpulILC-13469	SNAP_00009033
DpulILC-13470	SNAP_00009034
DpulILC-13472	fgenesh1_pg.C_scaffold_17000300
DpulILC-13474	NCBI_GNO_1700292
DpulILC-13475	NCBI_GNO_1700293
DpulILC-13476	estExt_Genewise1.C_170351
DpulILC-13477	estExt_fgenesh1_kg.C_170031
DpulILC-13478	estExt_fgenesh1_pg.C_170305
DpulILC-13480	SNAP_00009040
DpulILC-13482	estExt_Genewise1.C_170366
DpulILC-13483	e_gw1.17.262.1
DpulILC-13484	NCBI_GNO_1700300
DpulILC-13486	fgenesh1_pg.C_scaffold_17000310
DpulILC-13487	fgenesh1_pg.C_scaffold_17000311
DpulILC-13488	NCBI_GNO_1700303
DpulILC-13489	fgenesh1_pg.C_scaffold_17000313
DpulILC-13490	NCBI_GNO_1700305
DpulILC-13491	NCBI_GNO_1700307
DpulILC-13492	SNAP_00009050
DpulILC-13494	NCBI_GNO_1700309
DpulILC-13496	SNAP_00009052
DpulILC-13497	SNAP_00009053
DpulILC-13499	NCBI_GNO_1700311
DpulILC-13501	NCBI_GNO_1700313
DpulILC-13502	SNAP_00009057
DpulILC-13504	e_gw1.17.36.1
DpulILC-13505	estExt_fgenesh1_pg.C_170322
DpulILC-13507	SNAP_00009062
DpulILC-13508	fgenesh1_pg.C_scaffold_17000325
DpulILC-13509	NCBI_GNO_1700319
DpulILC-13510	estExt_fgenesh1_pg.C_170325
DpulILC-13511	estExt_Genewise1.C_170378
DpulILC-13512	SNAP_00009070
DpulILC-13513	estExt_fgenesh1_pg.C_170329
DpulILC-13514	SNAP_00009072
DpulILC-13516	SNAP_00009075
DpulILC-13517	e_gw1.17.127.1
DpulILC-13519	PASA_GEN_1700025
DpulILC-13520	NCBI_GNO_1700329
DpulILC-13521	fgenesh1_pg.C_scaffold_17000337
DpulILC-13522	NCBI_GNO_1700330
DpulILC-13523	NCBI_GNO_1700331
DpulILC-13524	fgenesh1_pg.C_scaffold_17000340
DpulILC-13525	SNAP_00009082
DpulILC-13527	NCBI_GNO_1700334
DpulILC-13528	NCBI_GNO_1700335
DpulILC-13530	SNAP_00009085
DpulILC-13532	PASA_GEN_1700163
DpulILC-13533	PASA_GEN_1700142
DpulILC-13535	SNAP_00009090
DpulILC-13536	NCBI_GNO_1700341
DpulILC-13538	SNAP_00009092
DpulILC-13539	fgenesh1_pg.C_scaffold_17000348
DpulILC-13540	SNAP_00009095
DpulILC-13541	estExt_Genewise1Plus.C_170398
DpulILC-13543	e_gw1.17.217.1
DpulILC-13545	dud_estExt_Genewise1Plus.C_170402
DpulILC-13546	NCBI_GNO_1700348
DpulILC-13547	estExt_fgenesh1_kg.C_170037
DpulILC-13548	PASA_GEN_1700033
DpulILC-13549	PASA_GEN_1700145
DpulILC-13550	AST_PASA_GEN_1700146
DpulILC-13551	NCBI_GNO_1700353
DpulILC-13553	PASA_GEN_1700147
DpulILC-13554	NCBI_GNO_1700355
DpulILC-13555	NCBI_GNO_1700356
DpulILC-13556	NCBI_GNO_1700357
DpulILC-13558	estExt_fgenesh1_pg.C_170364
DpulILC-13559	estExt_fgenesh1_pg.C_170366
DpulILC-13561	estExt_Genewise1.C_170423
DpulILC-13562	SNAP_00009108
DpulILC-13563	estExt_Genewise1.C_170425
DpulILC-13564	SNAP_00009109
DpulILC-13566	SNAP_00009110
DpulILC-13568	PASA_GEN_1700151
DpulILC-13569	gw1.17.466.1
DpulILC-13571	estExt_fgenesh1_pg.C_170371
DpulILC-13573	SNAP_00009114
DpulILC-13574	gw1.17.288.1
DpulILC-13576	e_gw1.17.303.1
DpulILC-13577	PASA_GEN_1700153
DpulILC-13578	SNAP_00009117
DpulILC-13579	NCBI_GNO_1700367
DpulILC-13580	NCBI_GNO_1700368
DpulILC-13581	estExt_fgenesh1_pg.C_170376
DpulILC-13583	SNAP_00009123
DpulILC-13585	fgenesh1_pg.C_scaffold_17000380
DpulILC-13587	PASA_GEN_1700043
DpulILC-13589	SNAP_00009130
DpulILC-13591	fgenesh1_pg.C_scaffold_17000382
DpulILC-13592	SNAP_00009131
DpulILC-13593	e_gw1.17.166.1
DpulILC-13595	fgenesh1_pg.C_scaffold_17000386
DpulILC-13596	SNAP_00009136
DpulILC-13597	SNAP_00009137
DpulILC-13599	estExt_Genewise1Plus.C_170452
DpulILC-13602	SNAP_00030499
DpulILC-13604	fgenesh1_pg.C_scaffold_170000001
DpulILC-13606	NCBI_GNO_17000004
DpulILC-13608	NCBI_GNO_17000005
DpulILC-13609	NCBI_GNO_17000006
DpulILC-13611	NCBI_GNO_17000007
DpulILC-13612	NCBI_GNO_17000008
DpulILC-13614	SNAP_00030508
DpulILC-13616	SNAP_00030510
DpulILC-13617	SNAP_00030511
DpulILC-13619	NCBI_GNO_17000014
DpulILC-13620	NCBI_GNO_17000015
DpulILC-13621	SNAP_00030515
DpulILC-13622	NCBI_GNO_17000018
DpulILC-13624	NCBI_GNO_17000019
DpulILC-13625	SNAP_00030518
DpulILC-13627	SNAP_00030520
DpulILC-13629	SNAP_00030521
DpulILC-13631	PASA_GEN_17000003
DpulILC-13632	estExt_fgenesh1_kg.C_1700001
DpulILC-13633	PASA_GEN_17000005
DpulILC-13635	fgenesh1_pg.C_scaffold_170000019
DpulILC-13636	SNAP_00030530
DpulILC-13638	JAA_estExt_Genewise1.C_1700008
DpulILC-13639	SNAP_00030534
DpulILC-13640	e_gw1.170.18.1
DpulILC-13642	SNAP_00030537
DpulILC-13643	SNAP_00030538
DpulILC-13645	estExt_Genewise1.C_1700013
DpulILC-13646	fgenesh1_pg.C_scaffold_170000024
DpulILC-13648	SNAP_00030541
DpulILC-13650	fgenesh1_pg.C_scaffold_170000026
DpulILC-13652	SNAP_00030543
DpulILC-13653	SNAP_00030544
DpulILC-13655	SNAP_00030546
DpulILC-13657	NCBI_GNO_17000032
DpulILC-13659	fgenesh1_pg.C_scaffold_170000028
DpulILC-13660	SNAP_00030550
DpulILC-13662	SNAP_00030551
DpulILC-13664	SNAP_00030552
DpulILC-13666	NCBI_GNO_170200001
DpulILC-13669	fgenesh1_pg.C_scaffold_1703000001
DpulILC-13671	SNAP_00039378
DpulILC-13674	SNAP_00039385
DpulILC-13677	fgenesh1_pg.C_scaffold_1707000001
DpulILC-13679	fgenesh1_pg.C_scaffold_1708000001
DpulILC-13680	fgenesh1_pg.C_scaffold_1708000002
DpulILC-13683	fgenesh1_pg.C_scaffold_171000001
DpulILC-13685	SNAP_00030558
DpulILC-13687	NCBI_GNO_17100004
DpulILC-13689	SNAP_00030566
DpulILC-13690	fgenesh1_pg.C_scaffold_171000007
DpulILC-13692	SNAP_00030568
DpulILC-13694	NCBI_GNO_17100007
DpulILC-13696	SNAP_00030571
DpulILC-13698	NCBI_GNO_17100009
DpulILC-13699	fgenesh1_pg.C_scaffold_171000013
DpulILC-13700	estExt_fgenesh1_kg.C_1710002
DpulILC-13702	e_gw1.171.16.1
DpulILC-13704	PASA_GEN_17100005
DpulILC-13706	SNAP_00030584
DpulILC-13708	SNAP_00030586
DpulILC-13710	e_gw1.171.21.1
DpulILC-13712	SNAP_00030588
DpulILC-13713	SNAP_00030589
DpulILC-13714	PASA_GEN_17100012
DpulILC-13715	SNAP_00030591
DpulILC-13716	estExt_fgenesh1_pg.C_1710024
DpulILC-13718	SNAP_00030593
DpulILC-13719	SNAP_00030594
DpulILC-13721	NCBI_GNO_17100022
DpulILC-13723	NCBI_GNO_17100024
DpulILC-13724	fgenesh1_pg.C_scaffold_171000028
DpulILC-13726	NCBI_GNO_17100028
DpulILC-13727	estExt_Genewise1.C_1710031
DpulILC-13731	SNAP_00039393
DpulILC-13732	SNAP_00039395
DpulILC-13734	NCBI_GNO_171400002
DpulILC-13736	SNAP_00039398
DpulILC-13737	estExt_Genewise1Plus.C_17160001
DpulILC-13739	fgenesh1_pg.C_scaffold_1716000002
DpulILC-13742	NCBI_GNO_171700001
DpulILC-13745	PASA_GEN_17200002
DpulILC-13746	SNAP_00030604
DpulILC-13748	SNAP_00030610
DpulILC-13749	NCBI_GNO_17200002
DpulILC-13751	fgenesh1_pg.C_scaffold_172000003
DpulILC-13753	fgenesh1_pg.C_scaffold_172000004
DpulILC-13755	NCBI_GNO_17200005
DpulILC-13757	fgenesh1_pg.C_scaffold_172000006
DpulILC-13758	NCBI_GNO_17200006
DpulILC-13759	NCBI_GNO_17200007
DpulILC-13761	fgenesh1_pg.C_scaffold_172000008
DpulILC-13762	fgenesh1_pg.C_scaffold_172000009
DpulILC-13763	SNAP_00030625
DpulILC-13764	SNAP_00030626
DpulILC-13766	SNAP_00030628
DpulILC-13768	fgenesh1_pg.C_scaffold_172000011
DpulILC-13770	SNAP_00030634
DpulILC-13772	SNAP_00030639
DpulILC-13774	SNAP_00030640
DpulILC-13776	fgenesh1_pg.C_scaffold_172000014
DpulILC-13778	NCBI_GNO_17200014
DpulILC-13780	fgenesh1_pg.C_scaffold_172000016
DpulILC-13782	SNAP_00030646
DpulILC-13783	NCBI_GNO_17200018
DpulILC-13784	estExt_Genewise1.C_1720002
DpulILC-13786	SNAP_00030654
DpulILC-13788	SNAP_00030655
DpulILC-13790	SNAP_00030656
DpulILC-13792	fgenesh1_pg.C_scaffold_172000023
DpulILC-13793	NCBI_GNO_172000001
DpulILC-13795	NCBI_GNO_172000002
DpulILC-13798	fgenesh1_pg.C_scaffold_1723000001
DpulILC-13802	NCBI_GNO_17300002
DpulILC-13804	NCBI_GNO_17300004
DpulILC-13806	PASA_GEN_17300001
DpulILC-13807	estExt_fgenesh1_pg.C_1730001
DpulILC-13809	fgenesh1_pg.C_scaffold_173000002
DpulILC-13811	fgenesh1_pg.C_scaffold_173000003
DpulILC-13812	PASA_GEN_17300017
DpulILC-13814	NCBI_GNO_17300011
DpulILC-13816	NCBI_GNO_17300012
DpulILC-13818	SNAP_00030668
DpulILC-13820	estExt_fgenesh1_pg.C_1730006
DpulILC-13822	SNAP_00030670
DpulILC-13824	estExt_fgenesh1_pg.C_1730007
DpulILC-13826	fgenesh1_pg.C_scaffold_173000008
DpulILC-13828	PASA_GEN_17300004
DpulILC-13829	PASA_GEN_17300005
DpulILC-13830	PASA_GEN_17300020
DpulILC-13831	NCBI_GNO_17300020
DpulILC-13832	PASA_GEN_17300006
DpulILC-13833	fgenesh1_pg.C_scaffold_173000014
DpulILC-13835	estExt_fgenesh1_kg.C_1730002
DpulILC-13836	e_gw1.173.80.1
DpulILC-13837	estExt_fgenesh1_pg.C_1730018
DpulILC-13838	SNAP_00030685
DpulILC-13839	fgenesh1_pg.C_scaffold_173000020
DpulILC-13840	estExt_fgenesh1_pg.C_1730021
DpulILC-13841	SNAP_00030690
DpulILC-13842	PASA_GEN_17300026
DpulILC-13843	PASA_GEN_17300027
DpulILC-13845	estExt_fgenesh1_pm.C_1730007
DpulILC-13847	PASA_GEN_17300028
DpulILC-13848	PASA_GEN_17300011
DpulILC-13850	fgenesh1_pm.C_scaffold_173000008
DpulILC-13851	estExt_Genewise1Plus.C_1730040
DpulILC-13852	NCBI_GNO_17300038
