hiLocus	iLocus	Species	Protein
HILC-458	Amh3ILC-08564	Amh3	XP_006564569.1
HILC-458	BterILC-11852	Bter	XP_020722967.1
HILC-458	CfloILC-22753	Cflo	XP_019884658.1
HILC-458	HsalILC-21308	Hsal	XP_019699662.1
HILC-458	PcanILC-03664	Pcan	XP_014599206.1
HILC-458	PdomILC-06285	Pdom	XP_015176882.1
HILC-458	NvitILC-02885	Nvit	XP_016836733.1
HILC-459	Amh3ILC-07283	Amh3	XP_006558860.1
HILC-459	BterILC-05842	Bter	XP_012166506.1
HILC-459	CfloILC-24940	Cflo	XP_011266279.1
HILC-459	HsalILC-22991	Hsal	XP_011150740.1
HILC-459	PcanILC-13453	Pcan	XP_014613540.1
HILC-459	PdomILC-08856	Pdom	XP_015180786.1
HILC-459	NvitILC-06791	Nvit	XP_016839546.1
HILC-460	Amh3ILC-03341	Amh3	XP_006558491.1
HILC-460	BterILC-01758	Bter	XP_012176156.1
HILC-460	CfloILC-01738	Cflo	XP_011259649.1
HILC-460	HsalILC-04631	Hsal	XP_011155262.1
HILC-460	PcanILC-06100	Pcan	XP_014602969.1
HILC-460	PdomILC-05224	Pdom	XP_015175159.1
HILC-460	NvitILC-07709	Nvit	XP_016839990.1
HILC-461	Amh3ILC-05392	Amh3	XP_006564220.1
HILC-461	BterILC-03875	Bter	XP_012163867.1
HILC-461	CfloILC-00599	Cflo	XP_011251082.1
HILC-461	HsalILC-10987	Hsal	XP_011140276.1
HILC-461	PcanILC-00783	Pcan	XP_014604971.1
HILC-461	PdomILC-07754	Pdom	XP_015179251.1
HILC-461	NvitILC-09423	Nvit	XP_001601004.2
HILC-462	Amh3ILC-10405	Amh3	XP_006565614.1
HILC-462	BterILC-07414	Bter	XP_012167966.1
HILC-462	CfloILC-15006	Cflo	XP_011258652.1
HILC-462	HsalILC-17956	Hsal	XP_019698782.1
HILC-462	PcanILC-11830	Pcan	XP_014611371.1
HILC-462	PdomILC-06021	Pdom	XP_015176567.1
HILC-462	NvitILC-12267	Nvit	XP_008217510.1
HILC-463	Amh3ILC-09391	Amh3	XP_396411.5
HILC-463	BterILC-06914	Bter	XP_012167669.1
HILC-463	CfloILC-12495	Cflo	XP_011256756.1
HILC-463	HsalILC-03789	Hsal	XP_019701160.1
HILC-463	PcanILC-11724	Pcan	XP_014611220.1
HILC-463	PdomILC-05086	Pdom	XP_015175077.1
HILC-463	NvitILC-18860	Nvit	XP_016843865.1
HILC-464	Amh3ILC-12445	Amh3	XP_006562317.1
HILC-464	BterILC-08882	Bter	XP_003399477.1
HILC-464	CfloILC-16567	Cflo	XP_011259955.1
HILC-464	HsalILC-13457	Hsal	XP_011142483.1
HILC-464	PcanILC-03923	Pcan	XP_014599609.1
HILC-464	PdomILC-12682	Pdom	XP_015186385.1
HILC-464	NvitILC-14962	Nvit	XP_016843007.1
HILC-465	Amh3ILC-05814	Amh3	XP_006567699.1
HILC-465	BterILC-03583	Bter	XP_012164176.1
HILC-465	CfloILC-25778	Cflo	XP_019885074.1
HILC-465	HsalILC-03364	Hsal	XP_011154138.1
HILC-465	PcanILC-05824	Pcan	XP_014602508.1
HILC-465	PdomILC-11289	Pdom	XP_015184376.1
HILC-465	NvitILC-09136	Nvit	XP_016840454.1
HILC-466	Amh3ILC-15551	Amh3	XP_006563226.1
HILC-466	BterILC-09517	Bter	XP_012170079.1
HILC-466	CfloILC-02648	Cflo	XP_011268099.1
HILC-466	HsalILC-03337	Hsal	XP_011154095.1
HILC-466	PcanILC-02227	Pcan	XP_014616168.1
HILC-466	PdomILC-10743	Pdom	XP_015183566.1
HILC-466	NvitILC-08709	Nvit	XP_016839033.1
HILC-467	Amh3ILC-10186	Amh3	XP_016769920.1
HILC-467	BterILC-07194	Bter	XP_003398443.1
HILC-467	CfloILC-07445	Cflo	XP_011252360.1
HILC-467	HsalILC-20967	Hsal	XP_011148929.1
HILC-467	PcanILC-09144	Pcan	XP_014607589.1
HILC-467	PdomILC-08801	Pdom	XP_015180596.1
HILC-467	NvitILC-11233	Nvit	XP_016841759.1
HILC-468	Amh3ILC-14823	Amh3	XP_625224.4
HILC-468	BterILC-11144	Bter	XP_003401089.1
HILC-468	CfloILC-09986	Cflo	XP_019882775.1
HILC-468	HsalILC-04410	Hsal	XP_011155081.1
HILC-468	PcanILC-03454	Pcan	XP_014598736.1
HILC-468	PdomILC-09500	Pdom	XP_015181743.1
HILC-468	NvitILC-10420	Nvit	XP_001606569.2
HILC-469	Amh3ILC-14524	Amh3	XP_026301153.1
HILC-469	BterILC-11548	Bter	XP_012172487.1
HILC-469	CfloILC-07664	Cflo	XP_011252552.1
HILC-469	HsalILC-22156	Hsal	XP_011149961.1
HILC-469	PcanILC-01012	Pcan	XP_014607885.1
HILC-469	PdomILC-08990	Pdom	XP_015181034.1
HILC-469	NvitILC-00176	Nvit	XP_008202722.1
HILC-470	Amh3ILC-06439	Amh3	XP_393301.3
HILC-470	BterILC-04148	Bter	XP_003395955.1
HILC-470	CfloILC-23786	Cflo	XP_011265372.1
HILC-470	HsalILC-14128	Hsal	XP_011143115.1
HILC-470	PcanILC-11608	Pcan	XP_014611053.1
HILC-470	PdomILC-11732	Pdom	XP_015184972.1
HILC-470	NvitILC-08477	Nvit	XP_001602810.2
HILC-471	Amh3ILC-04197	Amh3	XP_623993.3
HILC-471	BterILC-02904	Bter	XP_003395113.1
HILC-471	CfloILC-03499	Cflo	XP_011268809.1
HILC-471	HsalILC-11849	Hsal	XP_011141007.1
HILC-471	PcanILC-02662	Pcan	XP_014616821.1
HILC-471	PdomILC-10518	Pdom	XP_015183234.1
HILC-471	NvitILC-08334	Nvit	XP_001602957.2
HILC-472	Amh3ILC-03389	Amh3	XP_026295528.1
HILC-472	BterILC-02282	Bter	XP_012176318.1
HILC-472	CfloILC-24153	Cflo	XP_011265692.1
HILC-472	HsalILC-12549	Hsal	XP_011141635.1
HILC-472	PcanILC-05079	Pcan	XP_014601477.1
HILC-472	PdomILC-07544	Pdom	XP_015178696.1
HILC-472	NvitILC-04829	Nvit	XP_008210592.1
HILC-473	Amh3ILC-05448	Amh3	XP_026296452.1
HILC-473	BterILC-03829	Bter	XP_012163927.1
HILC-473	CfloILC-04723	Cflo	XP_011269823.1
HILC-473	HsalILC-19510	Hsal	XP_011147711.1
HILC-473	PcanILC-05039	Pcan	XP_014601357.1
HILC-473	PdomILC-12194	Pdom	XP_015185743.1
HILC-473	NvitILC-06122	Nvit	XP_008207724.1
HILC-474	Amh3ILC-05263	Amh3	XP_006561140.1
HILC-474	BterILC-03966	Bter	XP_003395491.1
HILC-474	CfloILC-01659	Cflo	XP_011258467.1
HILC-474	HsalILC-13385	Hsal	XP_011142384.1
HILC-474	PcanILC-04136	Pcan	XP_014599992.1
HILC-474	PdomILC-04362	Pdom	XP_015173866.1
HILC-474	NvitILC-05908	Nvit	XP_008216190.1
HILC-475	Amh3ILC-05416	Amh3	XP_026296811.1
HILC-475	BterILC-03858	Bter	XP_003395457.1
HILC-475	CfloILC-15334	Cflo	XP_011258898.1
HILC-475	HsalILC-15621	Hsal	XP_011144377.1
HILC-475	PcanILC-13212	Pcan	XP_014613208.1
HILC-475	PdomILC-11755	Pdom	XP_015185034.1
HILC-475	NvitILC-17232	Nvit	XP_016843463.1
HILC-476	Amh3ILC-10707	Amh3	XP_026298997.1
HILC-476	BterILC-06985	Bter	XP_020720711.1
HILC-476	CfloILC-09677	Cflo	XP_011254156.1
HILC-476	HsalILC-17072	Hsal	XP_011145594.1
HILC-476	PcanILC-05341	Pcan	XP_014601957.1
HILC-476	PdomILC-12704	Pdom	XP_015186405.1
HILC-476	NvitILC-05150	Nvit	XP_001605901.2
HILC-477	Amh3ILC-03006	Amh3	XP_006568831.2
HILC-477	BterILC-01193	Bter	XP_003393712.1
HILC-477	CfloILC-02186	Cflo	XP_011263539.1
HILC-477	HsalILC-22433	Hsal	XP_011150267.1
HILC-477	PcanILC-01739	Pcan	XP_014615554.1
HILC-477	PdomILC-07671	Pdom	XP_015178937.1
HILC-477	NvitILC-07273	Nvit	XP_001603798.2
HILC-478	Amh3ILC-03120	Amh3	NP_001165875.1
HILC-478	BterILC-02061	Bter	XP_012175845.1
HILC-478	CfloILC-22312	Cflo	XP_011264145.1
HILC-478	HsalILC-00392	Hsal	XP_019701165.1
HILC-478	PcanILC-01542	Pcan	XP_014615191.1
HILC-478	PdomILC-12563	Pdom	XP_015186259.1
HILC-478	NvitILC-13765	Nvit	NP_001161447.1
HILC-479	Amh3ILC-13383	Amh3	XP_393174.1
HILC-479	BterILC-09974	Bter	XP_003400117.1
HILC-479	CfloILC-13105	Cflo	XP_011257161.1
HILC-479	HsalILC-25153	Hsal	XP_011152260.1
HILC-479	PcanILC-10847	Pcan	XP_014610102.1
HILC-479	PdomILC-02065	Pdom	XP_015191311.1
HILC-479	NvitILC-23144	Nvit	XP_016844929.1
HILC-480	Amh3ILC-11548	Amh3	XP_393809.4
HILC-480	BterILC-08455	Bter	XP_012168994.1
HILC-480	CfloILC-01865	Cflo	XP_011261200.1
HILC-480	HsalILC-21763	Hsal	XP_011149606.1
HILC-480	PcanILC-01035	Pcan	XP_014608440.1
HILC-480	PdomILC-08581	Pdom	XP_015180311.1
HILC-480	NvitILC-17647	Nvit	XP_001601448.2
HILC-481	Amh3ILC-04852	Amh3	XP_016767202.2
HILC-481	BterILC-03242	Bter	XP_003395159.1
HILC-481	CfloILC-07344	Cflo	XP_011252231.1
HILC-481	HsalILC-16033	Hsal	XP_011144721.1
HILC-481	PcanILC-09961	Pcan	XP_014608885.1
HILC-481	PdomILC-03285	Pdom	XP_015171876.1
HILC-481	NvitILC-08904	Nvit	XP_003427518.1
HILC-482	Amh3ILC-13993	Amh3	XP_016771856.2
HILC-482	BterILC-10389	Bter	XP_003400680.1
HILC-482	CfloILC-22410	Cflo	XP_011264243.1
HILC-482	HsalILC-22193	Hsal	XP_011150020.1
HILC-482	PcanILC-06662	Pcan	XP_014603861.1
HILC-482	PdomILC-08198	Pdom	XP_015179592.1
HILC-482	NvitILC-03931	Nvit	XP_016837734.1
HILC-483	Amh3ILC-13684	Amh3	XP_016771802.2
HILC-483	BterILC-10662	Bter	XP_020722194.1
HILC-483	CfloILC-08930	Cflo	XP_011253618.1
HILC-483	HsalILC-09843	Hsal	XP_011139183.1
HILC-483	PcanILC-07297	Pcan	XP_014604853.1
HILC-483	PdomILC-08654	Pdom	XP_015180491.1
HILC-483	NvitILC-08425	Nvit	XP_001604753.1
HILC-484	Amh3ILC-05241	Amh3	XP_623571.3
HILC-484	BterILC-03986	Bter	XP_012163747.1
HILC-484	CfloILC-11372	Cflo	XP_011255564.1
HILC-484	HsalILC-13409	Hsal	XP_011142417.1
HILC-484	PcanILC-08031	Pcan	XP_014605897.1
HILC-484	PdomILC-09259	Pdom	XP_015181366.1
HILC-484	NvitILC-24587	Nvit	XP_016845467.1
HILC-485	Amh3ILC-03511	Amh3	XP_396295.4
HILC-485	BterILC-02273	Bter	XP_003394524.1
HILC-485	CfloILC-21769	Cflo	XP_011263702.1
HILC-485	HsalILC-18544	Hsal	XP_011146837.1
HILC-485	PcanILC-02780	Pcan	XP_014597803.1
HILC-485	PdomILC-10417	Pdom	XP_015183101.1
HILC-485	NvitILC-02252	Nvit	XP_001600227.1
HILC-486	Amh3ILC-12964	Amh3	XP_393336.2
HILC-486	BterILC-09870	Bter	XP_012170950.1
HILC-486	CfloILC-02415	Cflo	XP_019884820.1
HILC-486	HsalILC-02611	Hsal	XP_011151776.1
HILC-486	PcanILC-00314	Pcan	XP_014598646.1
HILC-486	PdomILC-03355	Pdom	XP_015172439.1
HILC-486	NvitILC-06021	Nvit	XP_008216297.1
HILC-487	Amh3ILC-09253	Amh3	XP_396702.1
HILC-487	BterILC-06404	Bter	XP_003397626.1
HILC-487	CfloILC-23384	Cflo	XP_011265107.1
HILC-487	HsalILC-20024	Hsal	XP_011148129.1
HILC-487	PcanILC-04585	Pcan	XP_014600609.1
HILC-487	PdomILC-11396	Pdom	XP_015184592.1
HILC-487	NvitILC-16061	Nvit	XP_016843234.1
HILC-488	Amh3ILC-13495	Amh3	XP_393588.2
HILC-488	BterILC-10740	Bter	XP_003400822.1
HILC-488	CfloILC-10240	Cflo	XP_011254633.1
HILC-488	HsalILC-15335	Hsal	XP_011144150.1
HILC-488	PcanILC-00854	Pcan	XP_014607356.1
HILC-488	PdomILC-03119	Pdom	XP_015172077.1
HILC-488	NvitILC-06107	Nvit	XP_003423811.1
HILC-489	Amh3ILC-10669	Amh3	XP_393148.4
HILC-489	BterILC-07634	Bter	XP_003398230.1
HILC-489	CfloILC-10762	Cflo	XP_011255071.1
HILC-489	HsalILC-18804	Hsal	XP_011147029.1
HILC-489	PcanILC-05367	Pcan	XP_014601944.1
HILC-489	PdomILC-14137	Pdom	XP_015188571.1
HILC-489	NvitILC-05196	Nvit	XP_008217823.1
HILC-490	Amh3ILC-06195	Amh3	XP_006557575.1
HILC-490	BterILC-04162	Bter	XP_003395922.1
HILC-490	CfloILC-24265	Cflo	XP_011265794.1
HILC-490	HsalILC-24775	Hsal	XP_011151969.1
HILC-490	PcanILC-11593	Pcan	XP_014611077.1
HILC-490	PdomILC-11714	Pdom	XP_015185046.1
HILC-490	NvitILC-08396	Nvit	XP_008203538.1
HILC-491	Amh3ILC-05958	Amh3	XP_393469.2
HILC-491	BterILC-02435	Bter	XP_003394662.1
HILC-491	CfloILC-16870	Cflo	XP_011260177.1
HILC-491	HsalILC-12450	Hsal	XP_011141589.1
HILC-491	PcanILC-10679	Pcan	XP_014609937.1
HILC-491	PdomILC-00703	Pdom	XP_015175449.1
HILC-491	NvitILC-13462	Nvit	XP_001605610.1
HILC-492	Amh3ILC-06643	Amh3	XP_623366.2
HILC-492	BterILC-04303	Bter	XP_003396034.1
HILC-492	CfloILC-12616	Cflo	XP_011256852.1
HILC-492	HsalILC-05442	Hsal	XP_011135443.1
HILC-492	PcanILC-00511	Pcan	XP_014600537.1
HILC-492	PdomILC-04064	Pdom	XP_015173361.1
HILC-492	NvitILC-01333	Nvit	XP_001600436.1
HILC-493	Amh3ILC-04875	Amh3	XP_395913.3
HILC-493	BterILC-13074	Bter	XP_003402487.1
HILC-493	CfloILC-20714	Cflo	XP_011262940.1
HILC-493	HsalILC-26598	Hsal	XP_011153511.1
HILC-493	PcanILC-03001	Pcan	XP_014598125.1
HILC-493	PdomILC-06901	Pdom	XP_015177795.1
HILC-493	NvitILC-05697	Nvit	XP_008204886.1
HILC-494	Amh3ILC-13042	Amh3	XP_016771231.1
HILC-494	BterILC-09797	Bter	XP_012171041.1
HILC-494	CfloILC-01966	Cflo	XP_011261755.1
HILC-494	HsalILC-04720	Hsal	XP_011134883.1
HILC-494	PcanILC-11584	Pcan	XP_014611029.1
HILC-494	PdomILC-08135	Pdom	XP_015179667.1
HILC-494	NvitILC-09028	Nvit	XP_016840580.1
HILC-495	Amh3ILC-08893	Amh3	XP_016769259.1
HILC-495	BterILC-12042	Bter	XP_012173180.1
HILC-495	CfloILC-02573	Cflo	XP_011267755.1
HILC-495	HsalILC-18419	Hsal	XP_019698911.1
HILC-495	PcanILC-08264	Pcan	XP_014606304.1
HILC-495	PdomILC-12160	Pdom	XP_015185641.1
HILC-495	NvitILC-03619	Nvit	XP_001604294.1
HILC-496	Amh3ILC-12473	Amh3	XP_026300121.1
HILC-496	BterILC-08911	Bter	XP_020721369.1
HILC-496	CfloILC-27380	Cflo	XP_011267926.2
HILC-496	HsalILC-07483	Hsal	XP_019696267.1
HILC-496	PcanILC-01745	Pcan	XP_014615358.1
HILC-496	PdomILC-07677	Pdom	XP_015178920.1
HILC-496	NvitILC-10149	Nvit	XP_016841168.1
HILC-497	Amh3ILC-04881	Amh3	XP_016767110.1
HILC-497	BterILC-13080	Bter	XP_003402418.1
HILC-497	CfloILC-23154	Cflo	XP_011264829.1
HILC-497	HsalILC-20335	Hsal	XP_019699439.1
HILC-497	PcanILC-09853	Pcan	XP_014608769.1
HILC-497	PdomILC-11134	Pdom	XP_015184238.1
HILC-497	NvitILC-13876	Nvit	XP_008203185.1
HILC-498	Amh3ILC-04383	Amh3	XP_001121600.2
HILC-498	BterILC-02640	Bter	XP_012163072.1
HILC-498	CfloILC-20024	Cflo	XP_011262461.1
HILC-498	HsalILC-21186	Hsal	XP_011149160.1
HILC-498	PcanILC-02642	Pcan	XP_014616817.1
HILC-498	PdomILC-10540	Pdom	XP_015183262.1
HILC-498	NvitILC-05490	Nvit	XP_001605971.1
HILC-499	Amh3ILC-08224	Amh3	XP_026298008.1
HILC-499	BterILC-12132	Bter	XP_020723016.1
HILC-499	CfloILC-05644	Cflo	XP_011250944.1
HILC-499	HsalILC-21029	Hsal	XP_011149022.1
HILC-499	PcanILC-09404	Pcan	XP_014608027.1
HILC-499	PdomILC-10887	Pdom	XP_015183700.1
HILC-499	NvitILC-15751	Nvit	XP_016843157.1
HILC-500	Amh3ILC-02021	Amh3	XP_395844.3
HILC-500	BterILC-12665	Bter	XP_003402232.1
HILC-500	CfloILC-12067	Cflo	XP_011256162.1
HILC-500	HsalILC-16967	Hsal	XP_019698585.1
HILC-500	PcanILC-11983	Pcan	XP_014611573.1
HILC-500	PdomILC-02221	Pdom	XP_015191373.1
HILC-500	NvitILC-16036	Nvit	XP_001602548.1
HILC-501	Amh3ILC-06623	Amh3	NP_001011650.1
HILC-501	BterILC-04290	Bter	XP_003396026.1
HILC-501	CfloILC-18814	Cflo	XP_011261434.1
HILC-501	HsalILC-05462	Hsal	XP_011135465.1
HILC-501	PcanILC-00523	Pcan	XP_014601224.1
HILC-501	PdomILC-04078	Pdom	XP_015173250.1
HILC-501	NvitILC-07553	Nvit	XP_001602491.2
HILC-502	Amh3ILC-12498	Amh3	XP_624708.2
HILC-502	BterILC-08932	Bter	XP_003399506.1
HILC-502	CfloILC-13273	Cflo	XP_011257359.1
HILC-502	HsalILC-13420	Hsal	XP_011142428.1
HILC-502	PcanILC-00643	Pcan	XP_014604329.1
HILC-502	PdomILC-02836	Pdom	XP_015171420.1
HILC-502	NvitILC-02432	Nvit	XP_001604227.1
HILC-503	Amh3ILC-08630	Amh3	XP_006564630.1
HILC-503	BterILC-11925	Bter	XP_020722826.1
HILC-503	CfloILC-11056	Cflo	XP_011255322.1
HILC-503	HsalILC-17908	Hsal	XP_011146177.1
HILC-503	PcanILC-03380	Pcan	XP_014598653.1
HILC-503	PdomILC-09758	Pdom	XP_015182187.1
HILC-503	NvitILC-23232	Nvit	XP_001605621.1
HILC-504	Amh3ILC-12075	Amh3	XP_006570490.2
HILC-504	BterILC-07894	Bter	XP_012168631.1
HILC-504	CfloILC-22261	Cflo	XP_011264071.1
HILC-504	HsalILC-20160	Hsal	XP_011148305.1
HILC-504	PcanILC-10974	Pcan	XP_014610346.1
HILC-504	PdomILC-12373	Pdom	XP_015185930.1
HILC-504	NvitILC-07417	Nvit	XP_008204617.1
HILC-505	Amh3ILC-09144	Amh3	XP_026298833.1
HILC-505	BterILC-12354	Bter	XP_003401930.1
HILC-505	CfloILC-10076	Cflo	XP_011254500.1
HILC-505	HsalILC-17848	Hsal	XP_019698768.1
HILC-505	PcanILC-05489	Pcan	XP_014602013.1
HILC-505	PdomILC-00362	Pdom	XP_015172351.1
HILC-505	NvitILC-03071	Nvit	XP_008215816.1
HILC-506	Amh3ILC-14049	Amh3	XP_006564927.1
HILC-506	BterILC-10448	Bter	XP_012171539.1
HILC-506	CfloILC-08384	Cflo	XP_011253184.1
HILC-506	HsalILC-14875	Hsal	XP_011143756.1
HILC-506	PcanILC-04811	Pcan	XP_014601047.1
HILC-506	PdomILC-02557	Pdom	XP_015191669.1
HILC-506	NvitILC-11216	Nvit	XP_008202731.1
HILC-507	Amh3ILC-15036	Amh3	XP_394056.4
HILC-507	BterILC-10953	Bter	XP_003401150.1
HILC-507	CfloILC-17646	Cflo	XP_011260796.1
HILC-507	HsalILC-21578	Hsal	XP_019699793.1
HILC-507	PcanILC-06156	Pcan	XP_014602988.1
HILC-507	PdomILC-08927	Pdom	XP_015180924.1
HILC-507	NvitILC-03286	Nvit	XP_016836774.1
HILC-508	Amh3ILC-14119	Amh3	XP_016771590.1
HILC-508	BterILC-10182	Bter	XP_020722316.1
HILC-508	CfloILC-02447	Cflo	XP_011266319.1
HILC-508	HsalILC-14106	Hsal	XP_011143076.1
HILC-508	PcanILC-03492	Pcan	XP_014598844.1
HILC-508	PdomILC-03493	Pdom	XP_015172190.1
HILC-508	NvitILC-10095	Nvit	XP_008206831.1
HILC-509	Amh3ILC-01627	Amh3	XP_026297103.1
HILC-509	BterILC-00225	Bter	XP_003393002.1
HILC-509	CfloILC-03573	Cflo	XP_011268855.1
HILC-509	HsalILC-23541	Hsal	XP_011151230.1
HILC-509	PcanILC-10208	Pcan	XP_014609245.1
HILC-509	PdomILC-01285	Pdom	XP_015186295.1
HILC-509	NvitILC-05859	Nvit	XP_008205012.1
HILC-510	Amh3ILC-04212	Amh3	XP_026295957.1
HILC-510	BterILC-02892	Bter	XP_003395121.1
HILC-510	CfloILC-17382	Cflo	XP_019883874.1
HILC-510	HsalILC-17426	Hsal	XP_019698681.1
HILC-510	PcanILC-02648	Pcan	XP_014616701.1
HILC-510	PdomILC-10532	Pdom	XP_015183128.1
HILC-510	NvitILC-09896	Nvit	XP_016840360.1
HILC-511	Amh3ILC-08022	Amh3	XP_026297974.1
HILC-511	BterILC-13810	Bter	XP_003402687.1
HILC-511	CfloILC-16753	Cflo	XP_011260085.1
HILC-511	HsalILC-09412	Hsal	XP_011138813.1
HILC-511	PcanILC-11217	Pcan	XP_014610599.1
HILC-511	PdomILC-13384	Pdom	XP_015187509.1
HILC-511	NvitILC-03022	Nvit	XP_001608262.1
HILC-512	Amh3ILC-15223	Amh3	XP_624707.2
HILC-512	BterILC-09316	Bter	XP_012170277.1
HILC-512	CfloILC-08688	Cflo	XP_011253403.1
HILC-512	HsalILC-09104	Hsal	XP_011138539.1
HILC-512	PcanILC-00632	Pcan	XP_014602696.1
HILC-512	PdomILC-02848	Pdom	XP_015171199.1
HILC-512	NvitILC-12121	Nvit	XP_016842079.1
HILC-513	Amh3ILC-12677	Amh3	XP_393870.2
HILC-513	BterILC-09072	Bter	XP_003399941.1
HILC-513	CfloILC-23503	Cflo	XP_011265218.1
HILC-513	HsalILC-18662	Hsal	XP_011146928.1
HILC-513	PcanILC-04582	Pcan	XP_014600673.1
HILC-513	PdomILC-03882	Pdom	XP_015173215.1
HILC-513	NvitILC-01897	Nvit	XP_016836717.1
HILC-514	Amh3ILC-04374	Amh3	XP_016767017.2
HILC-514	BterILC-02981	Bter	XP_020718478.1
HILC-514	CfloILC-19749	Cflo	XP_011262250.1
HILC-514	HsalILC-13976	Hsal	XP_011142951.1
HILC-514	PcanILC-04054	Pcan	XP_014599636.1
HILC-514	PdomILC-08661	Pdom	XP_015180371.1
HILC-514	NvitILC-05504	Nvit	XP_016838292.1
HILC-515	Amh3ILC-07142	Amh3	XP_001122083.2
HILC-515	BterILC-06383	Bter	XP_020720043.1
HILC-515	CfloILC-07055	Cflo	XP_011252056.1
HILC-515	HsalILC-08731	Hsal	XP_011138184.1
HILC-515	PcanILC-05745	Pcan	XP_014602417.1
HILC-515	PdomILC-06490	Pdom	XP_015177181.1
HILC-515	NvitILC-04349	Nvit	XP_001606983.2
HILC-516	Amh3ILC-02359	Amh3	XP_026302171.1
HILC-516	BterILC-01679	Bter	XP_003394082.1
HILC-516	CfloILC-12117	Cflo	XP_019883071.1
HILC-516	HsalILC-03550	Hsal	XP_011154270.1
HILC-516	PcanILC-10752	Pcan	XP_014609999.1
HILC-516	PdomILC-07458	Pdom	XP_015178662.1
HILC-516	NvitILC-00399	Nvit	XP_008202911.1
HILC-517	Amh3ILC-00556	Amh3	XP_006563283.2
HILC-517	BterILC-04469	Bter	XP_003396215.1
HILC-517	CfloILC-23195	Cflo	XP_011264842.1
HILC-517	HsalILC-15863	Hsal	XP_011144588.1
HILC-517	PcanILC-01910	Pcan	XP_014615718.1
HILC-517	PdomILC-08359	Pdom	XP_015179915.1
HILC-517	NvitILC-18027	Nvit	XP_003424312.1
HILC-518	Amh3ILC-00947	Amh3	XP_026301851.1
HILC-518	BterILC-04713	Bter	XP_012165331.1
HILC-518	CfloILC-03197	Cflo	XP_011268521.1
HILC-518	HsalILC-14697	Hsal	XP_011143597.1
HILC-518	PcanILC-01672	Pcan	XP_014615525.1
HILC-518	PdomILC-07600	Pdom	XP_015178949.1
HILC-518	NvitILC-00300	Nvit	XP_001606553.2
HILC-519	Amh3ILC-01570	Amh3	XP_395724.2
HILC-519	BterILC-00179	Bter	XP_003393174.1
HILC-519	CfloILC-26737	Cflo	XP_011267500.1
HILC-519	HsalILC-00978	Hsal	XP_019696954.1
HILC-519	PcanILC-00158	Pcan	XP_014615859.1
HILC-519	PdomILC-05799	Pdom	XP_015176083.1
HILC-519	NvitILC-06928	Nvit	XP_016838920.1
HILC-520	Amh3ILC-00859	Amh3	XP_006569685.1
HILC-520	BterILC-04637	Bter	XP_012165235.1
HILC-520	CfloILC-10185	Cflo	XP_011254606.1
HILC-520	HsalILC-10191	Hsal	XP_011139490.1
HILC-520	PcanILC-06512	Pcan	XP_014603552.1
HILC-520	PdomILC-00460	Pdom	XP_015177021.1
HILC-520	NvitILC-06919	Nvit	XP_008213593.1
HILC-521	Amh3ILC-05879	Amh3	XP_006569563.1
HILC-521	BterILC-09029	Bter	XP_012170032.1
HILC-521	CfloILC-25074	Cflo	XP_011266348.1
HILC-521	HsalILC-04094	Hsal	XP_011154843.1
HILC-521	PcanILC-00868	Pcan	XP_014607126.1
HILC-521	PdomILC-03133	Pdom	XP_015172013.1
HILC-521	NvitILC-14053	Nvit	XP_016842799.1
HILC-522	Amh3ILC-14835	Amh3	XP_396448.1
HILC-522	BterILC-11135	Bter	XP_012172237.1
HILC-522	CfloILC-16322	Cflo	XP_011259795.1
HILC-522	HsalILC-07542	Hsal	XP_011137076.1
HILC-522	PcanILC-03466	Pcan	XP_014598705.1
HILC-522	PdomILC-09511	Pdom	XP_015181790.1
HILC-522	NvitILC-10399	Nvit	XP_001606470.2
HILC-523	Amh3ILC-02083	Amh3	XP_026302189.1
HILC-523	BterILC-01043	Bter	XP_003393627.1
HILC-523	CfloILC-11731	Cflo	XP_019883010.1
HILC-523	HsalILC-26455	Hsal	XP_011153408.1
HILC-523	PcanILC-03359	Pcan	XP_014598502.1
HILC-523	PdomILC-00999	Pdom	XP_015182201.1
HILC-523	NvitILC-09125	Nvit	XP_008211572.1
HILC-524	Amh3ILC-12082	Amh3	XP_006570497.1
HILC-524	BterILC-07891	Bter	XP_020721166.1
HILC-524	CfloILC-17412	Cflo	XP_011260641.1
HILC-524	HsalILC-03643	Hsal	XP_011154378.1
HILC-524	PcanILC-06004	Pcan	XP_014602775.1
HILC-524	PdomILC-10195	Pdom	XP_015182775.1
HILC-524	NvitILC-08248	Nvit	XP_001601040.2
HILC-525	Amh3ILC-08278	Amh3	XP_001122669.2
HILC-525	BterILC-05679	Bter	XP_012166325.1
HILC-525	CfloILC-18340	Cflo	XP_011261181.1
HILC-525	HsalILC-23780	Hsal	XP_011151379.1
HILC-525	PcanILC-11999	Pcan	XP_014611613.1
HILC-525	PdomILC-13520	Pdom	XP_015187710.1
HILC-525	NvitILC-07824	Nvit	XP_008216636.1
HILC-526	Amh3ILC-00806	Amh3	XP_006568642.1
HILC-526	BterILC-04626	Bter	XP_012165207.1
HILC-526	CfloILC-25072	Cflo	XP_011266344.1
HILC-526	HsalILC-01952	Hsal	XP_019698730.1
HILC-526	PcanILC-09657	Pcan	XP_014608448.1
HILC-526	PdomILC-13185	Pdom	XP_015187150.1
